Name with Owner,Created Timestamp,Size,Stars Count,Language,Forks Count,Open Issues Count,Watchers Count,Contributors Count,Last Synced Timestamp
ManaPlus/ManaPlus,2011-08-04 19:28:23+00:00,145108,44,C++,22,8,17,21,2017-06-12 19:59:49+00:00
cout/rice,2008-05-29 22:20:28+00:00,537,28,C++,37,0,5,1,2017-08-16 09:48:40+00:00
lyokato/cpp-cryptlite,2011-01-22 06:27:29+00:00,364,16,C++,6,1,2,1,2016-06-13 07:06:17+00:00
tycho/crisscross,2009-01-18 04:10:40+00:00,1182,33,C++,7,6,5,5,2017-11-24 20:11:39+00:00
0xd34df00d/leechcraft,2009-02-02 13:52:45+00:00,71048,148,C++,48,0,21,40,2017-11-24 18:28:44+00:00
Begun/lockfree-malloc,2011-03-04 09:05:35+00:00,35,63,C++,6,3,6,2,2017-11-24 19:01:52+00:00
rigtorp/nanomq,2010-11-06 04:26:18+00:00,124,104,C++,33,0,21,1,2017-11-24 18:55:44+00:00
olalonde/jsnotify,2011-02-26 21:28:58+00:00,410,49,C++,6,0,3,1,2017-11-24 19:30:17+00:00
Medo42/Faucet-Networking-Extension,2011-01-06 13:36:33+00:00,2994,14,C++,9,1,2,1,2017-11-24 21:57:18+00:00
hluk/CopyQ,2009-10-21 13:35:38+00:00,27348,1744,C++,141,97,102,71,2017-06-29 18:55:40+00:00
jgehring/qmpwidget,2010-05-23 21:51:21+00:00,284,13,C++,8,0,4,2,2017-02-08 23:51:29+00:00
Singular/LELA,2011-02-10 15:36:54+00:00,5947,12,C++,11,4,5,6,2017-11-24 21:45:03+00:00
c4milo/node-inotify,2010-07-12 15:09:52+00:00,552,230,C++,29,3,9,12,2019-01-04 05:10:09+00:00
SeTM/MythCore,2011-07-17 11:45:45+00:00,88052,26,C++,27,1,7,52,2016-10-18 15:20:00+00:00
mozy/mordor,2010-05-21 22:14:47+00:00,5437,282,C++,50,11,25,9,2017-04-16 08:37:48+00:00
wxMaxima-developers/wxmaxima,2011-02-28 20:25:57+00:00,145715,165,C++,56,122,22,34,2018-02-27 17:32:20+00:00
tanakh/bjne,2010-03-14 18:36:23+00:00,213,39,C++,5,0,4,1,2017-11-24 19:29:11+00:00
clord/MIPS-CPU-Simulator,2011-04-27 23:16:50+00:00,160,34,C++,14,0,7,2,2017-11-24 20:01:55+00:00
commontk/CTK,2010-06-14 15:23:41+00:00,16315,225,C++,194,128,70,69,2017-03-04 15:45:40+00:00
zeromq/cppzmq,2011-05-25 16:40:52+00:00,471,698,C++,471,37,83,47,2019-10-29 20:55:32+00:00
cnangel/libchardet,2010-03-23 08:22:15+00:00,695,15,C++,6,0,1,0,2017-02-01 16:21:41+00:00
fclaude/libcds2,2011-05-13 01:57:53+00:00,3542,72,C++,14,4,11,6,2017-11-24 18:56:04+00:00
nikhilm/node-taglib,2009-12-20 14:51:19+00:00,2021,124,C++,24,27,5,9,2016-11-24 14:11:24+00:00
thanatos/libjson,2009-09-28 20:54:43+00:00,146,4,C++,5,0,3,2,2017-09-21 22:37:08+00:00
DOOMer/screengrab,2010-09-23 13:44:24+00:00,1696,19,C++,16,17,8,9,2017-11-24 19:25:48+00:00
teragonaudio/BeatCounter,2009-04-19 11:01:06+00:00,8530,37,C++,5,7,9,1,2017-04-04 14:26:57+00:00
candera/shadowspawn,2011-07-15 11:41:53+00:00,16075,77,C++,24,8,19,2,2017-11-24 19:04:21+00:00
rhdunn/cainteoir-gtk,2011-05-17 08:01:38+00:00,1751,8,C++,5,12,3,1,2017-04-22 11:29:51+00:00
swganh/mmoserver,2010-04-18 05:12:31+00:00,22182,176,C++,111,0,43,11,2017-11-24 18:30:34+00:00
pazdera/libcity,2011-04-14 21:42:43+00:00,206,31,C++,5,1,4,1,2017-11-24 20:08:30+00:00
springlobby/springlobby,2011-06-07 06:08:00+00:00,27073,44,C++,34,102,10,35,2018-08-22 01:07:49+00:00
bwsrv/mangos,2010-09-29 15:35:35+00:00,65283,23,C++,6,0,6,81,2017-11-24 20:14:08+00:00
H-uru/libhsplasma,2011-07-01 04:43:11+00:00,109120,18,C++,14,8,12,12,2017-11-24 19:22:01+00:00
MJPA/SimpleJSON,2010-09-21 17:48:25+00:00,133,140,C++,61,5,12,9,2017-04-21 01:53:52+00:00
deepeshmalviya/scribe-utils,2011-06-25 07:03:36+00:00,109,14,C++,7,1,4,1,2017-11-24 22:25:11+00:00
bcantrill/node-libdtrace,2010-08-15 22:38:56+00:00,499,96,C++,14,7,4,5,2017-03-09 20:48:52+00:00
dyfet/sipwitch,2011-08-01 12:57:21+00:00,5065,14,C++,12,2,5,3,2017-11-24 21:47:55+00:00
microcai/netserver,2010-01-06 03:48:30+00:00,13033,6,C++,7,0,2,1,2017-06-03 13:36:42+00:00
aalex/toonloop,2010-07-13 04:32:13+00:00,4632,19,C++,5,15,7,3,2017-07-22 03:36:41+00:00
libpinyin/libpinyin,2010-10-18 06:09:50+00:00,2452,221,C++,57,6,28,6,2017-11-24 18:53:06+00:00
Zahl/mcmap,2010-09-29 11:28:08+00:00,482,97,C++,34,7,14,8,2017-11-24 19:02:53+00:00
FilipBE/qtextended,2009-03-26 14:11:31+00:00,118661,15,C++,46,0,6,1,2017-11-24 21:59:35+00:00
qt-json/qt-json,2011-06-24 06:20:59+00:00,81,230,C++,77,7,25,16,2017-10-03 07:37:26+00:00
adamvr/XMPPArduino,2011-01-08 04:50:12+00:00,53,34,C++,16,2,6,1,2017-11-24 19:24:12+00:00
zsx/poppler,2009-12-06 05:30:26+00:00,2938,3,C++,5,0,6,40,2016-05-28 09:20:14+00:00
spring/pr-downloader,2010-08-27 15:36:38+00:00,3173,14,C++,14,26,6,12,2018-08-14 23:57:19+00:00
espressomd/espresso,2011-03-25 07:43:15+00:00,101079,75,C++,114,151,21,47,2017-11-24 19:04:12+00:00
robertknight/Qt-Inspector,2011-07-17 08:18:42+00:00,135,167,C++,28,5,24,3,2017-11-24 18:31:36+00:00
OpenNI/OpenNI,2010-12-08 15:35:17+00:00,104554,1148,C++,578,71,132,3,2017-11-24 18:45:57+00:00
Mogara/QSanguosha,2010-10-22 06:30:10+00:00,737441,643,C++,376,18,123,29,2017-11-24 18:41:38+00:00
Fudge/gltrail,2008-03-04 19:44:27+00:00,151,40,C++,8,1,3,1,2016-12-29 15:27:46+00:00
FrictionalGames/HPL1Engine,2010-05-11 17:47:02+00:00,7250,320,C++,74,7,35,1,2017-07-23 17:36:41+00:00
cjcliffe/CubicVR,2011-05-03 02:29:31+00:00,8626,54,C++,18,8,13,2,2017-11-24 19:01:18+00:00
apitrace/apitrace,2011-04-13 21:37:46+00:00,19393,1688,C++,327,94,127,69,2017-11-24 18:29:40+00:00
emezeske/digbuild,2011-02-21 07:19:52+00:00,37301,58,C++,5,18,3,4,2017-11-24 18:54:46+00:00
betterinbox/QtUpdater,2010-12-30 07:30:29+00:00,170,9,C++,5,0,2,0,2016-12-14 00:06:21+00:00
philbinj/fastcluster,2009-11-20 17:58:14+00:00,93,12,C++,5,0,2,1,2016-08-05 10:47:02+00:00
ChrisVeigl/BrainBay,2010-07-10 15:59:22+00:00,90614,68,C++,29,7,22,2,2017-11-24 19:02:39+00:00
bredelings/BAli-Phy,2009-11-05 19:14:26+00:00,38295,17,C++,8,0,3,2,2017-04-13 17:37:15+00:00
dekz/dcrypt,2011-03-25 03:25:08+00:00,692,30,C++,16,5,1,3,2016-05-27 17:22:07+00:00
ninja-build/ninja,2011-02-06 19:07:12+00:00,3774,4809,C++,740,246,233,168,2019-05-27 06:03:12+00:00
z3t0/Arduino-IRremote,2010-01-23 04:37:22+00:00,1120,2740,C++,1316,272,231,39,2018-02-21 05:48:52+00:00
dyne/Freecoin,2011-06-01 08:46:16+00:00,2575,20,C++,8,0,9,23,2017-11-24 19:19:26+00:00
opentibia-xx/otserv,2011-03-26 18:46:39+00:00,25760,4,C++,10,0,2,0,2016-05-27 21:48:53+00:00
weisslj/cpp-optparse,2010-05-21 00:35:21+00:00,70,53,C++,27,0,7,6,2017-11-24 20:09:34+00:00
ayoy/qtwitter,2008-06-17 10:15:34+00:00,2893,53,C++,15,0,7,6,2017-09-24 10:36:43+00:00
ekg/freebayes,2010-10-13 21:34:33+00:00,6226,313,C++,137,243,54,20,2017-05-15 12:58:37+00:00
attilagyorffy/id3lib-osx,2010-04-18 18:09:18+00:00,1062,24,C++,5,0,2,2,2017-11-24 20:11:28+00:00
omnetpp/mixim,2011-07-21 08:43:41+00:00,12614,11,C++,11,0,19,5,2017-11-24 23:06:57+00:00
m1ch1/mapkeeper,2011-07-25 00:19:56+00:00,6051,209,C++,53,9,32,1,2017-11-24 18:40:21+00:00
arq5x/filo,2010-12-14 03:43:22+00:00,1196,38,C++,7,7,1,1,2017-03-19 06:37:07+00:00
Begun/libslave,2011-03-16 10:48:53+00:00,104,50,C++,24,0,5,4,2017-03-07 11:21:38+00:00
blueboy/portal,2010-02-21 10:08:45+00:00,84538,28,C++,25,13,20,111,2017-11-24 19:25:21+00:00
weisslj/cpp-argparse,2010-08-04 10:40:20+00:00,61,68,C++,17,2,7,3,2017-11-24 19:00:59+00:00
Jildor/ZoneLimit,2011-03-11 18:05:18+00:00,23305,18,C++,7,0,3,1,2017-04-25 17:09:45+00:00
laverdet/node-fibers,2011-01-22 05:29:23+00:00,305,3300,C++,218,11,83,29,2020-01-07 22:21:50+00:00
AlekSi/google-breakpad-mirror,2010-01-25 16:02:30+00:00,5468,11,C++,7,0,1,0,2016-10-30 18:02:13+00:00
scoopr/vectorial,2010-10-06 20:01:00+00:00,230,237,C++,38,4,19,6,2017-05-20 18:28:07+00:00
kyleshank/apt-transport-s3,2008-12-23 19:51:21+00:00,205,89,C++,91,4,23,2,2017-03-20 11:39:09+00:00
chrisdickinson/node-python,2010-05-14 22:31:14+00:00,97,57,C++,35,0,6,1,2017-11-24 19:00:08+00:00
recruitcojp/OdbcHive,2011-07-19 06:43:59+00:00,10328,8,C++,9,1,3,1,2017-07-07 19:45:08+00:00
tenzir/vast,2010-09-23 01:19:19+00:00,16982,127,C++,31,6,28,5,2017-11-24 19:03:49+00:00
fajran/tongseng,2009-08-13 12:57:41+00:00,462,112,C++,23,0,6,3,2017-07-07 09:37:24+00:00
XoomCode/AcidMaps,2010-08-11 13:36:11+00:00,16990,32,C++,9,15,13,0,2017-11-24 19:36:39+00:00
danieldk/citar-cxx,2010-10-30 23:32:13+00:00,683,34,C++,10,0,7,1,2016-05-26 18:19:47+00:00
bendudson/BOUT,2010-06-15 10:43:45+00:00,19752,23,C++,28,18,13,14,2017-11-24 19:50:18+00:00
kelektiv/node.bcrypt.js,2010-04-15 05:17:17+00:00,526,4866,C++,359,42,76,58,2019-11-18 10:32:43+00:00
realXtend/tundra,2010-03-15 12:44:26+00:00,137653,76,C++,64,297,31,29,2017-03-04 04:43:18+00:00
wadey/node-microtime,2011-02-11 18:24:42+00:00,131,423,C++,36,1,11,6,2019-02-04 21:11:10+00:00
l3ib/nitrogen,2010-12-20 21:11:46+00:00,578,114,C++,20,30,10,14,2017-11-24 18:36:49+00:00
apenwarr/wvtest,2009-05-01 01:55:50+00:00,134,45,C++,9,0,6,3,2017-11-24 20:12:48+00:00
psoetens/orocos-rtt,2008-11-20 12:48:28+00:00,25525,17,C++,5,0,3,8,2017-11-24 20:17:31+00:00
AlbertoPa/dynamicSmagorinsky,2010-12-08 17:14:37+00:00,2904,5,C++,8,1,3,0,2017-08-05 06:27:24+00:00
zdenop/qt-box-editor,2011-01-20 20:14:35+00:00,14733,82,C++,35,11,17,9,2017-02-23 02:56:41+00:00
hugosantos/mrd6,2010-04-23 14:23:17+00:00,548,20,C++,14,12,4,6,2017-11-24 20:14:02+00:00
arq5x/bedtools,2011-01-03 02:43:36+00:00,510588,121,C++,73,46,21,24,2017-03-08 04:18:31+00:00
MaZderMind/osm-history-renderer,2011-06-10 19:53:25+00:00,32498,63,C++,20,8,15,6,2017-11-24 18:56:22+00:00
wkhtmltopdf/wkhtmltopdf,2009-08-07 14:27:43+00:00,6133,9029,C++,1268,896,394,41,2017-11-24 18:42:45+00:00
cpearce/HttpMediaServer,2011-07-30 07:15:16+00:00,663,25,C++,10,3,8,2,2017-11-24 19:40:03+00:00
hpfem/agros2d,2010-09-04 00:08:36+00:00,527902,41,C++,26,15,18,12,2017-11-11 19:03:08+00:00
gbiggs/flexiport,2011-08-10 09:04:17+00:00,459,3,C++,8,0,3,3,2017-11-19 13:04:34+00:00
Adhesion/grav,2011-05-03 20:50:04+00:00,37148,10,C++,6,1,4,1,2017-11-24 21:46:55+00:00
Olga-Yakovleva/RHVoice,2010-07-28 11:35:44+00:00,323650,376,C++,79,75,56,5,2018-01-19 03:59:17+00:00
douglaswth/dtpstree,2010-07-30 05:03:08+00:00,148,7,C++,6,0,2,2,2017-11-25 00:09:11+00:00
bmuller/StactiveRecord,2010-10-27 14:23:52+00:00,1042,23,C++,8,3,4,1,2017-11-24 19:39:32+00:00
andyfischer/circa,2011-05-02 00:08:25+00:00,16555,171,C++,9,3,10,5,2017-03-12 07:21:45+00:00
Team254/FRC-2011,2011-08-04 01:47:53+00:00,228,11,C++,6,0,41,1,2017-04-26 02:29:42+00:00
erikerlandson/st_tree,2010-09-28 02:42:24+00:00,223,42,C++,8,0,6,1,2017-11-24 20:02:00+00:00
dukesoferl/re2,2010-04-04 23:49:06+00:00,241,64,C++,22,2,7,11,2019-02-20 16:32:55+00:00
cocaine/cocaine-core,2011-03-23 12:31:26+00:00,13864,1007,C++,98,8,83,27,2017-11-24 18:45:40+00:00
ayoy/qoauth,2009-06-20 19:58:46+00:00,276,102,C++,26,0,14,8,2016-05-27 17:59:32+00:00
rgbdemo/nestk,2011-01-27 15:28:50+00:00,55578,72,C++,43,9,8,4,2017-04-02 00:43:46+00:00
noirotm/libamf,2010-05-25 14:19:23+00:00,387,10,C++,8,1,7,4,2017-04-04 14:27:25+00:00
saleyn/eixx,2010-11-19 16:12:11+00:00,632,98,C++,19,6,20,6,2017-08-24 07:50:40+00:00
zotero/zotero-word-for-windows-integration,2011-08-06 00:05:36+00:00,26305,13,C++,13,15,13,7,2017-09-07 05:36:39+00:00
ITKTools/ITKTools,2011-04-14 13:06:50+00:00,5236,34,C++,15,6,12,9,2017-11-24 20:14:54+00:00
visionmedia/node-jscoverage,2010-05-25 18:38:43+00:00,1908,398,C++,39,18,11,2,2017-11-24 18:40:00+00:00
jckarter/clay,2010-11-13 05:28:14+00:00,35243,352,C++,34,61,26,22,2017-11-24 18:42:45+00:00
Jacopo/lightspark,2010-05-19 10:53:34+00:00,1726,2,C++,9,0,1,10,2019-11-05 22:51:55+00:00
maidsafe-archive/MaidSafe-Passport,2011-04-13 15:40:56+00:00,1866,17,C++,21,0,24,12,2016-12-30 16:21:21+00:00
motiejus/SoundPatty,2010-02-06 18:22:23+00:00,840,27,C++,5,4,7,1,2017-11-24 19:23:13+00:00
DmitryKoterov/dklab_realplexor,2009-12-22 15:09:42+00:00,2422,148,C++,50,15,34,10,2016-11-24 13:30:42+00:00
Vaizard/MurmurHash3PHP,2011-03-01 13:10:29+00:00,101,20,C++,13,7,1,0,2017-11-05 04:13:27+00:00
aportale/posterazor,2009-04-02 17:40:49+00:00,4789,18,C++,6,3,8,3,2017-01-15 09:21:48+00:00
ytakano/libcage,2009-01-16 09:57:17+00:00,3269,48,C++,23,2,5,2,2017-11-24 20:16:46+00:00
davidm/luacom,2008-09-02 22:30:47+00:00,761,74,C++,21,15,18,5,2017-11-24 18:55:34+00:00
myers/id3v2,2008-06-01 22:10:27+00:00,230,18,C++,9,3,4,5,2017-11-24 21:46:14+00:00
agnat/node_libdbus,2010-10-03 21:25:02+00:00,185,26,C++,26,2,15,1,2016-08-18 19:40:25+00:00
Lexikos/AutoHotkey_L,2009-11-25 11:08:21+00:00,20408,1713,C++,321,14,194,6,2017-11-24 18:52:37+00:00
axr/core,2011-04-30 05:05:19+00:00,15059,98,C++,15,98,5,8,2017-11-24 19:01:18+00:00
cbecker/openahrs,2008-09-30 02:13:55+00:00,1007,28,C++,15,0,4,1,2017-03-21 10:43:34+00:00
micahpearlman/MonkSVG,2010-08-15 16:41:31+00:00,35522,60,C++,17,17,10,3,2017-11-24 19:00:16+00:00
kalxas/mseg,2010-09-27 16:13:50+00:00,230,2,C++,5,0,1,1,2017-04-04 14:40:45+00:00
glastonbridge/SuperCollider-Android,2010-01-04 19:39:15+00:00,1457,86,C++,13,17,14,5,2017-11-24 19:01:35+00:00
abique/tmfs,2011-07-07 16:13:01+00:00,200,130,C++,7,5,5,6,2017-11-24 18:46:40+00:00
stevemarple/IniFile,2011-07-04 12:02:57+00:00,67,55,C++,25,4,12,3,2020-01-08 01:39:02+00:00
mikejs/gridfs-fuse,2009-08-19 06:45:48+00:00,154,207,C++,43,13,18,3,2017-11-24 18:32:10+00:00
dterei/Scraps,2009-08-07 05:06:16+00:00,23152,26,C++,20,0,6,2,2018-09-22 23:39:56+00:00
yanavery/MyDoorOpener-Arduino,2011-06-04 13:33:04+00:00,230,13,C++,7,1,5,1,2017-11-24 22:40:34+00:00
mauricek/wcecompat,2008-10-28 15:38:48+00:00,174,36,C++,29,2,5,0,2016-05-09 23:12:37+00:00
tsa/vu8,2011-01-06 16:27:07+00:00,256,41,C++,8,8,6,2,2016-10-07 10:37:06+00:00
youbot/youbot_driver,2011-01-24 16:14:54+00:00,2047,36,C++,47,2,8,3,2017-11-24 19:26:16+00:00
tex/fusecompress,2008-10-04 07:03:12+00:00,579,78,C++,19,6,10,8,2017-11-24 18:55:16+00:00
mkernel/EWProxyFramebuffer,2010-01-09 08:55:59+00:00,192,102,C++,28,2,13,0,2017-11-24 18:54:15+00:00
jonstewart/fsrip,2011-04-30 20:02:43+00:00,511,12,C++,5,2,2,4,2017-11-24 21:52:53+00:00
calvincestari/ecuExplorer,2011-05-21 16:56:07+00:00,1748,12,C++,7,0,3,1,2017-04-16 13:39:08+00:00
AMDmi3/glosm,2011-01-11 03:58:48+00:00,7085,73,C++,31,0,19,4,2018-06-06 17:51:14+00:00
mregmi/ext2read,2010-05-10 21:39:41+00:00,7735,103,C++,34,4,15,2,2017-11-24 19:01:16+00:00
wichtounet/eddic,2011-06-04 02:25:26+00:00,18344,23,C++,5,6,5,3,2017-11-24 19:58:14+00:00
Henne/dosbox-svn,2010-01-30 17:29:31+00:00,5905,67,C++,92,6,8,0,2017-11-24 19:06:07+00:00
psi-im/iris,2008-08-15 08:03:46+00:00,2265,37,C++,23,10,10,12,2017-03-02 12:11:21+00:00
maurice2k/wlanapi,2009-02-09 16:31:22+00:00,386,7,C++,5,0,3,1,2018-04-11 04:30:11+00:00
DmitrySkiba/itoa-jnipp,2011-04-03 16:19:37+00:00,548,27,C++,14,6,3,1,2017-11-24 20:13:55+00:00
acaudwell/Logstalgia,2009-12-23 04:40:51+00:00,4108,1380,C++,135,9,96,4,2018-02-27 16:51:46+00:00
couchbase/memcached,2009-03-13 18:32:24+00:00,14682,52,C++,46,3,25,77,2017-07-07 09:42:32+00:00
lytsing/mytget,2011-03-08 11:51:24+00:00,378,15,C++,11,0,5,5,2017-11-24 23:39:34+00:00
akashihi/stlcache,2011-03-16 20:46:14+00:00,114,51,C++,13,4,5,1,2017-09-07 16:36:38+00:00
znc/znc,2010-01-09 23:44:05+00:00,16921,1524,C++,336,317,137,96,2017-11-24 18:46:02+00:00
Hanmac/libarchive-ruby,2011-02-09 12:11:09+00:00,222,19,C++,6,6,2,3,2017-11-24 20:13:36+00:00
ptroja/mrrocpp,2010-02-11 09:40:57+00:00,38145,25,C++,48,0,1,19,2016-05-27 16:56:19+00:00
boegel/MICA,2011-03-18 13:38:23+00:00,137,15,C++,10,4,3,3,2016-12-14 14:31:49+00:00
dmoulding/boilermake,2009-11-03 05:07:29+00:00,203,131,C++,24,11,14,2,2017-11-24 18:37:02+00:00
ukoethe/vigra,2011-07-06 08:34:57+00:00,108917,264,C++,155,77,49,40,2017-02-10 13:21:01+00:00
elysia/elysia,2010-06-24 19:20:19+00:00,1246,10,C++,5,0,4,2,2017-04-04 14:31:41+00:00
lemire/EWAHBoolArray,2010-11-01 16:15:05+00:00,18027,304,C++,58,3,20,4,2017-05-07 20:05:38+00:00
jstutters/MidiOSC,2010-01-11 22:20:34+00:00,90,34,C++,7,1,8,1,2017-11-24 20:15:33+00:00
karban/agros2d,2010-08-22 16:31:06+00:00,484263,6,C++,7,0,1,0,2017-01-02 13:14:04+00:00
moxie0/sslsniff,2011-04-23 20:17:37+00:00,609,369,C++,88,24,40,1,2017-11-24 18:50:38+00:00
Andersbakken/rtags,2011-07-19 05:15:16+00:00,24631,1567,C++,245,140,90,65,2016-11-24 16:29:22+00:00
bnoordhuis/node-weakref,2011-08-01 15:13:04+00:00,97,17,C++,34,0,3,1,2017-11-04 05:13:17+00:00
kindahl/ckfilesystem,2011-03-07 09:01:11+00:00,641,8,C++,6,3,2,1,2019-10-17 02:37:46+00:00
joto/osmium,2010-10-05 09:01:35+00:00,3379,114,C++,35,12,17,13,2017-08-23 14:57:06+00:00
AlekSi/breakpad-qt,2009-02-14 15:16:11+00:00,3476,27,C++,19,0,9,1,2017-11-24 20:01:25+00:00
bakulf/bbox,2010-12-09 08:48:19+00:00,619,34,C++,6,12,4,2,2016-05-27 18:53:11+00:00
naihe2010/apvlv,2011-06-07 08:55:09+00:00,9766,140,C++,28,15,13,12,2017-08-28 02:44:41+00:00
SkyFireArchives/SkyFireEMU_old,2011-01-26 13:42:29+00:00,250037,294,C++,148,8,18,37,2017-11-24 18:31:19+00:00
reenigne/reenigne,2009-08-22 01:04:37+00:00,26518,44,C++,9,1,9,2,2018-04-03 11:00:40+00:00
fclaude/libcds,2011-05-13 02:02:51+00:00,3483,86,C++,22,8,15,5,2017-11-24 19:05:03+00:00
frsyuki/mpio,2010-04-09 16:22:01+00:00,289,99,C++,27,4,8,2,2017-11-24 22:03:52+00:00
ttsou/kalibrate,2010-10-15 18:56:59+00:00,76,15,C++,14,3,5,4,2016-07-19 17:50:23+00:00
libmv/libmv,2011-05-17 07:35:40+00:00,8417,271,C++,79,6,43,14,2017-11-24 18:31:21+00:00
danomatika/ofxAppUtils,2011-04-12 04:54:19+00:00,743,47,C++,16,0,7,2,2017-03-22 22:56:27+00:00
idmillington/aicore,2010-03-06 01:27:43+00:00,561,403,C++,145,9,70,3,2017-05-02 10:22:51+00:00
Sankore/Sankore-3.1,2011-04-19 09:22:46+00:00,370711,73,C++,74,5,37,9,2017-11-24 19:03:24+00:00
bramp/protoc-gen-php,2010-06-08 13:36:24+00:00,264,42,C++,23,11,5,4,2018-07-11 18:04:35+00:00
jesusgollonet/ofxGifEncoder,2011-03-20 16:11:11+00:00,887,90,C++,31,8,8,1,2017-11-24 19:03:45+00:00
pconstr/irf,2011-05-10 13:45:06+00:00,270,49,C++,13,4,5,2,2016-05-27 18:55:31+00:00
infusion/PHP-Facedetect,2010-09-12 23:24:32+00:00,20,222,C++,85,16,18,4,2017-11-24 18:50:29+00:00
apenwarr/wvstreams,2008-10-15 17:58:53+00:00,17704,18,C++,11,1,2,6,2017-04-02 03:43:26+00:00
talksmall/Strongtalk,2010-09-30 23:54:32+00:00,120499,50,C++,6,1,3,2,2017-02-14 15:20:59+00:00
lfranchi/liblastfm,2009-03-27 23:29:36+00:00,1216,5,C++,43,1,2,6,2017-06-19 21:36:42+00:00
chemicstry/wow,2010-10-17 17:29:31+00:00,27695,5,C++,5,0,3,2,2017-04-04 15:20:25+00:00
cubicdaiya/node-dtl,2011-05-15 12:31:33+00:00,237,6,C++,5,0,2,1,2016-05-27 13:06:19+00:00
InfiniteRasa/Game-Server,2011-08-02 18:32:06+00:00,62848,101,C++,73,9,53,10,2017-08-13 23:42:21+00:00
proton/zNotes,2009-10-05 18:29:37+00:00,1338,18,C++,8,20,10,4,2017-11-24 19:48:55+00:00
mhroth/jasiohost,2009-03-22 16:10:34+00:00,3128,47,C++,15,3,13,2,2017-09-03 03:36:45+00:00
ckaiser/Lightscreen,2011-04-28 18:23:00+00:00,1373,405,C++,67,37,47,1,2017-02-10 22:20:56+00:00
olalonde/node-notify,2011-03-01 18:02:41+00:00,725,62,C++,12,3,2,5,2016-05-27 15:34:07+00:00
atsusy/tiarmarker,2011-03-06 04:35:54+00:00,143035,48,C++,23,3,3,0,2017-11-24 19:03:11+00:00
yavdr/vdr-plugin-restfulapi,2011-05-16 20:27:06+00:00,2099,7,C++,18,1,12,11,2017-07-14 03:37:09+00:00
Komnomnomnom/swigibpy,2011-06-16 09:31:16+00:00,1296,143,C++,40,13,46,4,2016-11-24 15:39:32+00:00
Retriman/MadboxpcWOW-core-,2011-01-04 21:34:11+00:00,72927,18,C++,10,182,4,19,2016-10-05 10:08:58+00:00
bfirsh/python-echoprint,2011-06-25 14:00:00+00:00,341,26,C++,13,6,4,2,2018-06-28 12:56:37+00:00
josephholsten/libdecodeqr,2009-06-21 11:47:36+00:00,7455,118,C++,33,5,18,3,2017-11-20 17:55:17+00:00
rafalrusin/xmlbeansxx,2009-09-10 13:39:58+00:00,8004,15,C++,7,11,3,8,2017-11-25 01:47:31+00:00
minimoog/QTweetLib,2010-06-09 09:22:21+00:00,1772,89,C++,24,8,14,6,2016-05-27 14:58:47+00:00
divVerent/s2tc,2011-07-14 20:35:00+00:00,1589,28,C++,5,3,9,3,2017-11-24 20:02:05+00:00
hacker/iii,2009-03-22 17:07:33+00:00,366,31,C++,5,4,9,3,2017-11-24 19:27:56+00:00
VLMC/vlmc,2009-02-15 13:24:10+00:00,2750,69,C++,19,1,14,12,2017-11-24 19:05:19+00:00
ryanfb/ruby-opencv,2008-08-19 15:23:32+00:00,2875,177,C++,142,0,9,3,2017-11-24 18:02:47+00:00
sudar/Yahoo_LDA,2011-05-25 09:37:49+00:00,21619,328,C++,127,12,41,0,2017-11-24 18:48:34+00:00
asgarth/opengl,2011-07-06 12:35:00+00:00,6267,46,C++,38,0,13,1,2017-11-24 20:03:55+00:00
pat/sphinx,2009-02-12 10:59:24+00:00,8733,25,C++,5,0,2,1,2017-11-24 19:36:57+00:00
ytakano/radix_tree,2010-06-04 09:00:48+00:00,57,81,C++,25,0,11,4,2017-11-24 19:51:30+00:00
lukaszlew/libego,2008-12-14 19:07:09+00:00,5917,35,C++,10,0,5,3,2017-11-24 19:29:12+00:00
fabianschuiki/OpenSkyscraper,2010-07-27 00:22:35+00:00,8888,518,C++,61,28,63,5,2017-11-24 18:49:30+00:00
DarkSwoop/rqr,2008-07-19 15:53:01+00:00,246,13,C++,10,1,3,1,2017-11-25 01:31:13+00:00
thp/pyotherside,2011-05-30 18:43:45+00:00,416,243,C++,25,17,34,9,2017-03-15 20:38:54+00:00
Grumbel/jstest-gtk,2009-05-02 22:58:34+00:00,198,74,C++,15,5,11,4,2017-04-04 14:33:31+00:00
rantala/string-sorting,2011-03-01 13:04:07+00:00,370,24,C++,8,0,2,1,2016-12-19 00:21:25+00:00
apache/trafficserver,2009-10-31 08:00:10+00:00,100092,939,C++,568,413,146,133,2017-01-27 02:22:21+00:00
liuhui998/spserver,2010-09-28 08:39:22+00:00,228,28,C++,24,0,7,1,2017-05-08 07:12:29+00:00
H-uru/dirtsand,2011-04-09 03:07:38+00:00,1233,22,C++,14,7,14,7,2017-11-24 19:21:56+00:00
qreal/qreal,2011-04-03 15:38:06+00:00,145088,54,C++,105,173,23,61,2017-03-24 10:42:24+00:00
kashif/node-geos,2011-07-25 13:13:31+00:00,197,47,C++,17,12,8,5,2016-05-27 14:53:21+00:00
ccdevnet/openc2e,2008-05-06 14:56:55+00:00,9945,45,C++,21,3,13,4,2017-11-24 20:00:34+00:00
joelburget/assimp,2011-02-21 00:07:10+00:00,529,10,C++,5,2,1,2,2017-11-24 21:52:43+00:00
