Name with Owner,Created Timestamp,Size,Stars Count,Language,Forks Count,Open Issues Count,Watchers Count,Contributors Count,Last Synced Timestamp
brezerk/q4wine,2008-09-15 11:28:02+00:00,26005,72,C++,21,6,18,15,2017-11-24 19:04:47+00:00
ThomasHabets/injcode,2009-05-27 19:42:45+00:00,154,84,C++,10,1,11,2,2017-02-24 20:12:05+00:00
pgiblock/unison,2010-06-01 04:32:05+00:00,1080,16,C++,5,3,5,4,2017-11-24 20:06:59+00:00
toffaletti/libten,2011-04-02 04:41:25+00:00,17160,90,C++,11,1,15,1,2016-12-15 03:21:29+00:00
pyside/Generatorrunner,2010-12-23 17:21:59+00:00,936,10,C++,9,1,4,9,2017-11-24 21:37:55+00:00
akrennmair/newsbeuter,2008-12-20 09:07:32+00:00,10479,770,C++,114,203,58,76,2018-02-27 17:16:58+00:00
atsusy/tiopengles,2011-03-07 08:17:19+00:00,29200,51,C++,7,3,3,1,2016-05-27 16:47:19+00:00
robertknight/konsole,2008-03-06 21:29:13+00:00,769,31,C++,10,0,4,1,2017-05-02 14:25:18+00:00
TrinityCore/TrinityCore,2010-12-28 23:40:07+00:00,760346,5852,C++,4618,1418,736,337,2017-05-01 13:08:24+00:00
cryos/avogadro,2008-12-23 06:14:34+00:00,229379,197,C++,110,186,27,33,2017-09-17 21:37:23+00:00
scapella/trimal,2009-09-20 10:44:08+00:00,8677,42,C++,15,25,7,1,2017-11-24 19:30:29+00:00
RoboCraft/Bluetooth_HC05,2011-08-10 20:09:18+00:00,163,23,C++,13,0,7,1,2017-11-24 20:05:28+00:00
jsleroy/compare-plugin,2009-05-26 21:26:16+00:00,29089,97,C++,23,13,20,4,2018-10-26 20:50:30+00:00
jimjh/JRTPLib-for-Android,2011-08-08 09:14:51+00:00,382,25,C++,12,0,3,0,2017-02-20 11:21:51+00:00
HachasyDados/HD-TCore,2011-01-05 04:25:53+00:00,76514,60,C++,24,6,4,98,2017-11-24 19:00:01+00:00
thegedge/StereoReconstruction,2011-06-06 20:22:20+00:00,26376,5,C++,6,0,3,1,2016-05-28 05:50:14+00:00
evilsocket/SoftWire,2009-05-25 00:46:03+00:00,232,17,C++,9,0,6,1,2017-11-24 23:07:07+00:00
cowboyd/therubyracer,2009-10-02 02:18:03+00:00,16897,1544,C++,182,66,38,27,2016-11-24 13:53:02+00:00
steveicarus/iverilog,2008-05-12 16:57:52+00:00,23494,1021,C++,215,35,100,0,2017-11-24 18:50:28+00:00
mozilla/rhino,2011-05-12 18:47:26+00:00,19186,2002,C++,500,139,166,40,2018-04-10 15:02:22+00:00
crrlab/TND,2011-07-14 12:42:12+00:00,55344,3,C++,5,0,4,1,2018-01-07 03:40:23+00:00
geonef/php5-gdal,2011-07-31 22:41:44+00:00,1221,17,C++,13,3,6,3,2017-11-24 20:08:22+00:00
kripken/speak.js,2011-08-02 18:36:26+00:00,5362,850,C++,226,47,56,1,2017-11-24 18:12:59+00:00
kkaefer/DEPRECATED-node-zlib,2011-03-11 15:31:59+00:00,28,35,C++,12,7,3,1,2016-05-09 07:02:48+00:00
chezou/Mykytea-python,2011-07-15 08:34:12+00:00,192,18,C++,10,1,2,4,2018-11-27 15:12:11+00:00
jwf/tdetools,2011-03-03 18:49:52+00:00,10872,6,C++,6,1,2,1,2017-03-09 02:15:44+00:00
nullkey/et-sdl-sound,2011-03-04 12:17:50+00:00,242,9,C++,6,3,3,2,2016-06-14 04:04:56+00:00
phusion/passenger,2008-03-27 23:40:48+00:00,50103,4457,C++,506,169,134,98,2019-09-18 01:49:08+00:00
roboptim/roboptim-core,2010-09-05 21:05:16+00:00,68918,34,C++,24,14,10,9,2016-07-12 14:49:00+00:00
andrmuel/gr-dab,2010-10-31 15:20:43+00:00,788,31,C++,10,0,4,5,2017-03-06 01:31:55+00:00
buzzinglight/IanniX,2011-04-18 21:26:45+00:00,23004,161,C++,26,7,35,6,2017-11-24 18:28:16+00:00
bluefish/kdi,2008-07-06 20:59:06+00:00,2155,45,C++,6,0,5,1,2017-11-24 20:03:05+00:00
pjmikkol/bwtc,2010-06-03 12:37:51+00:00,1856,9,C++,5,0,3,2,2016-12-18 22:21:05+00:00
NUbots/robocup,2009-11-09 05:34:30+00:00,23557,35,C++,13,28,34,9,2017-11-24 19:53:29+00:00
droundy/deft,2010-05-18 14:49:56+00:00,72673,16,C++,10,0,4,6,2016-07-13 07:56:58+00:00
zerebubuth/openstreetmap-cgimap,2010-05-08 23:05:53+00:00,2035,36,C++,21,9,8,8,2017-11-24 19:28:10+00:00
catchorg/Catch2,2010-11-08 18:22:56+00:00,14720,10346,C++,1703,217,442,184,2016-11-24 16:27:37+00:00
dmoulding/vld,2008-12-19 18:56:43+00:00,1087,26,C++,57,0,4,2,2017-05-12 13:50:49+00:00
henjo/libpsf,2011-01-13 15:31:38+00:00,895,12,C++,14,11,5,3,2017-09-20 20:36:45+00:00
ducttape/ducttape-engine,2011-05-14 21:33:55+00:00,45645,56,C++,21,20,5,10,2017-11-24 18:58:21+00:00
bnoordhuis/node-profiler,2010-08-02 16:11:22+00:00,247,271,C++,27,4,8,2,2016-11-24 14:09:26+00:00
davidben/poppler,2010-01-24 04:08:56+00:00,2719,32,C++,27,0,5,36,2017-11-24 20:10:46+00:00
sacarlson/MultiCoin-qt,2011-07-08 15:14:49+00:00,980,10,C++,16,0,1,2,2017-11-24 21:45:18+00:00
qml-box2d/qml-box2d,2011-03-23 23:01:17+00:00,8974,129,C++,50,26,25,14,2017-11-24 18:29:16+00:00
knolleary/pubsubclient,2009-02-02 11:07:58+00:00,301,2388,C++,1007,341,222,23,2018-11-08 01:18:01+00:00
rhdunn/cainteoir-engine,2010-09-16 08:21:33+00:00,8848,35,C++,7,34,7,1,2017-11-24 19:39:43+00:00
OpenWebGlobe/DataProcessing,2011-05-20 11:41:30+00:00,41478,20,C++,17,1,12,4,2017-11-24 19:22:44+00:00
phensley/python-smhasher,2011-04-25 19:35:41+00:00,230,23,C++,11,2,4,2,2019-05-12 01:17:44+00:00
tpaviot/oce,2011-03-10 04:53:06+00:00,325360,435,C++,197,39,83,38,2017-11-24 17:39:09+00:00
field/FieldKit.cpp,2010-11-09 11:38:09+00:00,19332,88,C++,5,3,7,7,2017-11-24 19:05:40+00:00
joelthelion/freesiege,2009-01-08 16:06:22+00:00,51158,8,C++,7,0,3,0,2016-12-17 01:05:30+00:00
bmuller/mod_auth_openid,2010-10-26 21:12:46+00:00,1360,72,C++,26,32,11,5,2017-11-24 22:06:52+00:00
alamaison/swish,2011-07-13 11:33:35+00:00,10547,154,C++,11,0,27,3,2017-01-30 12:22:35+00:00
FooBarWidget/multipart-parser,2010-06-21 20:18:21+00:00,44,59,C++,19,5,11,3,2017-11-24 19:01:30+00:00
vinzenz/libnetpp,2008-12-22 17:25:49+00:00,432,15,C++,5,0,3,1,2017-10-03 18:36:39+00:00
luisibanez/ITK-V3D-Plugins,2010-05-14 01:37:14+00:00,842,15,C++,5,0,11,0,2017-01-19 01:21:59+00:00
equalpants/pigmap,2010-12-22 14:22:33+00:00,1008,125,C++,45,17,12,1,2017-11-24 18:40:17+00:00
fifengine/fifechan,2011-06-07 15:48:38+00:00,9221,35,C++,10,11,11,15,2018-02-27 17:27:40+00:00
fador/mineserver,2010-10-12 14:34:37+00:00,5139,298,C++,101,12,30,44,2017-11-24 18:26:41+00:00
chloerei/qtalk,2010-05-14 05:43:55+00:00,1609,17,C++,7,2,1,1,2017-11-24 20:06:21+00:00
moai/luamongo,2011-06-10 18:30:17+00:00,221,149,C++,58,4,20,11,2017-11-24 18:31:26+00:00
fazjaxton/CAN,2011-04-12 03:08:04+00:00,321,11,C++,5,2,2,1,2017-11-25 04:18:18+00:00
mtorromeo/gmenu2x,2010-09-13 22:01:51+00:00,6310,18,C++,7,2,3,3,2017-08-05 03:12:26+00:00
shafreeck/pb2json,2011-07-01 09:39:00+00:00,45,45,C++,27,1,6,4,2017-03-04 10:21:51+00:00
JonathanBeck/kio_afc,2010-04-22 19:39:53+00:00,669,10,C++,9,2,3,1,2017-01-30 12:21:43+00:00
ihh/dart,2009-03-27 15:07:57+00:00,5189,24,C++,10,1,7,0,2017-03-02 17:26:26+00:00
vossg/OpenSGDevMaster,2009-12-08 02:57:08+00:00,51678,20,C++,17,2,5,5,2017-11-24 20:13:36+00:00
mishaaq/kcm_touchpad,2009-10-08 13:29:38+00:00,98,11,C++,6,2,3,0,2017-01-26 11:39:41+00:00
pezmaster31/bamtools,2010-05-21 19:35:12+00:00,6192,241,C++,113,54,29,8,2017-11-24 18:13:51+00:00
qbasicer/qzdl,2011-01-12 00:16:24+00:00,724,36,C++,10,12,13,2,2017-06-25 18:38:28+00:00
xboxdrv/xboxdrv,2009-01-15 10:00:32+00:00,6196,312,C++,114,133,39,11,2017-03-29 03:41:37+00:00
rayl/live555,2009-05-06 02:40:37+00:00,9359,20,C++,13,0,6,1,2017-04-07 14:59:54+00:00
quadra-game/quadra,2011-05-01 07:21:10+00:00,10376,13,C++,11,61,7,6,2018-01-17 11:24:06+00:00
GreySyntax/iRecoveryplusplus,2010-05-09 07:03:56+00:00,750,23,C++,15,0,5,1,2017-03-03 01:21:26+00:00
OpenXcom/OpenXcom,2011-02-06 17:54:56+00:00,30524,1088,C++,320,6,119,97,2017-11-24 18:08:35+00:00
DGtal-team/DGtal,2011-05-06 00:20:52+00:00,165306,80,C++,58,38,30,19,2017-11-24 18:54:44+00:00
aitjcize/Qin,2011-02-27 03:14:40+00:00,2281,8,C++,5,1,3,1,2017-03-10 10:23:27+00:00
Benjamin-Dobell/Heimdall,2010-12-03 05:16:45+00:00,8985,1543,C++,453,198,138,7,2017-11-24 18:53:14+00:00
imb/fctx,2010-03-04 05:24:13+00:00,920,25,C++,11,40,4,3,2017-11-24 19:50:06+00:00
gauravmm/HT1632-for-Arduino,2011-04-10 14:35:41+00:00,102,81,C++,43,8,11,6,2017-11-24 19:03:03+00:00
vslavik/poedit,2010-01-18 08:23:13+00:00,383723,633,C++,168,46,67,77,2017-11-24 18:45:04+00:00
simplegeo/scribe,2010-05-26 18:42:33+00:00,132,7,C++,6,0,1,3,2017-11-25 07:19:24+00:00
lavv17/lftp,2011-08-08 04:29:19+00:00,19416,478,C++,74,86,39,27,2018-02-27 16:53:25+00:00
danbethell/rmanconnect,2009-12-22 03:30:48+00:00,347,38,C++,21,1,9,1,2017-11-24 19:47:56+00:00
Sphere-xx/mangoszero,2009-11-19 22:36:12+00:00,16268,1,C++,7,0,2,18,2016-10-04 15:53:40+00:00
anhstudios/mysql-connector-cpp,2011-08-08 22:22:41+00:00,21839,9,C++,14,0,5,1,2017-11-25 10:43:44+00:00
anoopjohn/gphpedit,2009-01-30 19:51:36+00:00,9620,15,C++,14,1,3,10,2017-11-25 03:41:05+00:00
vslavik/xmlwrapp,2011-07-11 11:52:53+00:00,2000,15,C++,8,3,5,5,2017-11-24 23:55:16+00:00
BYVoid/OpenCC,2010-07-15 13:02:03+00:00,5337,4197,C++,629,129,210,43,2018-02-27 16:59:05+00:00
dos1/kamerka,2011-05-30 20:49:13+00:00,1677,14,C++,9,5,6,8,2017-11-25 00:13:42+00:00
nlehuen/pytst,2009-04-01 07:04:07+00:00,3672,38,C++,9,2,4,2,2016-05-27 16:29:23+00:00
jgresula/jagpdf,2009-05-08 17:51:18+00:00,7070,42,C++,13,0,5,1,2017-11-24 19:54:34+00:00
glynos/cpp-netlib,2010-01-12 21:07:09+00:00,7891,178,C++,515,0,27,84,2017-05-14 17:05:41+00:00
Amper/cityhash,2011-04-13 07:19:54+00:00,182,31,C++,14,1,3,4,2017-05-18 21:36:51+00:00
paragonRobotics/ec2-new,2010-03-26 20:53:27+00:00,571,15,C++,8,3,2,2,2017-04-28 08:54:05+00:00
tambet/license-plate,2008-10-04 09:23:34+00:00,150,37,C++,27,1,11,1,2017-11-24 20:11:49+00:00
squadette/radiusplugin,2009-05-04 14:32:30+00:00,276,15,C++,5,0,3,1,2016-07-24 03:13:35+00:00
MSV-Project/MSVTK,2011-04-06 08:26:41+00:00,2489,14,C++,9,17,13,7,2017-02-21 11:28:10+00:00
laanwj/bitcoin-qt,2011-05-15 17:55:48+00:00,7819,43,C++,22,10,5,69,2017-11-24 19:29:33+00:00
vavrusa/libusbnet,2010-01-20 19:34:24+00:00,239,55,C++,12,4,4,3,2017-11-24 19:49:10+00:00
mrtazz/restclient-cpp,2010-10-18 15:13:05+00:00,6144,689,C++,173,14,68,7,2017-11-24 18:48:51+00:00
tanakh/waf-unittest,2010-03-24 10:17:45+00:00,3715,23,C++,11,6,5,5,2017-11-24 20:11:20+00:00
wayfinder/Wayfinder-Server,2010-06-18 09:31:39+00:00,39065,23,C++,5,0,15,3,2017-05-15 05:58:41+00:00
Henne/Bright-Eyes,2010-11-19 19:24:52+00:00,24008,12,C++,5,5,10,6,2017-11-24 23:17:07+00:00
hackorama/AnyOption,2011-07-08 00:26:03+00:00,22,50,C++,16,4,6,3,2017-11-24 19:58:07+00:00
hjiang/jsonxx,2008-12-01 07:55:25+00:00,135,294,C++,94,21,38,13,2017-07-09 11:36:44+00:00
enjalot/adventures_in_opencl,2010-07-12 17:23:10+00:00,422,242,C++,97,2,25,5,2017-11-24 18:46:13+00:00
kritzikratzi/ofxMightyUI,2011-01-30 15:01:32+00:00,2441,34,C++,9,3,5,1,2017-01-19 11:21:17+00:00
cotdp/capek,2011-06-20 22:32:34+00:00,1029,15,C++,9,0,6,1,2016-07-25 13:15:21+00:00
rofl0r/motor,2011-05-03 17:02:33+00:00,812,25,C++,6,0,8,4,2017-11-24 20:07:18+00:00
nickbnf/glogg,2009-11-12 17:03:22+00:00,3005,364,C++,72,97,40,2,2017-11-24 18:52:16+00:00
mblsha/psi,2008-05-10 11:05:41+00:00,6797,20,C++,7,0,2,6,2017-11-24 19:55:48+00:00
yoshinorim/MySlowTranCapture,2011-04-06 09:59:31+00:00,118,99,C++,35,1,13,1,2017-03-11 11:21:31+00:00
cdave1/ftgles,2010-03-30 09:32:59+00:00,22578,123,C++,31,10,9,2,2017-11-24 18:39:06+00:00
lightspark/lightspark,2010-08-18 16:52:19+00:00,35102,466,C++,94,60,69,40,2017-11-24 18:41:38+00:00
mlang/bmc,2011-06-27 08:16:48+00:00,27491,21,C++,6,0,4,4,2017-11-24 20:15:04+00:00
sbooth/SFBAudioEngine,2009-10-20 16:18:58+00:00,6968,254,C++,54,17,18,2,2017-11-24 18:45:15+00:00
hugovincent/osx-pl2303,2010-10-20 00:58:08+00:00,764,32,C++,9,3,0,1,2016-11-23 18:57:12+00:00
residualvm/residualvm-tools,2011-04-07 19:26:50+00:00,931,17,C++,10,1,15,9,2017-11-24 19:20:33+00:00
Evinyatar/atvclient,2009-12-06 22:42:20+00:00,104,16,C++,11,2,3,2,2017-11-24 21:46:31+00:00
zsiciarz/aquila,2010-03-26 11:12:09+00:00,5675,242,C++,73,31,37,5,2017-11-24 18:46:30+00:00
jonnydee/nzmqt,2011-08-02 22:21:48+00:00,247,126,C++,49,5,29,6,2017-11-24 18:37:04+00:00
kazuho/picojson,2011-02-02 10:37:03+00:00,181,656,C++,145,29,62,14,2017-11-24 18:39:53+00:00
Heeks/heekscad-old,2011-07-07 18:14:24+00:00,10829,118,C++,50,16,35,10,2017-11-24 18:40:12+00:00
christianparpart/x0,2009-12-08 12:19:55+00:00,16549,108,C++,15,40,15,3,2017-11-24 18:36:43+00:00
nulloy/nulloy,2011-05-22 15:26:06+00:00,2176,42,C++,8,54,8,3,2017-03-17 07:37:10+00:00
w1nk/node-odbc,2010-12-08 21:38:05+00:00,852,85,C++,81,30,9,7,2017-11-24 18:55:57+00:00
alexander-pick/patchdiff2_ida6,2011-03-08 12:47:44+00:00,960,16,C++,16,0,4,1,2017-01-17 22:21:16+00:00
ssube/VoodooShader,2010-11-12 21:14:59+00:00,203818,10,C++,5,1,2,1,2019-01-21 08:13:13+00:00
lsegal/my_toy_compiler,2009-09-18 18:46:35+00:00,39,620,C++,180,6,51,12,2017-09-10 02:36:40+00:00
cymonsgames/ASCIIpOrtal,2011-05-06 13:07:46+00:00,41006,44,C++,9,9,7,4,2017-11-24 19:47:32+00:00
toshiroyamada/tnyosc,2011-07-25 22:17:03+00:00,272,17,C++,5,0,1,1,2017-11-18 09:14:49+00:00
pathorn/awesomium,2009-06-19 08:22:19+00:00,336,48,C++,20,4,7,3,2017-04-04 14:44:39+00:00
q4m/q4m,2010-10-27 08:24:29+00:00,5847,77,C++,22,5,12,4,2016-05-15 13:24:57+00:00
mana/mana,2011-03-14 23:44:32+00:00,2292,68,C++,33,0,20,49,2017-11-24 18:56:49+00:00
aranetic/process-pst,2010-06-20 16:41:19+00:00,312,9,C++,5,1,4,4,2016-05-26 13:32:13+00:00
sansumbrella/suBox2D,2010-12-18 00:50:52+00:00,1673,24,C++,8,3,5,3,2017-11-24 20:08:59+00:00
szym/barnacle,2010-07-03 05:53:39+00:00,2239,66,C++,28,10,9,1,2017-12-27 05:15:53+00:00
thewtex/screen-cpu-mem,2009-09-11 06:18:47+00:00,53,18,C++,6,0,4,1,2017-06-07 21:36:34+00:00
hvfrancesco/ProjectionMapping,2011-02-12 08:27:31+00:00,70851,63,C++,19,0,11,1,2017-08-25 18:48:43+00:00
decarbonization/TagLib,2011-01-13 00:08:52+00:00,406,7,C++,8,0,1,0,2017-04-19 23:55:57+00:00
erik/game,2010-12-01 02:19:26+00:00,3872,13,C++,14,0,4,1,2017-11-24 23:04:08+00:00
alx/reprap-arduino-firmware,2008-05-18 11:03:55+00:00,232,12,C++,6,0,4,0,2017-11-24 21:45:20+00:00
jdierckx/UnityBerkeliumPlugin,2010-07-12 09:55:30+00:00,50063,40,C++,20,0,6,1,2017-11-24 20:13:07+00:00
Illarion-eV/Illarion-Server,2011-06-26 11:03:19+00:00,12294,21,C++,15,0,8,5,2017-11-24 19:53:12+00:00
rogersce/cnpy,2011-06-09 21:25:25+00:00,49,464,C++,135,31,22,4,2017-04-12 19:37:05+00:00
OpenRTMFP/Cumulus,2010-12-05 12:53:12+00:00,1608,585,C++,224,23,96,4,2017-11-24 18:45:19+00:00
openbabel/openbabel,2008-12-26 04:52:22+00:00,72626,322,C++,239,424,52,54,2017-11-24 18:28:05+00:00
nickzman/skyrocket,2009-08-28 06:14:16+00:00,4549,18,C++,5,1,3,0,2017-11-24 20:16:26+00:00
Ummon/D-LAN,2011-01-04 21:34:07+00:00,24324,123,C++,23,0,16,8,2017-11-24 22:06:50+00:00
northern-bites/nao-man,2008-07-24 15:39:48+00:00,4355,30,C++,28,0,12,5,2017-11-24 19:22:38+00:00
segfault87/Konstruktor,2010-10-02 00:58:33+00:00,6146,49,C++,11,4,11,3,2017-11-24 20:11:08+00:00
thjaeger/easystroke,2008-09-24 03:18:41+00:00,2831,172,C++,31,5,18,6,2017-09-05 23:36:41+00:00
stephane/modbusino,2011-04-13 07:36:51+00:00,255,62,C++,49,8,19,2,2017-11-24 19:48:57+00:00
SingularityCore/Singularity,2011-05-10 06:59:15+00:00,67542,40,C++,9,0,8,64,2016-10-07 18:30:00+00:00
snowshoe/snowshoe,2011-06-30 19:54:17+00:00,3836,83,C++,26,4,26,13,2017-11-24 19:02:58+00:00
wallix/redemption,2011-04-15 15:09:21+00:00,169856,42,C++,19,0,15,9,2017-11-24 19:25:36+00:00
strange/node-geoip,2010-02-10 14:43:09+00:00,472,61,C++,19,2,4,1,2017-11-24 18:59:22+00:00
plexydesk/plexydesk-0.5-depricated-codebase,2009-02-18 15:20:59+00:00,91379,45,C++,22,6,12,9,2017-08-25 16:53:33+00:00
mosamosa/SCFH-DSF,2011-04-28 23:20:24+00:00,231,36,C++,20,2,8,1,2017-11-15 08:52:45+00:00
H-uru/PlasmaShop,2011-07-01 05:26:19+00:00,3772,9,C++,9,4,10,7,2017-11-24 21:40:08+00:00
gottcode/tanglet,2010-01-13 12:37:26+00:00,20894,9,C++,6,1,2,4,2016-10-08 23:14:30+00:00
smly/label-propagation,2009-10-09 08:35:46+00:00,207,9,C++,6,0,3,1,2017-04-19 09:49:03+00:00
pretorean/DrvFR,2011-03-25 13:38:46+00:00,128,9,C++,5,0,4,1,2017-05-24 07:36:36+00:00
kennethshackleton/SKPokerEval,2011-07-19 13:55:40+00:00,3626,128,C++,34,0,16,1,2017-11-24 18:28:00+00:00
ttvd/spatial-collision-datastructures,2010-11-07 19:23:19+00:00,184,71,C++,11,0,10,1,2017-03-30 14:03:20+00:00
waveto/node-compress,2009-11-22 23:39:55+00:00,113,130,C++,49,14,8,1,2017-09-13 02:57:39+00:00
chokkan/classias,2010-11-12 14:31:15+00:00,665,7,C++,6,0,1,1,2016-07-22 01:31:09+00:00
maciek-slon/DisCODe,2010-05-12 22:33:13+00:00,8714,12,C++,37,0,1,7,2016-05-27 14:18:23+00:00
zussel/matador,2011-07-21 20:49:54+00:00,31026,37,C++,17,13,8,2,2017-11-24 20:15:31+00:00
osakared/SPLib,2009-05-26 20:58:55+00:00,753,23,C++,14,11,13,1,2017-05-25 13:36:35+00:00
jgehring/pepper,2010-12-20 21:42:50+00:00,10504,26,C++,14,7,5,3,2017-11-24 20:04:55+00:00
freundlich/fcppt,2011-01-06 16:08:30+00:00,9689,23,C++,5,1,8,4,2017-02-21 21:18:40+00:00
membase/ep-engine,2009-12-31 07:20:12+00:00,30442,76,C++,30,1,30,42,2017-11-24 18:58:54+00:00
deweylab/RSEM,2011-02-09 05:30:43+00:00,53031,135,C++,60,35,17,6,2017-11-24 17:56:23+00:00
paulnasca/paulstretch_cpp,2011-02-27 09:12:19+00:00,193,374,C++,38,10,38,0,2017-11-24 18:48:26+00:00
jrbedard/3d-converter,2008-12-19 03:32:56+00:00,244,48,C++,15,2,10,1,2017-06-12 08:36:36+00:00
pluskid/pymmseg-cpp,2008-08-13 07:26:40+00:00,1489,190,C++,44,4,18,2,2016-11-24 15:38:16+00:00
keir/libmv,2011-05-17 01:33:37+00:00,5518,23,C++,29,1,3,13,2017-11-24 20:03:10+00:00
scummvm/scummvm-tools,2011-02-12 15:52:02+00:00,3721,35,C++,27,3,56,37,2018-01-17 18:58:56+00:00
allisonvacanti/XtalOpt,2010-04-12 18:52:38+00:00,12314,12,C++,6,0,5,3,2017-11-25 04:22:12+00:00
vincenzo/LIBSVM-Plus,2010-01-26 10:38:13+00:00,1074,15,C++,10,1,3,1,2017-03-04 00:15:21+00:00
HippoRemote/WinHippoVNC,2009-07-27 06:56:59+00:00,4289,19,C++,14,0,7,0,2016-10-04 14:17:29+00:00
ivansafrin/Polycode,2010-12-08 06:07:07+00:00,288951,2354,C++,362,204,208,34,2017-04-03 07:46:17+00:00
patriciogonzalezvivo/KinectCoreVision,2011-02-15 12:49:45+00:00,49465,96,C++,27,5,10,1,2017-02-13 06:21:03+00:00
squeed/AppleRemoteSender,2011-01-07 03:42:40+00:00,111,38,C++,6,0,4,1,2017-11-24 19:23:31+00:00
Malvineous/libgamearchive,2010-04-11 13:33:25+00:00,1615,10,C++,5,0,3,3,2018-01-17 05:07:23+00:00
strk/gnash,2010-11-30 09:24:06+00:00,73450,33,C++,18,0,9,47,2017-11-24 19:55:13+00:00
isis-group/isis,2010-11-12 02:13:48+00:00,11127,14,C++,11,20,2,6,2017-11-24 23:18:08+00:00
gnu-lorien/crack-attack,2008-03-01 12:08:01+00:00,2324,12,C++,6,1,2,2,2016-05-27 18:16:00+00:00
ariya/screenie,2008-06-02 12:53:33+00:00,1416,29,C++,10,2,5,4,2017-11-24 19:21:37+00:00
redpony/cdec,2009-12-03 21:16:38+00:00,236057,157,C++,71,50,33,19,2017-07-03 17:36:36+00:00
posulliv/libcassandra,2010-03-08 07:19:23+00:00,2474,61,C++,28,12,5,3,2017-04-04 14:35:51+00:00
gbiggs/hokuyoaist,2011-08-10 09:06:46+00:00,2448,10,C++,9,0,5,6,2017-11-25 04:15:06+00:00
clever-lang/clever,2011-07-23 22:25:40+00:00,15053,37,C++,17,28,9,10,2017-11-24 19:21:49+00:00
Burgestrand/spotify,2011-04-07 09:28:57+00:00,1302,149,C++,22,4,4,4,2016-11-24 13:52:03+00:00
chaosct/ofxTableGestures,2010-01-18 18:24:06+00:00,10280,25,C++,9,1,6,2,2017-11-24 20:13:46+00:00
ekg/smithwaterman,2011-02-14 18:31:09+00:00,95,10,C++,14,12,4,2,2016-05-27 13:10:39+00:00
pagameba/node-mapserver,2010-11-16 15:10:23+00:00,3767,25,C++,6,2,3,2,2017-11-24 20:11:25+00:00
evilsocket/BioIdentify,2009-05-29 23:12:44+00:00,104,17,C++,10,0,5,1,2017-09-18 18:36:32+00:00
acaudwell/Gource,2009-09-11 04:24:26+00:00,3858,7039,C++,570,80,247,29,2018-02-27 16:54:21+00:00
zquestz/throttled,2010-01-04 05:07:53+00:00,136,49,C++,7,0,2,1,2017-11-09 10:58:24+00:00
uvoelkel/fuppes,2010-10-30 08:54:43+00:00,925,43,C++,12,5,15,1,2017-05-11 20:58:43+00:00
Dremora/foo_musicbrainz,2011-05-28 21:48:15+00:00,552,31,C++,6,29,14,1,2017-11-24 19:59:30+00:00
mss/bonjourfoxy,2009-10-05 11:33:42+00:00,2112,1,C++,5,0,2,2,2017-01-10 23:21:30+00:00
node-inspector/v8-profiler,2010-12-01 07:06:05+00:00,158,940,C++,128,41,28,17,2019-07-10 04:35:05+00:00
tomz/libsvm-ruby-swig,2009-02-23 00:18:40+00:00,7843,110,C++,25,6,6,3,2017-11-24 18:40:23+00:00
FrictionalGames/PenumbraOverture,2010-05-11 17:46:07+00:00,609,306,C++,70,3,25,1,2017-11-24 18:46:01+00:00
jdorner/node-sapnwrfc,2011-07-30 18:16:29+00:00,794,49,C++,23,17,13,8,2016-05-27 17:54:32+00:00
Joelgranados/Learcode,2011-05-17 15:02:20+00:00,1070,8,C++,5,0,3,1,2016-05-28 04:52:03+00:00
OpenWebGlobe/Application-SDK,2011-04-03 14:52:17+00:00,1060,21,C++,11,4,13,1,2017-11-24 19:22:43+00:00
OpenCFD/OpenFOAM-1.7.x,2010-06-30 13:26:10+00:00,48287,51,C++,21,0,5,2,2017-11-24 19:57:55+00:00
ccherrett/oom,2011-01-08 04:15:40+00:00,114528,72,C++,14,29,13,4,2017-04-04 14:35:15+00:00
maidsafe-archive/MaidSafe-Encrypt,2011-01-31 11:36:25+00:00,63659,12,C++,22,1,25,18,2017-04-06 17:52:51+00:00
tumi8/vermont,2011-02-28 13:09:18+00:00,48215,42,C++,18,11,15,9,2017-11-24 19:49:45+00:00
wedesoft/hornetseye-v4l2,2010-10-07 11:58:38+00:00,69,19,C++,6,0,5,2,2017-04-17 13:14:51+00:00
x29a/qTUIO,2010-03-15 12:34:24+00:00,677,18,C++,8,3,6,3,2017-04-04 14:45:14+00:00
drodin/Stratagus,2011-01-09 10:17:29+00:00,188580,24,C++,12,1,2,5,2017-11-24 19:59:01+00:00
scriptdev2/scriptdev2,2009-07-22 09:55:57+00:00,21603,226,C++,214,19,55,31,2017-11-24 18:43:08+00:00
facebookarchive/scribe,2009-04-02 04:55:56+00:00,2265,3724,C++,790,50,312,19,2017-11-24 18:52:23+00:00
VFR-maniac/opencore-amr,2011-05-26 18:05:38+00:00,57640,18,C++,5,0,3,2,2017-02-15 11:21:32+00:00
akdubya/rbytes,2010-12-12 22:52:53+00:00,419,46,C++,10,4,1,0,2017-11-24 20:14:20+00:00
tony2001/pinba_engine,2009-02-15 22:36:07+00:00,4364,447,C++,42,27,46,3,2017-11-24 18:26:57+00:00
minstral/SimplePlugin,2010-10-14 23:22:10+00:00,24,12,C++,5,0,1,1,2017-05-03 15:45:11+00:00
larsr/bochs,2010-01-14 10:32:14+00:00,85012,28,C++,9,0,6,0,2017-11-24 20:01:29+00:00
