Name with Owner,Created Timestamp,Size,Stars Count,Language,Forks Count,Open Issues Count,Watchers Count,Contributors Count,License,Last Synced Timestamp,developers,commits,clone_date,developers_count,commit_count_after_introduction
ReflectionMagic/ReflectionMagic,2011-08-10 07:32:51+00:00,97,155,C#,27,0,14,7,Apache-2.0,2019-06-24 18:18:54+00:00,11.0,96.0,2026-06-16 02:10:52.686776,11,96
cromwellryan/Gister,2011-11-14 05:15:05+00:00,1014,25,C#,11,10,6,3,MIT,2017-11-24 19:27:16+00:00,4.0,96.0,2026-06-16 02:10:54.569454,4,96
PomeloFoundation/dotNETCore-Extensions,2016-06-09 00:36:07+00:00,611,113,C#,45,10,19,5,MIT,2018-12-08 15:18:14+00:00,6.0,94.0,2026-06-16 02:10:56.493254,6,94
TylerBrinks/Snap,2010-03-18 18:54:42+00:00,48444,121,C#,24,4,13,9,MIT,2018-01-16 21:22:35+00:00,15.0,93.0,2026-06-16 02:10:58.411852,15,93
131/node-winapi,2016-02-06 10:00:57+00:00,269,29,C#,5,3,4,2,MIT,2020-01-06 08:51:34+00:00,4.0,93.0,2026-06-16 02:11:02.565099,4,93
aritchie/sensors,2017-02-02 02:57:17+00:00,6181,36,C#,11,1,7,2,MIT,2019-10-02 13:18:48+00:00,2.0,92.0,2026-06-16 02:11:04.477508,2,92
FermJacob/Faker.Data,2016-01-08 03:04:33+00:00,1625,15,C#,5,0,4,2,MIT,2019-04-21 05:18:31+00:00,4.0,92.0,2026-06-16 02:11:07.045252,4,92
jweber/SlackBotNet,2016-12-09 01:14:55+00:00,114,8,C#,5,0,3,1,Apache-2.0,2019-03-05 17:21:17+00:00,4.0,92.0,2026-06-16 02:11:09.271449,4,92
PioneerCode/pioneer-pagination,2016-09-08 17:21:29+00:00,544,27,C#,10,4,1,3,MIT,2019-12-30 20:22:31+00:00,4.0,92.0,2026-06-16 02:11:11.133407,4,92
nexussays/ble.net,2015-11-18 03:57:31+00:00,395,69,C#,24,14,13,1,MPL-2.0,2018-12-05 02:18:13+00:00,3.0,91.0,2026-06-16 02:11:13.098764,3,91
DNNCommunity/DNN.Vendors,2015-09-02 15:00:21+00:00,8910,2,C#,6,4,22,7,MIT,2019-08-04 23:38:01+00:00,15.0,90.0,2026-06-16 02:11:15.010145,15,90
smsohan/MvcMailer,2011-01-11 19:12:03+00:00,13158,580,C#,167,94,71,6,MIT,2017-03-23 16:07:24+00:00,9.0,88.0,2026-06-16 02:11:17.293499,9,88
thomaslevesque/NString,2013-08-22 01:30:33+00:00,120,24,C#,9,1,5,2,Apache-2.0,2019-07-19 09:18:39+00:00,3.0,88.0,2026-06-16 02:11:19.848658,3,88
nihaue/TRex,2015-04-25 10:39:11+00:00,1186,24,C#,8,2,5,2,MIT,2018-01-17 06:49:06+00:00,4.0,86.0,2026-06-16 02:11:22.161799,4,86
kmvi/bc-xml-security,2017-11-21 06:31:53+00:00,564,4,C#,5,1,1,1,MIT,2019-12-27 12:28:04+00:00,2.0,86.0,2026-06-16 02:11:24.121589,2,86
haifengat/hf_at,2017-02-09 02:05:50+00:00,10751,38,C#,23,6,17,3,Apache-2.0,2019-01-06 05:58:18+00:00,5.0,86.0,2026-06-16 02:11:26.035738,5,86
SlicedSilver/iRduino,2013-02-05 18:09:18+00:00,1715,10,C#,11,22,13,3,GPL-2.0,2017-11-24 22:29:07+00:00,4.0,86.0,2026-06-16 02:11:29.484598,4,86
opentracing-contrib/csharp-netcore,2018-03-01 15:48:34+00:00,192,152,C#,40,12,20,11,Apache-2.0,2019-10-04 14:19:02+00:00,16.0,85.0,2026-06-16 02:11:31.438586,16,85
MediaBrowser/SocketHttpListener,2015-01-01 18:12:37+00:00,12339,22,C#,12,7,9,4,MIT,2016-11-11 19:33:14+00:00,5.0,84.0,2026-06-16 02:11:33.314283,5,84
gigi81/sharpfastcgi,2012-04-21 12:00:23+00:00,2788,26,C#,13,2,6,1,MIT,2017-11-24 19:24:24+00:00,3.0,84.0,2026-06-16 02:11:35.713737,3,84
harouny/NLog.Extensions.AzureTableStorage,2014-02-01 04:29:14+00:00,607,25,C#,38,9,6,6,MIT,2018-01-16 20:43:37+00:00,8.0,84.0,2026-06-16 02:11:37.758951,8,84
ketoo/NFrame,2015-10-09 06:31:04+00:00,6372,46,C#,30,1,13,3,Apache-2.0,2017-11-24 20:07:33+00:00,7.0,82.0,2026-06-16 02:11:39.653225,7,82
ritterim/descriptor,2015-03-16 16:08:31+00:00,68,2,C#,6,0,14,5,MIT,2019-03-05 17:51:22+00:00,5.0,82.0,2026-06-16 02:11:41.814498,5,82
NikolayIT/RatioMaster.NET,2013-09-26 06:57:04+00:00,1322,107,C#,26,16,22,4,MIT,2017-11-24 19:04:19+00:00,9.0,80.0,2026-06-16 02:11:43.625855,10,82
dalenewman/JunkDrawer,2013-11-09 06:32:48+00:00,199641,16,C#,7,0,9,1,Apache-2.0,2016-05-27 15:08:53+00:00,3.0,80.0,2026-06-16 02:11:45.585593,3,80
AdysTech/InfluxDB.Client.Net,2015-10-23 21:01:56+00:00,222,54,C#,33,4,6,10,MIT,2020-01-03 19:21:54+00:00,17.0,79.0,2026-06-16 02:11:56.412639,17,79
kmees/CMContrib,2011-07-25 17:44:31+00:00,3022,28,C#,16,4,5,1,MIT,2016-05-27 16:12:06+00:00,2.0,79.0,2026-06-16 02:11:58.349305,2,79
AlejandroRuiz/PayPal.Forms,2016-02-16 22:54:49+00:00,305057,69,C#,28,24,15,4,MIT,2019-10-14 21:18:47+00:00,6.0,78.0,2026-06-16 02:12:00.415648,6,78
chi8708/NBCZ_Admin_NetCore,2019-08-02 09:08:58+00:00,58989,39,C#,11,0,2,1,MIT,2019-10-29 06:05:06+00:00,2.0,78.0,2026-06-16 02:12:16.330696,2,78
IanMcT/Tapper,2018-05-01 10:05:58+00:00,3821,0,C#,6,3,1,4,GPL-3.0,2018-05-02 18:40:59+00:00,8.0,77.0,2026-06-16 02:12:21.030985,8,77
ngocnicholas/airtable.net,2017-03-27 00:51:19+00:00,3625,40,C#,9,2,4,4,MIT,2019-10-20 23:18:33+00:00,8.0,75.0,2026-06-16 02:12:23.143811,8,84
luanshixia/AutoCADCodePack,2016-06-29 13:26:34+00:00,2321,24,C#,5,1,11,1,MIT,2016-06-29 13:28:19+00:00,3.0,74.0,2026-06-16 02:12:25.716187,3,74
JeffFerguson/gepsio,2017-07-18 00:22:42+00:00,3779,26,C#,11,15,8,3,MIT,2020-01-01 18:21:44+00:00,3.0,74.0,2026-06-16 02:12:27.887861,4,108
morpheums/Binance.API.Csharp.Client,2017-10-13 22:39:24+00:00,1664,56,C#,45,28,15,3,MIT,2018-01-20 02:36:39+00:00,3.0,74.0,2026-06-16 02:12:30.132789,3,74
cosmos-open/SMS,2018-03-06 10:10:47+00:00,166,6,C#,5,0,3,0,MIT,2018-03-06 10:28:25+00:00,5.0,73.0,2026-06-16 02:12:32.174052,5,73
frontporch/Radius.NET,2013-02-23 01:03:03+00:00,87,24,C#,19,5,20,6,MIT,2017-03-24 00:20:02+00:00,7.0,73.0,2026-06-16 02:12:34.184650,7,73
andreluizsecco/Cognitive-LUIS-Programmatic,2017-12-04 12:11:02+00:00,114,39,C#,12,0,14,2,MIT,2019-06-30 03:18:51+00:00,6.0,73.0,2026-06-16 02:12:35.992933,6,73
Coevery/Coevery-Framework,2014-02-13 09:35:48+00:00,30280,7,C#,8,2,5,3,BSD-3-Clause,2017-11-25 10:16:28+00:00,4.0,72.0,2026-06-16 02:12:37.836578,4,72
fabian-blum/AspNetCore.Identity.LiteDB,2017-06-01 10:14:06+00:00,559,16,C#,8,0,2,1,MIT,2018-11-20 18:18:12+00:00,7.0,72.0,2026-06-16 02:12:41.291634,7,72
p3nt4/PowerShdll,2016-07-15 00:08:32+00:00,897,706,C#,148,0,48,0,MIT,2016-07-15 00:08:37+00:00,2.0,72.0,2026-06-16 02:12:43.234317,2,72
jamesmontemagno/PagerSlidingTabStrip-for-Xamarin.Android,2015-01-22 02:32:16+00:00,15092,82,C#,45,0,16,2,MIT,2018-01-17 03:50:49+00:00,4.0,70.0,2026-06-16 02:12:45.158442,4,70
Vtek/PowerBI.Api.Client,2015-02-09 11:11:42+00:00,1716,17,C#,8,0,7,1,MIT,2016-05-27 15:42:04+00:00,3.0,70.0,2026-06-16 02:12:47.846147,3,70
akordowski/Cake.Compression,2016-07-17 15:52:16+00:00,71,6,C#,6,2,1,8,MIT,2019-09-11 15:18:57+00:00,9.0,69.0,2026-06-16 02:12:49.836605,10,75
RedDot-3ND7355/BnS-Buddy,2017-02-06 15:14:51+00:00,13263,17,C#,8,10,8,1,GPL-3.0,2016-10-08 04:54:59+00:00,3.0,67.0,2026-06-16 02:12:51.698002,3,67
ToJans/NerdBeers,2011-03-04 01:52:00+00:00,8868,40,C#,6,7,1,4,MIT,2017-11-24 19:22:57+00:00,5.0,67.0,2026-06-16 02:12:58.073465,5,67
RolandPheasant/DynamicData.ReactiveUI,2015-01-16 20:17:25+00:00,547,50,C#,7,2,11,2,MS-PL,2018-01-17 05:44:02+00:00,2.0,67.0,2026-06-16 02:13:00.451827,2,67
adrifcastr/OSAC,2018-03-16 22:02:25+00:00,89732,29,C#,9,4,3,1,GPL-2.0,2019-12-26 21:49:10+00:00,4.0,66.0,2026-06-16 02:13:02.394419,4,66
AliBazzi/IdentityServer4.Contrib.RedisStore,2017-08-22 04:41:21+00:00,62,54,C#,25,1,7,5,MIT,2019-10-12 11:18:25+00:00,11.0,65.0,2026-06-16 02:13:09.453676,11,65
NancyFx/Nancy.MSOwinSecurity,2013-07-28 12:35:24+00:00,8975,31,C#,14,1,9,7,MIT,2018-01-17 10:51:49+00:00,8.0,64.0,2026-06-16 02:13:11.382695,8,64
Flash3001/Xamarin.Swift,2016-09-21 17:47:43+00:00,491122,60,C#,13,10,6,2,Apache-2.0,2019-09-24 03:19:10+00:00,3.0,64.0,2026-06-16 02:13:13.680266,3,64
oranisagu/SDV-FarmAutomation,2016-03-29 06:53:37+00:00,3896,6,C#,6,14,4,1,MIT,2018-10-20 08:38:56+00:00,2.0,63.0,2026-06-16 02:13:38.572554,2,63
chrisriesgo/Android-AltBeacon-Library,2014-10-25 13:39:02+00:00,2509,25,C#,29,18,13,1,Apache-2.0,2018-01-17 02:55:04+00:00,2.0,63.0,2026-06-16 02:13:40.644933,2,63
neuecc/RespClient,2014-01-27 14:30:30+00:00,1578,14,C#,7,5,5,2,MIT,2016-05-27 19:41:50+00:00,7.0,62.0,2026-06-16 02:13:42.755181,7,62
mikeobrien/TDMSReader,2011-07-20 20:18:18+00:00,9621,12,C#,15,4,8,5,MIT,2019-11-07 20:18:51+00:00,8.0,61.0,2026-06-16 02:13:44.615539,8,61
Azure/azure-data-lake-store-net,2017-09-06 00:34:36+00:00,540,13,C#,12,5,15,6,MIT,2019-10-11 20:24:42+00:00,9.0,60.0,2026-06-16 02:13:46.866461,15,73
mikevalenty/tamarack,2011-04-19 01:42:36+00:00,2494,32,C#,9,0,1,3,MS-PL,2018-01-16 22:25:55+00:00,6.0,60.0,2026-06-16 02:13:48.865420,6,60
giawa/opengl4tutorials,2013-12-15 23:32:00+00:00,1265,61,C#,54,0,22,2,MIT,2017-11-24 19:54:43+00:00,4.0,60.0,2026-06-16 02:13:50.863004,4,60
AnhPham/SSSystem,2013-11-18 03:51:05+00:00,837,25,C#,17,0,6,3,MIT,2017-11-24 20:03:43+00:00,5.0,60.0,2026-06-16 02:13:52.937214,5,61
pmorelli92/SoapHttpClient,2016-06-09 15:20:54+00:00,132,31,C#,12,0,9,5,GPL-3.0,2019-06-02 14:18:43+00:00,6.0,60.0,2026-06-16 02:13:54.882233,6,60
saramgsilva/XamarinWorkshop,2015-02-16 22:20:58+00:00,40316,11,C#,7,1,4,1,MIT,2016-05-27 19:23:07+00:00,2.0,59.0,2026-06-16 02:13:56.731765,2,59
PacktPublishing/Mastering-Azure-Serverless-Computing,2019-05-21 05:12:18+00:00,6776,3,C#,9,1,3,3,MIT,2019-12-24 19:05:43+00:00,5.0,58.0,2026-06-16 02:14:00.515186,5,58
gnatmq/gnatmq,2015-08-14 13:04:16+00:00,740,87,C#,67,19,28,7,EPL-1.0,2017-12-06 22:20:14+00:00,10.0,58.0,2026-06-16 02:14:03.093073,10,58
OrleansContrib/Orleans.CosmosDB,2018-01-19 17:45:08+00:00,213,25,C#,16,8,18,6,MIT,2019-11-14 20:09:57+00:00,13.0,57.0,2026-06-16 02:14:05.180138,13,57
i-e-b/windows-ssh-server,2013-01-23 12:21:28+00:00,3005,2,C#,5,0,1,2,GPL-2.0,2016-06-05 06:04:13+00:00,3.0,57.0,2026-06-16 02:14:07.073153,3,57
stiano/unleash-client-dotnet,2017-11-23 11:08:42+00:00,1007,11,C#,5,2,4,3,Apache-2.0,2019-01-09 22:18:38+00:00,7.0,56.0,2026-06-16 02:14:09.161004,7,56
tarr11/IntercomDotnet,2013-04-22 22:49:13+00:00,3373,13,C#,15,4,8,5,Apache-2.0,2016-05-11 10:32:47+00:00,10.0,56.0,2026-06-16 02:14:11.120458,10,56
eswann/ClearScript.Manager,2014-03-15 20:55:50+00:00,27100,24,C#,31,4,6,1,MIT,2016-05-27 13:10:08+00:00,3.0,56.0,2026-06-16 02:14:13.270984,3,56
outmatic/MongoDbCache,2016-05-17 15:07:47+00:00,41,20,C#,7,0,3,3,MIT,2019-12-27 10:20:04+00:00,5.0,55.0,2026-06-16 02:14:16.467269,5,55
ChristopherHaws/gdax-dotnet,2017-08-05 23:55:50+00:00,121,7,C#,8,1,5,3,MIT,2018-01-04 05:20:04+00:00,5.0,54.0,2026-06-16 02:14:18.290385,5,54
lira92/flunt.br,2017-10-26 17:03:10+00:00,332,22,C#,8,0,4,3,MIT,2019-11-26 02:18:52+00:00,7.0,53.0,2026-06-16 02:14:20.191360,8,55
alexander-makarov/ExpandCollapsePanel,2013-09-26 11:25:58+00:00,407,49,C#,40,3,10,2,MIT,2017-11-24 20:00:08+00:00,4.0,53.0,2026-06-16 02:14:22.117881,4,53
zetoken/JSon-Editor,2013-10-21 22:41:34+00:00,378,26,C#,20,5,9,1,MIT,2018-09-03 02:37:19+00:00,5.0,53.0,2026-06-16 02:14:23.987968,5,53
abjerner/Skybrud.Umbraco.Dashboard,2015-04-23 18:16:13+00:00,1035,33,C#,5,3,8,2,MIT,2017-02-04 21:34:48+00:00,2.0,53.0,2026-06-16 02:14:25.898260,2,53
zyzsdy/biliroku,2015-06-12 06:32:42+00:00,4079,131,C#,31,6,14,1,GPL-3.0,2017-11-24 18:54:16+00:00,9.0,51.0,2026-06-16 02:14:27.874741,9,51
NuGet/WebBackgrounder,2011-10-11 20:24:17+00:00,1663,312,C#,61,5,68,9,Apache-2.0,2018-01-16 21:07:17+00:00,12.0,51.0,2026-06-16 02:14:30.176077,12,51
alvpickmans/Dynamo-Dev-Starter-Kit,2018-07-20 22:57:59+00:00,4439,12,C#,5,0,3,1,MIT,2019-04-04 12:53:58+00:00,2.0,51.0,2026-06-16 02:14:32.176366,2,51
Purify-net/PUrify,2013-12-25 18:20:10+00:00,533,11,C#,6,4,2,3,Apache-2.0,2017-01-29 12:21:14+00:00,4.0,51.0,2026-06-16 02:14:34.445633,4,51
teddymacn/CoreProfiler,2016-05-03 08:32:57+00:00,3646,54,C#,7,1,2,3,MIT,2019-03-05 17:53:05+00:00,4.0,50.0,2026-06-16 02:14:36.329986,4,50
cmatskas/Azure.Storage,2012-01-18 17:46:44+00:00,592,16,C#,6,2,3,3,MIT,2017-11-24 22:20:21+00:00,3.0,50.0,2026-06-16 02:14:38.364868,3,50
ferventcoder/this.Log,2012-12-16 20:11:49+00:00,301,50,C#,17,4,7,3,Apache-2.0,2016-05-27 18:51:39+00:00,4.0,50.0,2026-06-16 02:14:40.266664,4,50
dkozar/edriven,2011-09-25 15:47:45+00:00,8156,224,C#,45,1,50,1,MIT,2017-03-23 16:08:29+00:00,3.0,50.0,2026-06-16 02:14:42.269326,3,50
ratishphilip/wpfspark,2015-03-25 14:21:01+00:00,3757,217,C#,50,0,38,2,MIT,2018-01-29 21:23:33+00:00,4.0,49.0,2026-06-16 02:14:45.112554,4,49
vandernorth/NecroBot.GUI,2016-08-10 21:41:23+00:00,43527,178,C#,101,23,52,1,GPL-3.0,2017-03-23 16:18:06+00:00,2.0,49.0,2026-06-16 02:14:47.282631,2,49
loresoft/Calculator,2014-03-23 16:05:39+00:00,3475,35,C#,23,4,4,1,Apache-2.0,2017-01-31 06:21:29+00:00,5.0,48.0,2026-06-16 02:14:51.310766,5,34
biohazard999/DXNugetPackageBuilder,2016-02-26 07:38:00+00:00,35,10,C#,5,1,3,1,MIT,2018-01-17 11:24:48+00:00,3.0,48.0,2026-06-16 02:14:53.373228,3,48
featurist/SelfishHttp,2012-10-08 15:33:39+00:00,59,16,C#,11,5,4,4,BSD-2-Clause,2016-05-27 13:38:19+00:00,6.0,47.0,2026-06-16 02:14:55.202496,6,47
AdultLink/SphereDissolve,2018-09-14 16:43:28+00:00,242286,97,C#,18,0,9,1,MIT,2018-11-28 20:46:38+00:00,2.0,47.0,2026-06-16 02:14:56.994185,2,47
ArcEarth/LightNovelClientWindows,2015-01-13 02:09:48+00:00,101915,17,C#,7,0,5,1,GPL-3.0,2018-01-17 08:52:13+00:00,2.0,46.0,2026-06-16 02:15:09.100404,2,46
mcintyre321/EmbeddedResourceVirtualPathProvider,2011-07-14 15:20:01+00:00,207,45,C#,40,6,9,11,MIT,2018-01-17 04:50:17+00:00,16.0,45.0,2026-06-16 02:15:15.249641,16,45
MediaBrowser/Emby.IsoMounting,2013-03-20 17:02:44+00:00,152,44,C#,13,1,15,2,GPL-2.0,2017-01-26 14:21:32+00:00,7.0,45.0,2026-06-16 02:15:17.104223,7,45
cloudcrate/BlazorStorage,2018-04-28 07:55:00+00:00,53,70,C#,14,0,10,6,MIT,2019-09-27 16:18:44+00:00,8.0,45.0,2026-06-16 02:15:19.126379,8,45
StefH/ICSharpCode.TextEditorEx,2014-08-06 20:22:01+00:00,978,14,C#,17,2,5,2,GPL-2.0,2016-05-27 18:16:10+00:00,6.0,44.0,2026-06-16 02:15:20.967021,7,47
danesparza/Pushover.NET,2013-08-28 15:05:24+00:00,329,15,C#,13,0,3,3,MIT,2019-03-20 15:18:47+00:00,7.0,44.0,2026-06-16 02:15:22.984886,7,44
spadger/simple-config,2013-05-22 14:01:08+00:00,70,26,C#,6,3,4,2,LGPL-3.0,2016-05-27 17:36:43+00:00,4.0,44.0,2026-06-16 02:15:24.862319,4,44
Azure-Samples/active-directory-xamarin-android,2014-04-14 19:08:51+00:00,892,11,C#,5,0,56,9,MIT,2017-10-16 04:36:42+00:00,10.0,44.0,2026-06-16 02:15:26.672961,10,44
Autodesk-Forge/model.derivative-WebAPI-sample,2016-12-15 12:09:34+00:00,1292,9,C#,11,1,11,1,MIT,2016-12-15 13:59:15+00:00,5.0,43.0,2026-06-16 02:15:28.596244,5,43
velddev/Cleverbot.Net,2017-02-15 21:59:08+00:00,42,5,C#,6,2,2,3,MIT,2019-10-31 08:12:55+00:00,5.0,43.0,2026-06-16 02:15:30.588036,5,43
EgorBo/ARKitXamarinDemo,2017-07-27 15:40:06+00:00,34356,38,C#,15,3,7,2,MIT,2018-01-17 04:55:03+00:00,3.0,43.0,2026-06-16 02:15:32.425314,3,43
XenocodeRCE/Noisette-Obfuscator,2016-08-19 07:46:10+00:00,10568,25,C#,9,7,8,1,GPL-3.0,2016-08-19 07:46:46+00:00,5.0,43.0,2026-06-16 02:15:36.185123,5,43
messier16/Forms.Controls,2017-09-15 15:48:24+00:00,378,19,C#,7,5,3,2,MIT,2018-11-25 03:01:30+00:00,2.0,42.0,2026-06-16 02:15:38.715837,2,42
ms-iot/build2015-robot-kit,2015-04-15 16:16:09+00:00,3206,66,C#,59,0,41,4,BSD-2-Clause,2017-11-24 18:58:44+00:00,7.0,42.0,2026-06-16 02:15:40.619800,7,42
hybrasyl/launcher,2015-03-23 21:57:06+00:00,20319,5,C#,7,0,7,1,AGPL-3.0,2017-01-08 16:09:24+00:00,4.0,42.0,2026-06-16 02:15:42.897601,4,42
baiyunchen/UEditor.Core,2018-03-01 09:39:34+00:00,11645,70,C#,12,1,3,2,MIT,2018-12-12 22:18:15+00:00,6.0,42.0,2026-06-16 02:15:46.002390,6,42
citronneur/detours.net,2018-10-06 11:19:07+00:00,86,64,C#,20,1,7,1,MIT,2019-02-25 03:39:58+00:00,3.0,42.0,2026-06-16 02:15:48.528391,3,42
Azure/Azure.Mobile,2018-02-28 04:31:26+00:00,419,15,C#,7,1,11,3,MIT,2018-03-13 19:55:46+00:00,4.0,41.0,2026-06-16 02:15:50.379225,4,41
cake-contrib/Cake.Bumpy,2017-07-09 08:20:48+00:00,39,1,C#,7,0,3,2,MIT,2019-08-18 16:18:51+00:00,5.0,41.0,2026-06-16 02:15:52.737331,5,41
Haacked/mvc-metadata-conventions,2012-08-20 23:41:39+00:00,4562,43,C#,15,1,13,4,MIT,2018-01-17 00:32:28+00:00,6.0,41.0,2026-06-16 02:15:54.542387,6,41
owin/owin.dll,2011-03-14 21:54:29+00:00,230,165,C#,18,1,24,6,Apache-2.0,2017-03-23 16:02:43+00:00,7.0,41.0,2026-06-16 02:15:56.628371,7,41
mchall/HiddenWatermark,2015-05-27 12:12:36+00:00,5057,99,C#,18,0,11,1,AGPL-3.0,2016-05-27 15:55:38+00:00,3.0,40.0,2026-06-16 02:15:58.494332,3,47
empira/MigraDoc,2015-12-16 08:48:39+00:00,750,89,C#,46,5,22,1,MIT,2017-11-24 18:56:10+00:00,4.0,40.0,2026-06-16 02:16:00.689353,4,40
rgl/MailBounceDetector,2015-09-29 12:47:49+00:00,29,8,C#,8,5,2,1,MIT,2016-05-27 17:16:42+00:00,2.0,39.0,2026-06-16 02:16:02.707203,3,44
linmasaki/Kendo.DynamicLinqCore,2016-12-29 03:50:42+00:00,57,18,C#,5,2,4,1,MIT,2019-09-17 13:18:43+00:00,5.0,39.0,2026-06-16 02:16:04.565823,5,39
UweKeim/dot-net-transitions,2015-07-16 11:25:54+00:00,508,16,C#,6,8,1,1,MIT,2016-05-27 16:10:06+00:00,3.0,38.0,2026-06-16 02:16:06.492389,3,38
yhyjp/vvvv_tutorial,2014-11-18 13:08:02+00:00,90515,20,C#,6,0,8,1,Unlicense,2017-03-11 09:22:19+00:00,4.0,37.0,2026-06-16 02:16:08.499292,4,37
Azure-Samples/resources-dotnet-deploy-using-arm-template,2016-10-05 23:44:40+00:00,27691,2,C#,5,0,24,1,MIT,2016-10-07 01:12:14+00:00,14.0,37.0,2026-06-16 02:16:14.133400,14,37
leon737/MvcCaptchaLib,2012-03-19 07:47:58+00:00,437,21,C#,9,4,2,3,LGPL-3.0,2016-05-27 15:15:04+00:00,4.0,37.0,2026-06-16 02:16:17.341282,4,37
carllindelof/sensu-client,2014-09-26 06:38:35+00:00,991,12,C#,12,1,8,2,MIT,2018-01-17 11:25:44+00:00,2.0,36.0,2026-06-16 02:16:19.234165,2,36
mtrinder/Xamarin.Plugins,2015-04-16 00:19:51+00:00,759,13,C#,7,4,4,1,MIT,2016-05-27 15:44:59+00:00,4.0,35.0,2026-06-16 02:16:21.158992,4,35
bblanchon/WpfBindingErrors,2013-10-25 21:24:38+00:00,1035,53,C#,13,3,9,2,MIT,2019-10-02 13:18:37+00:00,4.0,35.0,2026-06-16 02:16:23.062042,5,38
afrog33k/SharpNative,2014-12-18 21:54:18+00:00,48348,47,C#,9,1,18,2,MIT,2017-11-24 20:06:35+00:00,3.0,35.0,2026-06-16 02:16:25.031772,3,35
Azure/cortana-intelligence-price-analytics,2017-06-19 19:43:32+00:00,19961,13,C#,11,0,85,4,MIT,2017-08-04 08:43:50+00:00,7.0,34.0,2026-06-16 02:16:29.656667,7,34
chrisnas/DebuggingExtensions,2018-03-16 08:21:18+00:00,4476,136,C#,15,1,10,1,MIT,2019-12-03 16:18:44+00:00,2.0,34.0,2026-06-16 02:16:32.427253,2,42
TelerikAcademy/High-Quality-Code-Part-1,2016-08-04 14:15:45+00:00,19126,6,C#,13,0,9,2,MIT,2016-08-17 09:46:47+00:00,3.0,34.0,2026-06-16 02:16:34.548175,3,34
Shazwazza/UmbracoScripts,2015-07-23 14:29:47+00:00,29,16,C#,7,0,2,2,MIT,2017-11-24 22:17:03+00:00,3.0,33.0,2026-06-16 02:16:37.255331,3,33
kasthack/kasthack.osp,2013-10-23 21:15:01+00:00,452,11,C#,5,0,3,2,LGPL-3.0,2017-11-24 23:11:02+00:00,3.0,32.0,2026-06-16 02:16:39.083111,3,32
bruno-garcia/SharpSyslogServer,2016-03-31 03:32:14+00:00,66,7,C#,6,1,3,3,MIT,2019-05-06 03:14:23+00:00,2.0,31.0,2026-06-16 02:16:40.973699,2,31
karl-/pb_CSG,2015-04-05 16:14:40+00:00,23472,83,C#,20,5,9,1,MIT,2017-11-24 19:57:52+00:00,8.0,30.0,2026-06-16 02:16:42.768087,8,30
ryanslikesocool/Unity-Card-UI,2018-05-27 05:44:37+00:00,27775,46,C#,8,0,6,2,MIT,2019-03-26 08:00:40+00:00,4.0,30.0,2026-06-16 02:16:45.918926,4,30
thegrandpoobah/TorrentUploader,2012-02-12 20:46:58+00:00,181,6,C#,6,0,1,2,BSD-2-Clause,2017-04-12 11:40:48+00:00,2.0,30.0,2026-06-16 02:16:49.323248,2,30
Overv/SteamWebAPI,2012-01-27 05:38:47+00:00,40,121,C#,49,8,23,1,MIT,2017-03-23 16:09:46+00:00,3.0,30.0,2026-06-16 02:16:51.140068,3,30
KenticoInternal/ADImportService,2015-08-05 20:45:33+00:00,55,4,C#,7,0,11,6,MIT,2019-04-29 17:37:23+00:00,7.0,29.0,2026-06-16 02:16:52.934229,7,29
tomidix/CSharpTradFriLibrary,2017-11-29 21:13:12+00:00,113,18,C#,13,2,11,5,GPL-3.0,2019-11-20 23:19:06+00:00,9.0,28.0,2026-06-16 02:16:54.759317,11,41
muak/ColorMinePortable,2016-11-07 07:24:50+00:00,1325,12,C#,5,0,1,1,MIT,2019-07-25 16:18:43+00:00,3.0,28.0,2026-06-16 02:16:56.646770,5,28
mgibas/EntityFramework.Testing.FakeItEasy,2014-11-20 14:12:01+00:00,33,1,C#,5,0,1,2,MIT,2018-01-17 00:58:15+00:00,7.0,28.0,2026-06-16 02:16:58.588307,7,28
kolwit/com.kolwit.pickcontact,2014-05-01 20:12:07+00:00,27,4,C#,5,10,2,2,MIT,2017-09-29 18:36:44+00:00,2.0,27.0,2026-06-16 02:17:00.372005,2,27
Azure-Samples/storage-blob-coreclr-linux-getting-started-w-data-movement-library,2016-10-06 04:52:32+00:00,34,0,C#,5,0,28,1,MIT,2016-11-16 19:47:27+00:00,4.0,27.0,2026-06-16 02:17:02.150590,4,27
Pirate-Crew/IPTV-Sharp,2016-02-04 21:03:53+00:00,3709,11,C#,17,0,7,3,MIT,2018-01-16 21:59:39+00:00,5.0,27.0,2026-06-16 02:17:04.072653,5,27
alexellis/HandsOnDocker,2016-04-10 19:42:44+00:00,94,314,C#,51,4,24,1,GPL-3.0,2018-01-16 21:26:33+00:00,2.0,27.0,2026-06-16 02:17:06.186887,2,27
go2ismail/Asp.Net-Core-Inventory-Order-Management-System,2018-08-12 08:49:28+00:00,69350,76,C#,62,2,14,1,MIT,2018-11-09 10:35:42+00:00,2.0,26.0,2026-06-16 02:17:08.079996,2,69
Genbox/WikipediaNet,2012-07-17 05:55:50+00:00,141,21,C#,8,0,4,1,MIT,2019-06-23 12:18:30+00:00,2.0,26.0,2026-06-16 02:17:14.984676,2,26
maca134/arma-nradio,2015-06-28 20:54:00+00:00,723,12,C#,24,1,7,3,GPL-2.0,2018-01-16 20:59:19+00:00,3.0,26.0,2026-06-16 02:17:16.859519,3,26
