Name with Owner,Created Timestamp,Size,Stars Count,Language,Forks Count,Open Issues Count,Watchers Count,Contributors Count,License,Last Synced Timestamp,developers_count,commit_count_after_introduction
freshbitsweb/laravel-cart-manager,2017-12-23 14:13:42+00:00,116,97,PHP,11,1,6,3,MIT,2019-11-14 04:18:35+00:00,11,
ninggf/wulacms,2016-12-05 01:56:05+00:00,156,6,PHP,5,0,6,2,MIT,2018-09-07 14:41:39+00:00,4,
huyanping/Zebra-PHP-Framework,2014-07-23 04:06:53+00:00,674,16,PHP,8,0,5,2,Apache-2.0,2017-11-24 22:50:14+00:00,4,
CakeDC/ratings,2010-08-31 15:38:13+00:00,146,77,PHP,25,0,18,15,MIT,2016-05-27 15:03:33+00:00,19,
FriendsOfPHP/uprofiler,2013-11-15 12:28:24+00:00,1827,480,PHP,46,0,52,27,Apache-2.0,2016-11-24 13:55:09+00:00,35,
greenfieldtech-nirs/phpari,2014-09-04 05:26:53+00:00,863,60,PHP,34,7,24,4,LGPL-2.1,2016-05-27 15:08:08+00:00,14,
brick/phonenumber,2015-06-30 12:33:42+00:00,39,84,PHP,12,0,8,3,MIT,2019-11-14 03:40:13+00:00,5,
pappastech/ospos,2014-02-25 22:21:06+00:00,3101,10,PHP,9,2,6,2,MIT,2017-11-24 22:57:33+00:00,4,
contentful/contentful-laravel,2016-07-11 11:55:01+00:00,220,29,PHP,16,1,35,9,MIT,2019-11-14 04:01:32+00:00,21,
webino/WebinoImageThumb,2012-11-03 02:03:40+00:00,2880,41,PHP,23,6,6,4,BSD-3-Clause,2019-03-20 01:29:02+00:00,5,
fusonic/linq,2013-06-14 17:06:03+00:00,519,75,PHP,7,4,17,6,MIT,2017-10-24 21:25:54+00:00,7,
choregus/puppyCMS,2016-02-11 17:59:43+00:00,832,15,PHP,9,3,10,1,GPL-3.0,2017-09-16 12:36:48+00:00,3,
holmesian/Typecho-AMP,2017-12-01 15:20:29+00:00,1183,118,PHP,24,4,2,1,MPL-2.0,2017-12-01 15:38:03+00:00,7,
mwillbanks/ZfcTwitterBootstrap,2012-06-08 21:29:09+00:00,578,76,PHP,43,5,17,16,BSD-3-Clause,2016-05-27 17:24:33+00:00,17,
bupy7/yii2-pages,2015-04-29 12:34:00+00:00,71,13,PHP,16,1,4,6,BSD-3-Clause,2018-10-24 14:14:33+00:00,9,
thephpleague/shunt,2012-10-03 17:48:28+00:00,539,451,PHP,35,5,22,5,MIT,2016-11-24 13:56:57+00:00,8,
lightstep/lightstep-tracer-php,2016-02-08 23:20:08+00:00,10366,12,PHP,5,9,31,9,MIT,2019-11-14 04:43:40+00:00,20,
plugandpay/tbc-credit-card-payment-gateway-php-lib,2015-04-30 19:35:35+00:00,2642,79,PHP,30,3,15,4,MIT,2019-11-14 05:11:25+00:00,5,
spatie/laravel-pjax,2015-10-16 18:44:31+00:00,41,445,PHP,37,0,17,15,MIT,2019-11-14 05:03:58+00:00,27,
hrevert/HtUserRegistration,2014-02-11 09:25:21+00:00,920,14,PHP,11,3,2,3,MIT,2016-05-27 13:55:57+00:00,3,
box-project/box2-lib,2013-03-05 21:16:20+00:00,153,175,PHP,23,8,6,6,MIT,2016-11-24 13:55:40+00:00,5,
scottbedard/oc-debugbar-plugin,2015-03-04 00:55:50+00:00,180,13,PHP,9,4,2,5,MIT,2019-12-11 16:53:01+00:00,20,
hamlphp/HamlPHP,2010-11-18 17:27:03+00:00,1212,93,PHP,18,4,13,5,MIT,2017-06-17 19:36:46+00:00,6,
Carpe-Hora/SmsSender,2011-12-15 16:14:40+00:00,178,51,PHP,17,7,13,6,MIT,2016-11-14 18:39:44+00:00,9,
nunomaduro/laravel-console-dusk,2018-03-29 20:29:28+00:00,12823,88,PHP,6,3,3,3,MIT,2019-11-14 04:51:30+00:00,13,
theiconic/name-parser,2015-05-08 00:45:11+00:00,151,64,PHP,13,4,56,4,MIT,2019-11-14 05:07:34+00:00,7,
joselfonseca/laravel-tactician,2015-09-08 00:34:55+00:00,96,48,PHP,7,0,5,6,MIT,2019-11-14 04:40:13+00:00,10,
ziishaned/git-profile,2016-09-15 13:45:28+00:00,82,216,PHP,7,0,5,4,MIT,2018-10-14 11:37:51+00:00,6,
nlemoine/acf-country,2014-01-03 10:28:58+00:00,3435,69,PHP,7,1,4,1,MIT,2019-11-14 04:35:41+00:00,8,
gothinkster/laravel-realworld-example-app,2017-05-01 17:22:38+00:00,302,750,PHP,276,9,48,2,MIT,2017-07-21 10:37:15+00:00,8,
lintangtimur/ovoid,2018-12-11 18:58:18+00:00,61,67,PHP,46,4,9,2,MIT,2019-11-14 04:43:42+00:00,8,
willvincent/laravel-rateable,2015-08-27 02:23:43+00:00,31,161,PHP,52,2,6,6,MIT,2019-11-14 05:12:27+00:00,14,
PhilGale92/docx,2013-09-18 12:57:22+00:00,130,33,PHP,15,0,3,2,MIT,2019-11-14 04:54:53+00:00,3,
stojg/crop,2013-01-13 00:45:20+00:00,2831,250,PHP,40,7,20,8,BSD-2-Clause,2017-04-24 07:23:17+00:00,11,
summerblue/generator,2017-01-30 23:51:37+00:00,90,294,PHP,52,6,10,4,MIT,2019-11-14 05:05:12+00:00,5,
zytzagoo/smtp-validate-email,2009-01-30 15:25:37+00:00,72,206,PHP,103,10,33,4,GPL-3.0,2017-11-24 18:51:55+00:00,13,
clue/psocksd,2012-12-21 23:35:41+00:00,75,47,PHP,12,1,7,1,MIT,2016-11-07 14:30:28+00:00,3,
traderinteractive/memoize-php,2014-03-13 13:43:05+00:00,69,19,PHP,5,0,23,6,MIT,2018-09-07 12:26:23+00:00,9,
dynamic/silverstripe-geocoder,2016-12-16 23:04:40+00:00,66,2,PHP,5,2,4,5,BSD-3-Clause,2020-01-09 20:34:20+00:00,8,
sfelix-martins/json-exception-handler,2017-08-27 04:27:54+00:00,105,12,PHP,5,0,0,1,MIT,2019-11-14 05:01:03+00:00,3,
dnadesign/silverstripe-elemental-virtual,2017-10-04 20:38:21+00:00,48,7,PHP,15,8,3,9,BSD-3-Clause,2019-11-14 04:13:39+00:00,21,
endroid/twitter,2012-12-01 13:40:59+00:00,54,30,PHP,14,0,1,8,MIT,2019-11-14 04:15:39+00:00,9,
json-api-php/json-api,2017-03-28 05:38:20+00:00,179,149,PHP,15,3,6,11,MIT,2019-12-19 22:06:17+00:00,14,
opsway/doctrine-dbal-postgresql,2015-04-04 21:39:09+00:00,58,67,PHP,14,6,39,7,MIT,2018-02-06 21:45:22+00:00,21,
liip/LiipUrlAutoConverterBundle,2011-10-26 10:56:12+00:00,48,50,PHP,19,0,40,13,MIT,2017-03-07 12:26:30+00:00,19,
itthinx/woocommerce-product-generator,2014-07-12 19:36:14+00:00,49,5,PHP,5,2,1,1,GPL-3.0,2018-09-05 07:55:40+00:00,3,
artsjedi/GCO,2015-10-08 19:10:53+00:00,28904,4,PHP,6,1,2,0,GPL-2.0,2017-01-04 20:24:36+00:00,2,
krilor/wp-chatbot,2017-01-04 18:17:28+00:00,245,13,PHP,9,14,8,0,GPL-3.0,2017-01-12 11:12:41+00:00,2,
quafzi/Mage-Test,2011-02-21 14:36:59+00:00,1058,3,PHP,14,0,3,3,BSD-3-Clause,2017-02-10 22:21:16+00:00,4,
mzur/kirby-calendar-plugin,2012-10-10 20:13:34+00:00,344,75,PHP,9,7,12,2,GPL-2.0,2017-11-24 19:02:55+00:00,5,
krowinski/bcmath-extended,2016-03-20 20:27:51+00:00,84,41,PHP,10,0,6,6,MIT,2019-09-03 13:10:05+00:00,11,
Crivaledaz/Mattermost-LDAP,2017-08-07 18:11:53+00:00,79,57,PHP,13,12,8,1,MIT,2017-08-07 18:25:36+00:00,13,
Tony133/LaravelApiRest,2016-11-23 20:35:40+00:00,172,54,PHP,27,0,4,1,MIT,2016-11-23 20:40:02+00:00,6,
JJYing/Podcast-RSS-Editor,2016-06-04 09:16:04+00:00,929,106,PHP,10,4,6,1,MIT,2016-06-04 09:17:16+00:00,3,
basecom/akeneo-rulesUI,2017-06-22 14:07:08+00:00,90,12,PHP,6,0,10,7,MIT,2019-11-14 03:22:05+00:00,10,
HRoger/angularpresstheme,2014-02-15 17:11:38+00:00,57399,55,PHP,14,3,14,1,GPL-2.0,2017-11-24 18:58:32+00:00,2,
symbiote/silverstripe-s3cdn,2013-02-19 06:13:08+00:00,650,4,PHP,9,1,9,8,BSD-3-Clause,2019-11-14 05:01:54+00:00,11,
knpuniversity/symfonycon-frontend,2013-12-11 17:51:47+00:00,3470,80,PHP,17,1,8,3,MIT,2017-11-24 19:05:35+00:00,3,
wluo/go-recurly,2014-09-09 20:31:26+00:00,469,0,PHP,7,0,1,4,GPL-2.0,2017-02-27 16:27:25+00:00,4,
mlanin/laravel-api-debugger,2015-07-08 07:23:42+00:00,62,121,PHP,24,6,5,4,MIT,2019-11-14 04:42:24+00:00,10,
widd/kitsune,2016-08-30 22:35:47+00:00,239,6,PHP,5,1,2,4,GPL-2.0,2016-09-01 01:31:24+00:00,6,
gunjalamit/Naspry,2018-03-17 04:01:53+00:00,2426,2,PHP,5,0,0,1,MIT,2018-03-18 14:43:41+00:00,8,
ho-nl/magento2-Ho_Templatehints,2016-06-08 22:26:45+00:00,3171,167,PHP,49,21,26,8,BSD-2-Clause,2019-11-14 04:36:07+00:00,17,
sukobuto/knockoutjs-doc-ja,2013-08-03 05:39:51+00:00,822,21,PHP,5,0,5,3,MIT,2017-11-24 20:10:11+00:00,4,
claroline/MigrationBundle,2013-06-24 15:28:40+00:00,80,1,PHP,8,1,4,4,GPL-3.0,2016-05-27 17:32:01+00:00,7,
gurock/testrail-custom,2013-07-24 13:52:39+00:00,268,14,PHP,31,1,9,1,MIT,2017-11-24 22:12:57+00:00,11,
patrickkerrigan/php-xray,2018-05-13 22:42:17+00:00,46,30,PHP,6,1,3,1,BSD-3-Clause,2019-11-14 04:56:03+00:00,3,
luisdias/CakePHP-Report-Manager-Plugin,2012-02-21 21:42:38+00:00,303,45,PHP,21,7,10,3,MIT,2017-11-24 19:30:29+00:00,4,
Ardakilic/laravel-mutlucell-sms,2014-05-20 11:25:25+00:00,77,35,PHP,5,0,2,5,MIT,2019-11-14 03:11:45+00:00,10,
dimpurr/Clearision,2013-09-13 10:58:43+00:00,3031,61,PHP,19,0,10,4,GPL-2.0,2017-04-11 03:04:52+00:00,8,
Novactive/NovaeZSEOBundle,2015-02-02 03:12:04+00:00,4056,24,PHP,44,7,29,31,MIT,2019-11-14 04:51:24+00:00,15,
overblog/ActiveMqBundle,2012-06-17 21:17:07+00:00,46,8,PHP,6,2,18,7,MIT,2018-09-07 05:28:44+00:00,7,
thecodingmachine/metahydrator,2017-03-13 13:22:40+00:00,58,5,PHP,5,3,0,1,MIT,2017-03-13 13:28:13+00:00,4,
khsing/laravel-world,2017-04-05 04:08:21+00:00,1525,117,PHP,34,7,12,5,MIT,2019-11-14 04:41:12+00:00,20,
Calotype/SEO,2013-07-20 11:00:08+00:00,589,63,PHP,30,5,8,3,MIT,2016-05-27 16:04:31+00:00,4,
InfotelGLPI/racks,2015-07-17 08:38:17+00:00,266,10,PHP,6,11,13,4,GPL-2.0,2017-04-11 00:03:16+00:00,6,
astehlik/libchart,2015-03-13 23:26:24+00:00,541,2,PHP,6,0,0,3,GPL-3.0,2019-11-14 04:43:29+00:00,8,
dreamcommerce/app-template,2014-10-16 13:42:03+00:00,57,4,PHP,7,4,14,6,MIT,2016-08-09 20:48:10+00:00,10,
ronanguilloux/SilexMarkdown,2011-12-28 22:07:43+00:00,772,15,PHP,5,0,2,3,MIT,2016-05-27 15:05:27+00:00,3,
hisune/tinymvc,2014-07-09 10:30:46+00:00,151,63,PHP,27,0,13,1,MIT,2017-02-09 20:21:53+00:00,2,
gorkalaucirica/HipchatAPIv2Client,2014-07-09 08:10:50+00:00,99,91,PHP,53,15,11,10,MIT,2016-05-27 16:45:09+00:00,14,
KunstmaanLegacy/KunstmaanSentryBundle,2012-05-12 08:03:20+00:00,329,22,PHP,10,0,15,12,MIT,2016-06-18 07:25:02+00:00,13,
iugu/iugu-php,2013-12-22 12:57:24+00:00,213,62,PHP,38,21,24,5,MIT,2016-05-27 17:05:59+00:00,17,
dlds/yii2-mlm,2015-04-11 21:04:57+00:00,308,4,PHP,9,2,3,2,BSD-3-Clause,2018-09-06 18:23:39+00:00,3,
tillkruss/alfred-laravel-docs,2018-07-30 18:46:25+00:00,509,189,PHP,10,1,4,3,MIT,2018-09-28 20:57:29+00:00,12,
janiskelemen/laravel-setting,2019-01-16 15:34:35+00:00,7860,39,PHP,5,0,1,2,MIT,2019-11-14 04:39:13+00:00,3,
uservoice/uservoice-php,2012-08-23 17:20:37+00:00,485,7,PHP,12,5,21,6,MIT,2017-02-24 15:58:12+00:00,8,
pacely/mailchimp-api-v3,2015-05-11 08:50:47+00:00,23,94,PHP,22,9,11,5,MIT,2017-03-28 00:29:06+00:00,8,
activecollab/quickbooks,2015-06-04 11:25:59+00:00,107,10,PHP,6,0,12,3,MIT,2019-11-27 12:18:46+00:00,6,
orangedata-official/PHP-OrangeData-official,2017-06-22 09:30:59+00:00,53,5,PHP,7,1,2,2,MIT,2017-06-22 21:45:34+00:00,9,
spekkionu/laravel-assetcachebuster,2013-12-06 07:35:44+00:00,47,32,PHP,8,2,6,2,MIT,2019-11-14 05:04:02+00:00,4,
envant/fireable,2019-09-18 21:29:40+00:00,44,330,PHP,13,1,7,3,MIT,2019-11-14 04:15:49+00:00,11,
Dallas-Makerspace/Inventory,2011-07-14 15:20:56+00:00,3564,31,PHP,20,0,9,1,AGPL-3.0,2017-11-24 19:28:01+00:00,4,
iwonderanddev/tech-challenges,2017-10-10 14:46:40+00:00,10932,3,PHP,27,1,2,0,MIT,2017-10-11 01:04:27+00:00,14,
Falkirks/RankUp,2014-10-12 18:50:40+00:00,57,13,PHP,20,4,7,7,MIT,2017-11-24 23:18:21+00:00,10,
ProAI/eloquent-versioning,2015-05-29 15:38:35+00:00,56,45,PHP,13,9,4,4,MIT,2016-12-23 21:20:51+00:00,6,
CapMousse/React-Restify,2012-10-14 20:16:32+00:00,59,79,PHP,17,3,12,5,MIT,2017-10-24 14:32:38+00:00,10,
MSeven/cakephp_queue,2009-06-03 13:01:08+00:00,961,95,PHP,105,2,7,4,MIT,2017-04-04 14:25:49+00:00,6,
jpenney/wp_theme_toolbox,2010-09-29 12:21:57+00:00,572,2,PHP,5,0,1,0,GPL-2.0,2017-10-13 13:37:00+00:00,4,
Riverline/multipart-parser,2015-11-05 09:49:26+00:00,49,38,PHP,16,1,5,10,MIT,2019-11-14 04:58:52+00:00,20,
jasongrimes/php-paginator,2014-09-28 02:49:47+00:00,162,208,PHP,71,13,23,2,MIT,2018-07-21 15:02:12+00:00,3,
sheadawson/silverstripe-timednotices,2013-10-15 06:39:09+00:00,73,13,PHP,5,2,5,6,BSD-3-Clause,2017-01-18 20:41:37+00:00,10,
roots/wp-password-bcrypt,2016-02-17 19:05:47+00:00,31,389,PHP,48,2,58,5,MIT,2016-11-24 17:09:14+00:00,7,
thephpleague/oauth2-instagram,2015-03-22 18:39:57+00:00,39,28,PHP,14,0,9,4,MIT,2017-01-26 02:41:32+00:00,9,
palicao/phpRedisTimeSeries,2019-09-30 21:00:34+00:00,69,11,PHP,5,0,3,3,MIT,2019-12-22 21:52:50+00:00,7,
kamicane/packager-web,2009-12-10 02:14:13+00:00,183,19,PHP,6,0,1,4,MIT,2017-11-24 19:23:51+00:00,4,
formasites/freelancer_billing,2016-07-26 17:21:52+00:00,856,40,PHP,17,1,13,1,GPL-3.0,2016-07-26 17:23:18+00:00,3,
bocharsky-bw/vkontakte-php-sdk,2014-01-24 14:52:45+00:00,39,36,PHP,41,3,6,4,MIT,2016-06-07 12:56:59+00:00,7,
GeniusTS/hijri-dates,2017-05-03 19:50:08+00:00,26,23,PHP,15,4,2,3,MIT,2019-04-11 10:18:59+00:00,7,
laracademy/interactive-make,2017-04-24 17:40:58+00:00,33,357,PHP,20,0,15,5,MIT,2018-10-24 18:59:49+00:00,5,
rikbruil/php-redux,2016-01-17 13:39:03+00:00,50,35,PHP,5,0,4,1,MIT,2016-08-09 21:20:06+00:00,2,
neurosys-public/doctrine-datatables,2013-10-25 08:36:10+00:00,328,9,PHP,8,3,7,4,MIT,2016-05-27 13:23:40+00:00,5,
erikaheidi/placephant,2013-10-09 10:33:00+00:00,29186,101,PHP,14,5,6,7,MIT,2016-11-24 16:46:09+00:00,7,
approached/laravel-date-international,2015-07-10 11:36:42+00:00,20,6,PHP,6,0,2,5,MIT,2019-11-04 09:24:52+00:00,8,
mattsches/VersionEyeBundle,2013-02-17 20:28:34+00:00,46,15,PHP,6,0,2,6,MIT,2016-08-16 14:20:08+00:00,6,
dietcake/dietcake,2012-01-28 11:34:04+00:00,33,70,PHP,29,1,22,5,MIT,2018-03-28 04:54:54+00:00,8,
Rarst/wporg-client,2014-12-26 21:52:31+00:00,27,53,PHP,7,0,3,3,MIT,2017-10-25 04:19:37+00:00,3,
Oefenweb/php-statistics,2015-05-31 18:06:12+00:00,29,21,PHP,8,2,3,1,MIT,2019-11-14 04:52:05+00:00,2,
a2way-com/laravel-tenant-migrate,2014-11-08 10:21:12+00:00,32,19,PHP,12,1,3,3,ISC,2019-11-14 02:53:08+00:00,2,
Vuedo/vuedo,2016-07-15 06:07:07+00:00,1014,1760,PHP,432,21,134,6,MIT,2016-11-24 17:22:38+00:00,9,
bummzack/page-blocks,2014-09-16 13:09:16+00:00,195,16,PHP,10,3,5,5,BSD-3-Clause,2017-07-29 09:43:28+00:00,7,
fanout/php-pubcontrol,2015-01-15 07:46:39+00:00,1293,0,PHP,5,3,4,3,MIT,2017-10-24 19:25:46+00:00,3,
versionable/Ferret,2011-01-12 12:09:08+00:00,171,19,PHP,5,1,0,3,MIT,2016-05-27 17:14:18+00:00,3,
leo108/php_cas_server,2016-09-23 03:36:16+00:00,171,127,PHP,25,3,9,1,MIT,2016-10-30 00:00:31+00:00,5,
JacerOmri/curl-axel,2011-08-28 16:24:20+00:00,203,36,PHP,14,0,6,2,MIT,2018-09-06 23:39:00+00:00,3,
thelia-modules/FreeShipping,2014-01-21 09:45:33+00:00,89,1,PHP,7,1,4,9,GPL-3.0,2016-05-20 08:10:30+00:00,12,
SVD-RND-MIS-IT/SVD-Service-API,2016-04-02 07:17:48+00:00,149,0,PHP,7,1,2,7,Apache-2.0,2017-07-10 01:36:36+00:00,8,
traderinteractive/chef-php,2014-03-06 19:14:16+00:00,24,0,PHP,5,0,21,6,MIT,2019-11-14 04:13:51+00:00,8,
organization/SimpleArea,2015-06-27 12:33:07+00:00,539,18,PHP,8,3,11,1,MIT,2017-02-10 20:21:21+00:00,11,
voocel/docker-lnmp,2017-06-02 15:49:03+00:00,54,47,PHP,17,0,7,1,MIT,2017-07-21 11:41:41+00:00,6,
qpleple/wordpress-on-dotcloud,2011-07-24 02:10:49+00:00,128,30,PHP,12,0,2,2,MIT,2017-02-09 12:21:02+00:00,3,
zyberspace/php-telegram-cli-client,2015-02-18 04:24:17+00:00,83,101,PHP,65,8,19,3,MPL-2.0,2016-05-27 18:37:19+00:00,3,
magento-hackathon/Perfect_Watermarks,2013-01-12 22:33:33+00:00,436,50,PHP,25,14,78,6,OSL-3.0,2017-11-24 19:15:13+00:00,7,
thecodingmachine/utils.graphics.mouf-imagine,2015-04-22 06:51:54+00:00,517,0,PHP,7,1,4,7,MIT,2019-11-14 04:48:33+00:00,13,
Simettric/DoctrineTranslatableFormBundle,2016-05-17 19:17:40+00:00,33,4,PHP,13,2,2,4,MIT,2018-09-07 08:49:26+00:00,6,
sijad/flarum-ext-links,2016-03-11 13:38:48+00:00,165,20,PHP,10,7,4,5,MIT,2018-10-13 02:51:11+00:00,9,
