Name with Owner,Created Timestamp,Size,Stars Count,Language,Forks Count,Open Issues Count,Watchers Count,Contributors Count,License,Last Synced Timestamp,developers_count,commit_count_after_introduction
silverstripe/silverstripe-subsites,2011-01-10 04:33:56+00:00,2512,63,PHP,97,32,23,64,BSD-3-Clause,2019-11-14 05:02:05+00:00,92,
sybrew/the-seo-framework,2015-12-09 04:09:26+00:00,5780,264,PHP,33,83,26,9,GPL-3.0,2019-11-14 05:05:42+00:00,12,571
symfony/finder,2011-02-22 18:03:01+00:00,979,6652,PHP,37,0,15,115,MIT,2019-11-14 05:06:33+00:00,145,466
vaimo/composer-patches,2016-02-23 10:04:04+00:00,1410,121,PHP,11,7,10,19,MIT,2019-11-14 05:10:06+00:00,37,
mantisbt-plugins/source-integration,2010-06-15 21:20:12+00:00,1193,146,PHP,114,24,32,33,MIT,2017-11-24 18:30:41+00:00,68,
doubleleft/hook,2013-11-14 19:35:52+00:00,3499,751,PHP,86,25,69,9,MIT,2016-11-24 13:53:57+00:00,16,
chriskacerguis/codeigniter-restserver,2009-06-18 15:54:54+00:00,4045,4433,PHP,2625,21,440,146,MIT,2019-11-14 03:50:55+00:00,181,
readerself/readerself,2013-03-23 05:25:23+00:00,6867,146,PHP,30,19,13,3,BSD-3-Clause,2017-11-24 18:46:42+00:00,11,
techdivision/import,2016-12-08 17:07:53+00:00,1638,95,PHP,16,4,27,6,OSL-3.0,2019-11-14 05:07:10+00:00,21,
atlasphp/Atlas.Orm,2015-10-14 16:17:00+00:00,1596,425,PHP,22,10,29,18,MIT,2019-11-14 03:15:23+00:00,20,
GrafiteInc/FormMaker,2016-07-18 18:05:09+00:00,394,22,PHP,20,1,3,8,MIT,2019-11-29 05:27:14+00:00,12,
bozhinov/pChart2.0-for-PHP7,2016-11-24 19:05:48+00:00,8008,49,PHP,30,0,8,0,GPL-3.0,2017-01-20 23:46:23+00:00,5,
monicahq/monica,2017-02-17 00:02:58+00:00,80119,8279,PHP,1023,351,228,62,AGPL-3.0,2017-11-10 02:13:03+00:00,26,826
tinify/wordpress-plugin,2015-02-10 13:57:14+00:00,8326,62,PHP,30,5,10,15,GPL-2.0,2019-11-14 05:08:15+00:00,25,
Payum/Core,2013-12-03 08:00:54+00:00,1092,28,PHP,15,0,2,42,MIT,2019-11-14 04:54:32+00:00,56,126
mailgun/mailgun-php,2013-07-25 07:20:47+00:00,2908,893,PHP,248,30,75,64,MIT,2019-11-14 04:45:32+00:00,103,
Zizaco/confide,2013-01-14 06:41:18+00:00,2947,1293,PHP,304,42,82,85,MIT,2016-11-24 14:00:20+00:00,93,
owncloud/notifications,2015-09-01 08:51:54+00:00,621,10,PHP,9,18,62,28,AGPL-3.0,2019-07-07 02:13:37+00:00,55,
braincrafted/bootstrap-bundle,2012-07-21 13:14:25+00:00,1835,413,PHP,193,45,31,81,MIT,2016-11-24 13:38:31+00:00,92,
thePrintLabs/pressroom,2014-09-23 12:57:10+00:00,16929,30,PHP,5,0,12,4,GPL-2.0,2017-11-24 19:53:52+00:00,7,
kolber/stacey,2009-08-14 05:48:28+00:00,2688,1066,PHP,150,58,52,15,MIT,2017-11-24 18:14:26+00:00,22,
ssl/ezXSS,2017-03-06 19:30:02+00:00,744,602,PHP,124,3,35,0,MIT,2017-11-24 20:17:07+00:00,23,
fenos/Notifynder,2014-04-04 02:48:29+00:00,796,443,PHP,82,5,22,13,MIT,2019-10-30 16:12:48+00:00,19,
spryker-eco/payone,2017-01-13 13:47:52+00:00,203612,1,PHP,5,1,27,16,MIT,2019-12-02 11:26:31+00:00,41,
cocur/slugify,2012-03-23 18:57:44+00:00,504,2266,PHP,203,28,44,76,MIT,2019-11-14 03:55:58+00:00,100,
pixmicat/pixmicat,2014-01-14 11:59:51+00:00,1424,35,PHP,13,4,12,5,Artistic-2.0,2016-06-21 07:12:14+00:00,12,
prooph/event-store-client,2018-07-22 21:32:59+00:00,1513,77,PHP,6,5,13,7,BSD-3-Clause,2019-11-14 04:57:01+00:00,16,123
ikkez/f3-cortex,2015-05-19 05:52:37+00:00,811,88,PHP,14,11,20,5,GPL-3.0,2019-11-14 04:37:09+00:00,10,
gordalina/cachetool,2014-09-22 17:09:20+00:00,5074,875,PHP,74,18,27,30,MIT,2019-11-21 21:11:09+00:00,59,
halaxa/json-machine,2018-11-05 19:25:46+00:00,583,165,PHP,11,3,6,5,Apache-2.0,2019-12-20 19:34:44+00:00,13,
soruly/trace.moe,2016-05-27 05:09:59+00:00,10131,1461,PHP,104,4,65,5,MIT,2019-02-01 09:19:30+00:00,14,
bmitch/churn-php,2017-06-10 16:01:41+00:00,619,946,PHP,47,28,26,32,MIT,2019-11-14 03:36:59+00:00,43,
indieweb/wordpress-indieweb,2013-04-24 12:58:58+00:00,1326,54,PHP,17,16,19,14,MIT,2019-11-14 04:37:38+00:00,18,
memio/memio,2014-10-12 21:48:05+00:00,1342,343,PHP,18,7,16,7,MIT,2019-11-14 04:23:41+00:00,9,
initbizlab/oc-cumuluscore-plugin,2017-02-15 08:47:23+00:00,1848,4,PHP,5,0,4,0,MIT,2017-02-15 08:48:10+00:00,14,
jasonweicn/miniframework,2015-01-25 02:40:51+00:00,415,65,PHP,19,3,4,1,Apache-2.0,2018-10-24 18:43:07+00:00,4,
resque/php-resque,2016-08-15 17:12:37+00:00,499,111,PHP,21,10,22,71,MIT,2019-12-20 23:21:25+00:00,103,
DamienHarper/DoctrineAuditBundle,2018-01-12 14:29:02+00:00,451,140,PHP,47,8,10,18,MIT,2019-12-05 23:15:20+00:00,42,
mybb/merge-system,2012-11-01 23:00:20+00:00,1408,22,PHP,22,22,30,13,GPL-3.0,2017-11-24 19:17:56+00:00,28,
AyeAyeApi/Api,2014-09-12 08:39:02+00:00,488,34,PHP,8,6,5,4,MIT,2016-05-27 15:27:10+00:00,4,
raulfraile/ladybug,2011-11-04 09:42:46+00:00,4039,446,PHP,56,18,21,19,MIT,2016-11-24 13:58:19+00:00,20,
erandirjunior/plug-route,2018-07-09 22:49:21+00:00,221,33,PHP,9,3,3,7,MIT,2019-11-23 00:44:53+00:00,10,120
bpiwowar/papercite,2011-01-10 10:48:48+00:00,2406,29,PHP,29,35,5,12,GPL-2.0,2017-03-06 15:04:05+00:00,23,
rchain/bounties,2017-03-09 18:00:04+00:00,38566,66,PHP,48,201,78,0,MIT,2017-03-09 20:21:42+00:00,33,
kryoz/sociochat,2014-04-07 14:55:41+00:00,1858,66,PHP,13,0,12,2,Apache-2.0,2016-08-09 21:05:23+00:00,8,
liip/LiipThemeBundle,2011-03-24 15:24:41+00:00,331,286,PHP,77,28,48,44,MIT,2019-11-14 04:43:43+00:00,55,
wormling/phparia,2015-01-16 15:20:08+00:00,457,32,PHP,21,12,12,4,Apache-2.0,2017-10-25 05:11:54+00:00,10,
ipinfo/php,2018-09-02 02:39:43+00:00,130,28,PHP,13,5,11,58,Apache-2.0,2019-11-14 04:38:17+00:00,74,
rzproject/cms-sandbox,2013-05-27 03:47:05+00:00,25434,3,PHP,8,0,2,2,MIT,2016-08-09 20:48:27+00:00,5,
UserApplePie/UserApplePie-v4,2016-03-27 01:59:32+00:00,2250,16,PHP,7,0,5,6,MIT,2019-11-14 05:09:55+00:00,6,
DanySpin97/PhpBotFramework,2016-10-31 23:56:32+00:00,3037,45,PHP,8,9,8,4,LGPL-3.0,2017-05-31 21:57:27+00:00,7,
studip/studip-rest.ip,2012-01-24 17:47:56+00:00,1248,18,PHP,6,36,4,7,GPL-2.0,2017-10-29 07:09:26+00:00,13,
caoym/phpboot,2015-10-08 07:37:41+00:00,1157,500,PHP,120,3,68,4,MIT,2018-09-06 15:53:57+00:00,12,
sonata-project/SonataAdminSearchBundle,2014-12-03 09:26:15+00:00,291,16,PHP,18,5,16,12,MIT,2017-11-27 18:36:00+00:00,19,
symfony/symfony-installer,2014-10-16 09:32:36+00:00,401,344,PHP,122,1,44,37,MIT,2018-04-01 12:28:59+00:00,40,
clue/reactphp-buzz,2013-08-30 12:27:53+00:00,332,285,PHP,33,9,13,10,MIT,2019-11-14 03:54:17+00:00,12,
Kucoin/kucoin-php-sdk,2019-01-07 12:23:35+00:00,167,24,PHP,6,1,4,2,MIT,2019-12-18 09:50:04+00:00,20,
firegento/firegento-magesetup2,2015-10-24 10:49:03+00:00,231,87,PHP,63,48,22,24,GPL-3.0,2019-11-14 04:17:25+00:00,36,
woohoolabs/yang,2015-10-03 20:03:55+00:00,469,128,PHP,10,2,5,5,MIT,2019-11-14 05:12:42+00:00,10,
auraphp/Aura.Auth,2014-06-13 15:19:41+00:00,415,120,PHP,25,7,17,19,BSD-2-Clause,2019-11-14 03:15:59+00:00,21,
zendframework/zend-component-installer,2015-12-17 15:18:15+00:00,2178,44,PHP,16,4,26,11,BSD-3-Clause,2019-11-14 05:15:05+00:00,12,
amphp/file,2015-07-11 01:56:20+00:00,306,36,PHP,12,2,7,12,MIT,2019-09-14 04:05:37+00:00,15,148
cahyadsn/wilayah,2017-01-16 10:39:24+00:00,2205,81,PHP,56,0,17,0,MIT,2017-01-16 10:39:26+00:00,6,
sendwithus/sendwithus_php,2013-01-09 21:47:36+00:00,412,21,PHP,22,1,24,26,Apache-2.0,2018-10-24 22:39:15+00:00,32,
wearearchitect/sharepoint-oauth-app-client,2014-11-03 17:45:35+00:00,338,7,PHP,5,0,20,3,MIT,2016-05-27 14:47:19+00:00,3,
Stampie/Stampie,2011-11-28 18:52:39+00:00,1230,273,PHP,27,7,10,15,MIT,2019-11-14 04:35:50+00:00,19,
chargebee/chargebee-php,2012-04-30 15:28:39+00:00,6532,43,PHP,31,16,24,9,MIT,2020-01-08 06:07:00+00:00,34,
neos/Neos.MarketPlace,2016-03-09 12:22:31+00:00,595,6,PHP,6,9,3,8,MIT,2019-11-14 04:50:00+00:00,9,
ezsystems/ezplatform-http-cache,2017-02-07 17:11:30+00:00,381,38,PHP,19,10,16,19,GPL-2.0,2019-12-23 13:36:48+00:00,33,
imbo/behat-api-extension,2016-06-01 15:01:12+00:00,346,78,PHP,17,10,3,8,MIT,2019-09-15 16:36:40+00:00,12,164
mikeerickson/phpunit-pretty-result-printer,2017-07-17 23:21:46+00:00,621,1164,PHP,49,7,20,24,MIT,2019-11-14 03:56:14+00:00,22,
nglasl/silverstripe-misdirection,2014-09-08 04:49:37+00:00,6169,14,PHP,12,6,3,1,BSD-3-Clause,2019-11-14 04:50:42+00:00,3,
cyso/TonicDNS,2011-10-26 13:26:55+00:00,455,30,PHP,10,10,12,5,MIT,2017-11-24 19:22:36+00:00,8,
ramsey/uuid-doctrine,2015-06-21 22:28:08+00:00,85,321,PHP,30,11,16,17,MIT,2017-11-26 21:13:39+00:00,51,
IMAmuseum/tap-cms,2011-12-02 18:54:56+00:00,26082,27,PHP,10,16,21,11,GPL-3.0,2017-11-24 19:19:14+00:00,17,
Icinga/icingaweb2-module-cube,2016-09-06 21:56:23+00:00,475,13,PHP,5,13,6,0,GPL-2.0,2016-09-06 21:56:26+00:00,15,
IsraelOrtuno/pipedrive,2015-11-29 19:59:35+00:00,189,108,PHP,35,0,15,15,MIT,2019-12-03 16:59:58+00:00,33,
vasa-c/go-db,2012-04-21 14:36:00+00:00,508,59,PHP,5,19,24,4,MIT,2018-09-06 21:05:34+00:00,11,
sascha-egerer/phpstan-typo3,2017-10-18 11:38:30+00:00,41,10,PHP,8,0,4,3,MIT,2019-12-13 13:49:13+00:00,16,
tipsyphp/tipsy,2014-07-23 20:27:49+00:00,1788,60,PHP,10,26,11,3,MIT,2018-09-07 12:00:27+00:00,3,
nglasl/silverstripe-extensible-search,2014-06-16 01:13:10+00:00,752,14,PHP,10,4,4,4,BSD-3-Clause,2019-11-14 04:50:42+00:00,6,
OMGZui/noteBook,2017-09-20 12:34:50+00:00,29241,283,PHP,65,0,20,1,MIT,2017-09-20 12:38:42+00:00,5,
voku/portable-ascii,2019-09-05 00:56:52+00:00,304,37,PHP,6,17,4,5,MIT,2019-12-23 12:41:15+00:00,18,
Umisoft/umi-framework,2013-11-07 14:45:25+00:00,13773,23,PHP,11,1,21,7,BSD-3-Clause,2016-05-27 16:29:13+00:00,9,
overtrue/socialite,2015-11-30 15:21:29+00:00,196,859,PHP,155,2,28,23,MIT,2019-11-14 04:53:30+00:00,52,107
mglaman/drupal-check,2019-02-14 17:06:00+00:00,1610,151,PHP,29,32,12,11,GPL-2.0,2019-10-28 21:44:46+00:00,26,
UnicornGlobal/strong-lumen,2017-12-01 22:58:25+00:00,489,46,PHP,5,6,8,5,MIT,2019-02-14 18:36:54+00:00,8,
FACT-Finder/FACT-Finder-PHP-Library,2013-08-14 13:24:46+00:00,4503,17,PHP,17,12,11,13,MIT,2017-10-25 06:04:37+00:00,18,
MovingImage24/VMProApiClient,2016-11-16 12:09:23+00:00,302,0,PHP,7,1,9,7,BSD-3-Clause,2020-01-10 09:49:32+00:00,13,
MindscapeHQ/raygun4wordpress,2013-04-04 08:27:21+00:00,133,5,PHP,5,2,22,10,MIT,2017-10-26 21:36:11+00:00,21,
GunnJerkens/wp-boilerplate,2013-11-14 23:45:04+00:00,500,33,PHP,9,8,3,6,MIT,2017-04-05 01:55:22+00:00,12,
tapaswenipathak/Women-GitHubers,2015-10-23 01:45:36+00:00,2916,128,PHP,97,1,15,66,MIT,2017-07-17 13:37:36+00:00,98,
stfalcon-studio/ls-plugin_lsgallery,2012-02-22 09:09:03+00:00,2030,19,PHP,10,8,11,9,GPL-3.0,2017-11-24 19:15:33+00:00,13,
owncloud/files_external_ftp,2015-07-07 13:01:07+00:00,124,7,PHP,6,6,76,12,AGPL-3.0,2019-05-17 12:14:18+00:00,27,
lscavelli/newportal,2017-09-12 11:04:32+00:00,2987,43,PHP,14,0,7,1,MIT,2017-09-12 11:07:33+00:00,6,
yiiviet/yii2-payment,2018-05-03 06:18:35+00:00,410,13,PHP,6,1,4,1,BSD-3-Clause,2019-11-14 05:14:16+00:00,3,
ARCANEDEV/noCAPTCHA,2015-01-17 15:25:30+00:00,289,275,PHP,27,0,15,3,MIT,2019-11-14 03:11:30+00:00,5,
edbizarro/laravel-facebook-ads,2016-04-07 05:30:14+00:00,283,57,PHP,15,5,13,11,MIT,2019-11-14 04:14:55+00:00,9,
antonioribeiro/google2fa-laravel,2017-06-17 15:04:32+00:00,191,416,PHP,84,14,18,14,MIT,2019-11-14 04:56:37+00:00,36,
hjue/JustWriting,2014-07-31 01:54:11+00:00,4428,525,PHP,88,5,35,7,MIT,2016-11-24 13:55:14+00:00,7,
Naoray/laravel-package-maker,2018-08-09 12:27:40+00:00,257,62,PHP,10,1,3,4,MIT,2019-09-21 16:12:47+00:00,10,
redound/phalcon-rest,2015-04-06 12:42:13+00:00,317,104,PHP,46,13,26,7,MIT,2019-11-14 04:52:23+00:00,8,
voku/HtmlMin,2016-10-16 03:13:22+00:00,399,70,PHP,13,0,5,3,MIT,2019-11-18 16:01:34+00:00,13,
rconfig/rconfig,2016-07-17 20:03:18+00:00,18119,28,PHP,19,6,18,2,GPL-3.0,2016-07-17 22:33:55+00:00,2,
superfaktura/apiclient,2015-03-20 08:57:47+00:00,850,10,PHP,10,0,7,6,MIT,2019-11-14 05:05:27+00:00,16,
WyriHaximus/FlyPie,2014-10-16 21:47:36+00:00,109,29,PHP,7,1,4,5,MIT,2018-07-23 16:46:28+00:00,9,
compropago/compropago-php,2014-01-07 02:47:03+00:00,537,6,PHP,6,0,12,6,Apache-2.0,2019-11-14 03:59:43+00:00,12,
enygma/expose,2013-05-16 23:17:45+00:00,289,218,PHP,32,28,30,16,MIT,2018-09-06 19:37:06+00:00,19,
srmklive/laravel-paypal,2015-10-05 07:52:07+00:00,224,461,PHP,159,1,20,36,MIT,2019-12-24 07:19:36+00:00,19,
dotzero/amocrm-php,2016-05-05 08:35:33+00:00,365,171,PHP,94,19,28,13,MIT,2019-12-08 18:33:35+00:00,20,
JackNoordhuis/PocketMine-MP-Plugins,2015-04-12 13:03:24+00:00,181,32,PHP,21,2,11,1,GPL-2.0,2017-11-24 20:01:22+00:00,6,
stonedz/pff2,2014-08-18 09:46:52+00:00,224,1,PHP,5,5,5,2,MIT,2019-11-14 05:04:53+00:00,5,
clue/reactphp-stdio,2013-08-28 22:45:09+00:00,287,148,PHP,11,5,3,3,MIT,2019-11-14 03:54:22+00:00,7,
yajra/laravel-datatables-editor,2017-12-16 02:07:14+00:00,147,71,PHP,6,15,6,3,MIT,2019-11-14 05:13:50+00:00,11,96
TypiCMS/Translations,2014-11-30 21:35:53+00:00,118,2,PHP,6,2,2,2,MIT,2019-11-14 05:09:15+00:00,2,
ActiveCampaign/activecampaign-api-php,2012-07-05 20:20:18+00:00,700,72,PHP,54,5,51,16,MIT,2018-02-28 19:59:41+00:00,17,
reactphp/http-client,2012-10-28 21:33:00+00:00,172,171,PHP,56,16,24,17,MIT,2018-04-20 13:32:03+00:00,21,
caseyamcl/phpoaipmh,2012-07-30 14:06:07+00:00,307,50,PHP,20,6,7,8,MIT,2018-10-24 14:31:06+00:00,16,
mailjet/mailjet-apiv3-php-simple,2014-05-21 16:03:04+00:00,354,55,PHP,47,2,22,14,MIT,2016-06-18 07:14:46+00:00,15,
jkrug/TOXID-cURL,2011-09-29 08:54:10+00:00,214,24,PHP,29,11,16,13,MIT,2017-11-24 19:44:01+00:00,25,
tsawler/laravel-filemanager,2015-03-26 02:42:18+00:00,2593,68,PHP,130,21,8,7,MIT,2016-05-31 14:40:31+00:00,10,
madewithlove/elasticsearcher,2014-10-03 09:53:55+00:00,168,158,PHP,19,12,27,11,MIT,2018-09-07 01:39:32+00:00,15,
bitfumes/laravel-multiauth,2018-08-02 18:28:05+00:00,274,159,PHP,46,5,25,5,MIT,2019-11-14 03:34:41+00:00,11,
shuchkin/simplexlsx,2016-05-25 07:42:04+00:00,176,403,PHP,133,4,22,7,MIT,2019-11-07 00:44:04+00:00,15,
particle-php/Filter,2015-05-22 12:47:56+00:00,191,80,PHP,12,8,5,8,BSD-3-Clause,2019-11-14 04:54:08+00:00,9,
Froiden/laravel-rest-api,2016-09-01 06:07:50+00:00,140,62,PHP,14,1,15,5,MIT,2019-11-14 04:18:49+00:00,10,
bauerjj/SphinxSearchPlugin,2012-05-09 03:00:22+00:00,6211,14,PHP,5,1,5,3,GPL-2.0,2017-11-25 04:11:21+00:00,7,
byjg/migration,2016-06-09 05:25:46+00:00,121,70,PHP,12,0,6,5,MIT,2019-11-14 03:43:06+00:00,12,
mikehaertl/phpwkhtmltopdf,2012-04-25 10:30:26+00:00,600,1236,PHP,226,2,66,23,MIT,2019-11-14 04:47:35+00:00,25,
drupal-ukraine/dmaps,2015-12-09 13:56:47+00:00,23730,10,PHP,13,17,10,5,GPL-2.0,2017-05-24 21:40:09+00:00,7,
leejoneshane/docker-youphptube,2017-05-31 04:42:21+00:00,80,3,PHP,5,1,1,2,GPL-3.0,2018-01-27 09:38:44+00:00,5,
airbrake/phpbrake,2015-07-13 13:32:45+00:00,155,37,PHP,22,3,15,19,MIT,2019-11-14 02:59:01+00:00,23,
wpmudev/ultimate-facebook,2016-12-09 23:54:27+00:00,1101,7,PHP,11,0,11,0,GPL-2.0,2016-12-22 09:34:56+00:00,8,
AlexaCRM/php-crm-toolkit,2016-08-01 12:35:15+00:00,1402,73,PHP,35,10,8,7,LGPL-3.0,2019-11-14 03:00:42+00:00,13,
Dominus77/yii2-sweetalert2-widget,2017-05-02 20:41:42+00:00,155,8,PHP,5,0,1,2,MIT,2018-09-06 18:37:04+00:00,5,
Hackademic/hackademic,2012-09-23 18:07:17+00:00,164618,193,PHP,83,41,39,10,GPL-3.0,2017-11-24 18:37:35+00:00,19,
notFloran/mjml-bundle,2017-09-05 18:35:37+00:00,109,60,PHP,12,2,3,6,MIT,2019-11-14 04:51:17+00:00,11,
gnello/php-openfire-restapi,2016-05-19 23:39:30+00:00,177,21,PHP,12,0,6,1,Apache-2.0,2019-11-14 04:24:42+00:00,3,
Bynder/drupal-media-bynder,2015-04-24 07:16:43+00:00,181,7,PHP,6,1,56,6,MIT,2016-05-27 16:36:18+00:00,13,
neos/redirecthandler-databasestorage,2016-04-26 14:53:37+00:00,126,3,PHP,10,2,2,10,MIT,2019-11-14 04:50:03+00:00,16,
kishor10d/Admin-Panel-User-Management-using-CodeIgniter,2014-09-12 19:57:36+00:00,22130,177,PHP,160,2,38,2,GPL-3.0,2019-07-02 14:13:25+00:00,5,
glowlogix/wp-frontend-profile,2014-12-05 13:36:35+00:00,1309,7,PHP,11,5,3,1,GPL-2.0,2016-05-27 17:57:01+00:00,21,
laravolt/indonesia,2016-07-15 09:39:20+00:00,4942,192,PHP,80,1,14,13,MIT,2019-11-20 11:01:36+00:00,30,
ankitjain28may/openchat,2016-06-18 07:45:24+00:00,4268,9,PHP,20,34,3,1,MIT,2016-07-03 03:11:19+00:00,12,
tomloprod/ionic-push-php,2016-12-10 14:16:57+00:00,112,19,PHP,8,1,2,4,MIT,2018-04-05 17:30:39+00:00,5,
dreamfactorysoftware/df-oauth,2015-05-02 13:41:50+00:00,115,5,PHP,8,2,14,6,Apache-2.0,2019-10-24 13:35:46+00:00,13,
auraphp/Aura.Project_Kernel,2013-11-21 03:21:07+00:00,540,7,PHP,7,0,2,7,BSD-2-Clause,2016-05-27 15:45:46+00:00,10,
jwage/phpchunkit,2016-10-19 17:13:38+00:00,1640,231,PHP,8,5,4,4,MIT,2016-11-24 17:29:45+00:00,7,
polypodes/GoogleDrive-based-DMS,2014-11-10 17:15:17+00:00,3129,9,PHP,7,2,6,4,MIT,2017-11-25 10:49:28+00:00,4,
bernardphp/BernardBundle,2014-01-23 13:11:15+00:00,144,89,PHP,29,9,7,18,MIT,2017-07-23 12:46:21+00:00,23,
Patreon/patreon-php,2015-10-08 22:20:11+00:00,119,88,PHP,24,22,75,8,Apache-2.0,2019-11-14 04:54:11+00:00,15,
sensiolabs/security-checker,2013-02-01 10:45:33+00:00,127,1773,PHP,105,8,59,27,MIT,2019-11-14 05:00:49+00:00,28,
DigitalKwarts/classy,2016-05-09 08:49:24+00:00,389,62,PHP,9,5,16,4,GPL-3.0,2016-08-09 22:03:52+00:00,6,
Crinsane/LaravelShoppingcart,2013-05-22 18:17:19+00:00,153,2791,PHP,1096,184,174,23,MIT,2019-11-14 04:23:08+00:00,25,
crisu83/yii-auth,2012-12-24 00:43:28+00:00,4765,144,PHP,102,12,39,20,BSD-3-Clause,2016-11-24 13:38:46+00:00,24,
mcguffin/acf-duplicate-repeater,2017-08-23 10:32:16+00:00,716,72,PHP,9,3,8,3,GPL-3.0,2019-09-30 17:11:55+00:00,5,
Contex/XenAPI,2012-07-10 10:32:24+00:00,477,104,PHP,52,24,25,3,LGPL-3.0,2017-11-24 18:27:25+00:00,4,
spatie/fractalistic,2016-12-09 10:56:28+00:00,68,285,PHP,24,0,7,14,MIT,2019-11-14 05:03:57+00:00,27,
ecoco/magento_profiler,2016-09-13 20:05:30+00:00,2236,58,PHP,12,3,11,1,MIT,2016-12-12 20:46:00+00:00,4,
hcgcloud/pterodactyl-sdk,2019-01-31 02:00:40+00:00,83,12,PHP,7,0,3,2,MIT,2019-12-16 07:56:12+00:00,9,
devaneando/Wikitten,2013-02-24 12:49:49+00:00,2350,631,PHP,158,33,54,11,MIT,2017-11-24 18:50:59+00:00,22,
fastbill/fastbill-php-sdk,2018-07-24 20:10:25+00:00,2648,22,PHP,5,0,6,4,MIT,2019-11-14 05:16:49+00:00,8,
shibby/WHMCS-SmsModule,2012-10-19 08:47:38+00:00,237,41,PHP,70,17,22,10,GPL-3.0,2017-11-24 20:03:49+00:00,19,
isswp101/elasticsearch-eloquent,2016-03-10 21:55:18+00:00,223,92,PHP,9,6,6,1,MIT,2016-12-23 08:31:28+00:00,3,
artesaos/moip,2015-05-14 14:35:30+00:00,225,36,PHP,19,2,12,15,MIT,2018-09-06 14:05:37+00:00,18,
iNem0o/PicORM,2013-09-03 18:21:59+00:00,872,12,PHP,7,1,6,1,LGPL-3.0,2016-05-27 17:59:19+00:00,4,
Islandora/islandora_solr_views,2012-06-11 21:15:59+00:00,175,6,PHP,26,2,25,22,GPL-3.0,2019-11-06 19:37:54+00:00,31,
spatie/7to5,2016-02-19 14:21:40+00:00,172,132,PHP,18,0,9,10,MIT,2018-06-01 14:43:38+00:00,14,
PocketWarriors/SkywarsPe,2014-08-16 21:44:31+00:00,698,25,PHP,17,7,16,6,Apache-2.0,2017-11-24 19:25:55+00:00,9,
ker0x/CakeGCM,2014-07-31 08:30:03+00:00,128,8,PHP,5,1,5,4,MIT,2018-09-07 00:31:29+00:00,5,
mozilla/hivelearningnetworks.org,2014-05-30 22:33:18+00:00,80769,1,PHP,5,2,24,1,MPL-2.0,2017-01-29 18:21:17+00:00,4,
maniaplanet/maniaplanet-ws-sdk,2014-01-10 11:16:55+00:00,612,8,PHP,7,3,8,8,LGPL-3.0,2016-05-27 19:17:35+00:00,10,
BetterBrief/silverstripe-opauth,2013-05-01 08:49:55+00:00,148,33,PHP,19,5,6,5,BSD-3-Clause,2016-05-27 15:13:42+00:00,5,
potsky/PimpMyLog,2012-10-16 11:07:38+00:00,17947,436,PHP,44,37,24,3,GPL-3.0,2017-06-12 11:24:24+00:00,4,
ualink/phpb2b,2014-02-25 05:19:39+00:00,8462,11,PHP,7,2,4,0,GPL-3.0,2016-07-13 13:04:32+00:00,9,
alexeyshockov/colada,2012-04-04 08:52:22+00:00,658,32,PHP,5,0,5,4,MIT,2019-09-04 19:46:59+00:00,6,
jstewmc/php-helpers,2014-07-20 20:49:22+00:00,1040,13,PHP,5,2,3,1,MIT,2016-05-28 04:37:32+00:00,2,
fage1151/swoole-worker,2017-07-23 02:43:27+00:00,175,9,PHP,5,0,1,2,Apache-2.0,2017-11-21 18:11:51+00:00,4,
Pageworks/craft-manytomany,2014-07-11 22:00:59+00:00,240,75,PHP,9,9,6,4,MIT,2018-09-07 05:41:09+00:00,11,
ss23/Lyrics-Database,2010-12-21 08:14:02+00:00,2224,9,PHP,5,1,6,2,MIT,2017-03-26 06:44:22+00:00,4,
Tmeister/wp-api-jwt-auth,2015-07-29 03:58:36+00:00,4272,182,PHP,57,55,17,2,GPL-2.0,2016-08-09 21:04:17+00:00,20,
gerardojbaez/laraplans,2016-09-16 19:19:46+00:00,135,70,PHP,24,6,6,3,MIT,2018-02-23 23:28:10+00:00,10,
0blio/Caesar,2017-11-24 16:39:03+00:00,1250,182,PHP,86,3,26,0,GPL-3.0,2017-11-24 17:53:16+00:00,2,
wp-plugins/wp-members,2015-01-22 05:01:11+00:00,1642,9,PHP,13,1,6,1,GPL-2.0,2018-11-26 05:55:33+00:00,2,
chadicus/slim-oauth2-middleware,2015-07-15 10:43:51+00:00,609,40,PHP,14,1,4,4,MIT,2018-09-15 19:36:15+00:00,5,
paufsc/Kanban,2014-10-23 08:50:46+00:00,1273,11,PHP,8,3,5,5,MIT,2017-11-24 21:46:46+00:00,9,
acquia/headless_lightning,2017-07-24 15:12:21+00:00,11154,51,PHP,20,17,12,5,GPL-2.0,2019-11-14 03:11:32+00:00,9,
Cron/Cron,2013-03-02 16:30:54+00:00,117,217,PHP,40,8,19,6,MIT,2019-11-14 04:09:59+00:00,17,
novius/novius_onlinemediafiles,2014-01-23 10:48:27+00:00,247,1,PHP,7,2,4,7,AGPL-3.0,2017-05-18 15:36:43+00:00,17,
jolicode/JoliCi,2013-10-11 13:15:18+00:00,2473,668,PHP,45,17,55,16,MIT,2016-11-24 13:56:12+00:00,17,
pixelfederation/vitess-php-pdo,2016-01-28 10:10:34+00:00,374,24,PHP,7,0,6,2,Apache-2.0,2018-09-07 06:31:49+00:00,3,
theorchard/monolog-cascade,2015-03-17 14:57:15+00:00,126,119,PHP,29,13,15,14,MIT,2019-11-14 05:07:46+00:00,22,
