Name with Owner,Created Timestamp,Size,Stars Count,Language,Forks Count,Open Issues Count,Watchers Count,Contributors Count,License,Last Synced Timestamp,developers_count,commit_count_after_introduction
OtterBrowser/otter-browser,2013-06-04 19:50:01+00:00,58919,856,C++,162,164,114,38,GPL-3.0,2017-11-24 18:38:17+00:00,69,10390
hughperkins/tf-coriander,2016-10-13 11:50:41+00:00,96070,663,C++,80,34,75,437,Apache-2.0,2016-10-17 13:40:19+00:00,490,
stack-of-tasks/pinocchio,2014-10-07 15:42:51+00:00,10086,20,C++,21,31,26,9,LGPL-3.0,2017-11-24 19:26:47+00:00,88,
mangostwo/server,2013-05-30 22:48:07+00:00,343537,69,C++,46,0,34,84,GPL-2.0,2017-11-24 19:06:09+00:00,526,3632
genn-team/genn,2014-09-30 10:22:50+00:00,64051,72,C++,19,27,17,7,GPL-2.0,2017-11-24 19:07:26+00:00,37,
xoreos/xoreos,2010-08-10 00:39:01+00:00,23419,522,C++,89,19,113,24,GPL-3.0,2017-11-24 18:30:23+00:00,37,6740
dariaphoebe/bochs,2009-11-04 18:55:51+00:00,23192,41,C++,17,0,13,0,LGPL-2.1,2017-01-11 23:21:45+00:00,25,
tesseract-ocr/tesseract,2014-08-12 18:04:59+00:00,45733,32078,C++,6055,260,1597,62,Apache-2.0,2016-11-24 16:28:50+00:00,236,6221
GNOME/gnome-commander,2012-06-03 03:43:19+00:00,37776,23,C++,9,0,6,53,GPL-2.0,2017-11-24 19:19:59+00:00,198,
TASVideos/fceux,2018-04-08 23:13:50+00:00,155290,11,C++,7,0,5,0,GPL-2.0,2018-04-08 17:36:17+00:00,94,4425
kimwalisch/primecount,2013-06-09 21:03:30+00:00,3432,75,C++,10,2,13,1,BSD-2-Clause,2017-11-24 19:05:02+00:00,5,
pencil2d/pencil,2013-06-26 20:40:59+00:00,32400,454,C++,113,128,63,29,GPL-2.0,2017-03-24 06:39:57+00:00,81,5207
YosysHQ/nextpnr,2018-08-01 11:39:03+00:00,4716,153,C++,20,20,32,15,ISC,2018-11-26 18:16:24+00:00,114,4803
BoPeng/simuPOP,2016-04-14 02:57:25+00:00,116076,15,C++,6,9,7,1,GPL-2.0,2016-06-15 16:38:51+00:00,14,
arbonagw/HeliumRain,2016-07-18 19:07:36+00:00,28533,198,C++,35,0,32,2,BSD-3-Clause,2016-07-19 04:29:15+00:00,4,4610
Kazade/simulant-engine,2011-12-12 10:05:16+00:00,176928,21,C++,6,13,6,4,LGPL-3.0,2017-04-16 11:38:37+00:00,13,5290
xoseperez/espurna,2018-01-24 13:26:57+00:00,126597,1865,C++,426,299,147,24,GPL-3.0,2018-01-26 03:21:47+00:00,181,4503
DiligentGraphics/DiligentCore,2015-10-15 03:56:34+00:00,14435,87,C++,17,18,13,1,Apache-2.0,2017-09-08 14:36:41+00:00,33,4569
AbePralle/Rogue,2015-01-02 01:05:19+00:00,49790,13,C++,5,0,7,4,Unlicense,2017-11-24 22:09:46+00:00,6,
bbockelm/xrootd_old_git,2012-07-19 19:45:16+00:00,32644,2,C++,5,1,3,0,GPL-3.0,2017-02-12 05:02:30+00:00,26,
NUbots/robocup,2009-11-09 05:34:30+00:00,23557,35,C++,13,28,34,9,GPL-3.0,2017-11-24 19:53:29+00:00,33,
otland/forgottenserver,2013-07-01 01:57:06+00:00,18222,819,C++,642,209,187,73,GPL-2.0,2017-06-27 17:43:01+00:00,195,4003
diasurgical/devilution,2018-04-02 01:01:47+00:00,7198,5847,C++,695,59,232,23,Unlicense,2019-02-20 10:36:17+00:00,65,
vcmi/vcmi_old_mirror,2012-11-22 08:54:13+00:00,26095,51,C++,19,2,25,0,GPL-2.0,2017-11-24 19:03:27+00:00,25,1850
NVIDIA/tensorrt-inference-server,2018-10-04 21:10:30+00:00,6004,814,C++,160,20,60,2,BSD-3-Clause,2018-11-24 15:08:29+00:00,125,
intel/beignet,2016-12-20 11:20:08+00:00,8374,21,C++,12,6,3,0,LGPL-2.1,2016-12-20 13:25:34+00:00,77,3283
interpretml/interpret,2019-05-03 05:47:52+00:00,2726,2224,C++,267,27,106,13,MIT,2019-12-12 09:24:44+00:00,52,
davidgiven/fluxengine,2018-09-22 19:05:57+00:00,5729,104,C++,11,28,21,2,MIT,2019-02-19 18:18:00+00:00,32,
Laidout/laidout,2015-10-10 16:38:57+00:00,7919,28,C++,5,2,10,1,GPL-3.0,2017-11-24 19:56:42+00:00,4,
haiwen/seafile-client,2013-08-05 09:08:07+00:00,18391,263,C++,187,222,52,22,Apache-2.0,2017-11-24 17:51:54+00:00,56,2548
QuasarApp/CQtDeployer,2018-08-17 14:04:32+00:00,4182,46,C++,8,17,5,1,LGPL-3.0,2019-01-02 10:51:47+00:00,19,2373
20tab/UnrealEnginePython,2016-08-07 05:00:51+00:00,99584,957,C++,266,201,126,7,MIT,2016-11-24 17:25:49+00:00,47,2247
Pseudomanifold/Aleph,2016-11-30 08:42:10+00:00,1741,50,C++,11,4,6,0,MIT,2016-11-30 08:42:15+00:00,4,
linuxdeepin/deepin-installer-reborn,2016-08-15 02:34:00+00:00,94518,15,C++,13,5,13,0,GPL-3.0,2016-08-15 02:34:30+00:00,25,
TheQwertiest/foo_spider_monkey_panel,2016-11-15 14:36:12+00:00,8051,70,C++,12,14,9,0,MIT,2017-12-22 20:57:07+00:00,11,2167
yvt/openspades,2013-08-18 06:56:25+00:00,17179,392,C++,126,106,73,27,GPL-3.0,2017-11-24 18:41:44+00:00,80,2166
TUD-OS/seoul,2012-11-08 13:41:07+00:00,7774,25,C++,14,13,12,6,GPL-2.0,2017-11-24 19:21:41+00:00,27,
opengm/opengm,2012-06-01 11:37:44+00:00,11098,302,C++,135,52,45,31,MIT,2017-11-24 18:48:31+00:00,55,
lief-project/LIEF,2017-03-16 14:34:53+00:00,22558,1587,C++,237,68,93,0,Apache-2.0,2017-03-16 14:44:10+00:00,128,2382
beniz/seeks,2014-01-24 10:44:19+00:00,7076,169,C++,36,20,28,5,AGPL-3.0,2017-11-24 18:35:34+00:00,13,
LanguageMachines/frog,2014-06-05 13:39:28+00:00,43259,35,C++,9,13,10,2,GPL-3.0,2017-11-24 19:51:53+00:00,8,
bblanchon/ArduinoJson,2014-01-10 15:54:52+00:00,3721,4026,C++,768,13,204,14,MIT,2019-11-03 01:15:52+00:00,28,
bkaradzic/bx,2012-04-04 03:22:13+00:00,25786,253,C++,180,1,38,37,BSD-2-Clause,2017-10-29 15:18:30+00:00,99,
openzim/libzim,2017-04-08 14:15:14+00:00,2020,21,C++,5,27,9,6,GPL-2.0,2017-04-08 14:17:28+00:00,36,1876
cmderdev/cmder,2013-07-09 07:44:22+00:00,2461,19997,C++,1473,10,597,40,MIT,2017-11-24 18:53:12+00:00,157,
ethz-adrl/towr,2018-01-14 13:53:05+00:00,5363,147,C++,29,9,15,6,BSD-3-Clause,2019-03-06 23:36:31+00:00,12,
laanwj/bitcoin-qt,2011-05-15 17:55:48+00:00,7819,43,C++,22,10,5,69,MIT,2017-11-24 19:29:33+00:00,98,
nieklinnenbank/FreeNOS,2015-03-17 19:03:38+00:00,2889,458,C++,1082,4,66,1,GPL-3.0,2017-08-05 01:43:48+00:00,7,
micro-os-plus/micro-os-plus-iii,2016-01-12 12:14:53+00:00,2800,43,C++,10,9,14,1,MIT,2017-11-24 20:14:18+00:00,7,1564
TheAssemblyArmada/Thyme,2017-01-09 13:06:34+00:00,2364,109,C++,9,12,28,0,GPL-2.0,2017-01-09 13:28:40+00:00,18,
microsoft/Windows-iotcore-samples,2017-10-12 17:52:59+00:00,156334,444,C++,537,3,74,14,MIT,2017-11-28 04:58:47+00:00,59,1524
kinetiknz/cubeb,2011-07-08 04:20:48+00:00,3101,189,C++,57,61,17,44,ISC,2018-02-27 16:55:05+00:00,87,1515
OasisLMF/ktools,2015-03-11 10:23:03+00:00,87224,12,C++,8,3,27,6,BSD-3-Clause,2016-11-15 21:39:37+00:00,38,
hsnr-gamera/gamera,2016-05-08 15:44:28+00:00,10296,22,C++,7,1,7,3,GPL-2.0,2016-05-08 15:49:37+00:00,16,
machinekit/QtQuickVcp,2014-03-12 17:37:36+00:00,5900,55,C++,41,14,32,14,LGPL-2.1,2017-02-01 05:22:05+00:00,36,
blackberry/WebWorks-Community-APIs,2011-08-05 15:58:30+00:00,162197,144,C++,218,53,29,51,Apache-2.0,2016-11-24 16:19:19+00:00,78,
iamsergio/flow-pomodoro,2014-10-31 19:56:35+00:00,1769,48,C++,11,12,9,3,GPL-2.0,2017-11-24 20:01:21+00:00,4,
Wohlstand/libADLMIDI,2015-10-09 22:46:43+00:00,18125,64,C++,6,25,17,6,LGPL-3.0,2020-01-09 08:58:26+00:00,14,
Integreight/1Sheeld-Arduino-Library,2014-08-24 11:39:35+00:00,1199,39,C++,15,1,18,4,LGPL-3.0,2017-08-08 01:34:53+00:00,9,
OpenQBMM/OpenQBMM,2015-09-04 02:15:44+00:00,18978,32,C++,26,4,21,5,GPL-3.0,2018-06-01 15:50:36+00:00,13,
yast/yast-pkg-bindings,2012-05-18 10:25:31+00:00,12637,1,C++,7,1,22,16,GPL-2.0,2019-01-10 04:36:28+00:00,29,
Mezomish/juffed,2012-01-30 03:44:40+00:00,9427,43,C++,17,45,13,11,GPL-2.0,2017-11-24 19:52:15+00:00,22,
equinor/dlisio,2018-07-03 22:16:39+00:00,1520,24,C++,17,49,8,7,LGPL-3.0,2019-12-19 12:33:50+00:00,9,1159
aportale/posterazor,2009-04-02 17:40:49+00:00,4789,18,C++,6,3,8,3,GPL-3.0,2017-01-15 09:21:48+00:00,5,
0ldsk00l/nestopia,2012-09-03 21:58:11+00:00,4528,240,C++,108,36,31,19,GPL-2.0,2017-11-24 18:50:50+00:00,10,
ewasm/hera,2016-08-21 12:58:03+00:00,973,116,C++,34,29,17,1,Apache-2.0,2016-08-21 13:01:42+00:00,16,
electroneum/electroneum-blockchain-explorer,2017-11-22 15:03:59+00:00,296,7,C++,21,1,5,1,BSD-3-Clause,2017-12-02 13:14:25+00:00,24,1069
mabseher/htd,2015-12-01 09:49:51+00:00,5437,9,C++,5,1,5,1,GPL-3.0,2017-12-11 18:44:46+00:00,2,1059
Tom94/tev,2017-08-26 10:28:43+00:00,3878,102,C++,9,7,6,1,BSD-3-Clause,2017-08-30 21:17:09+00:00,25,1089
janba/DSC,2013-06-10 12:32:27+00:00,28824,16,C++,11,5,9,4,GPL-3.0,2017-11-25 04:18:39+00:00,7,1037
Cyberbeing/xy-VSFilter,2012-08-20 17:27:34+00:00,17316,389,C++,42,3,41,9,GPL-2.0,2017-11-24 18:50:21+00:00,17,
infphilo/hisat2,2015-06-18 19:40:34+00:00,16169,181,C++,59,85,40,5,GPL-3.0,2017-11-24 18:26:33+00:00,17,
SharpGenTools/SharpGenTools,2017-05-27 21:50:03+00:00,103648,170,C++,13,31,13,15,MIT,2019-11-22 10:18:48+00:00,23,
hzeller/beagleg,2014-01-01 01:10:20+00:00,13314,66,C++,25,7,23,2,GPL-3.0,2017-11-24 19:03:25+00:00,5,
yourWaifu/sleepy-discord,2016-08-02 05:57:38+00:00,5624,189,C++,33,54,13,1,MIT,2016-08-02 19:17:52+00:00,27,
MBach/Miam-Player,2012-03-13 12:27:00+00:00,256579,49,C++,14,18,9,8,GPL-3.0,2017-03-17 22:37:11+00:00,12,982
apache/incubator-quickstep,2016-04-14 07:00:07+00:00,12007,77,C++,57,4,19,11,Apache-2.0,2016-05-27 15:43:39+00:00,34,
thjaeger/easystroke,2008-09-24 03:18:41+00:00,2831,172,C++,31,5,18,6,ISC,2017-09-05 23:36:41+00:00,8,
Intermodalics/tango_ros,2016-11-22 15:17:46+00:00,38406,57,C++,23,53,21,0,Apache-2.0,2017-01-25 07:40:28+00:00,11,
taocpp/taopq,2016-03-27 15:40:57+00:00,379,77,C++,15,3,10,1,MIT,2016-08-05 19:16:10+00:00,7,
hzeller/rpi-rgb-led-matrix,2013-02-16 23:19:25+00:00,21849,1571,C++,602,204,141,13,GPL-2.0,2017-11-24 18:51:08+00:00,67,
arq5x/bedtools,2011-01-03 02:43:36+00:00,510588,121,C++,73,46,21,24,GPL-2.0,2017-03-08 04:18:31+00:00,28,
intel/parallelstl,2017-09-20 21:54:13+00:00,440,329,C++,23,4,35,1,Apache-2.0,2017-10-11 17:58:08+00:00,59,
martinmoene/gsl-lite,2015-09-24 16:34:57+00:00,899,417,C++,57,30,31,24,MIT,2019-05-15 13:38:39+00:00,40,
griffithlab/regtools,2015-05-18 20:46:35+00:00,6099,21,C++,14,23,5,3,MIT,2017-11-24 21:37:27+00:00,14,
etr/libhttpserver,2012-02-11 18:25:39+00:00,1807,211,C++,65,24,28,17,LGPL-2.1,2018-02-27 16:53:37+00:00,35,
wanderine/BROCCOLI,2013-04-30 14:41:51+00:00,2478631,87,C++,29,12,18,3,GPL-3.0,2017-11-24 19:03:40+00:00,10,
qicosmos/iguana,2017-01-07 01:02:28+00:00,550,130,C++,30,2,19,0,Apache-2.0,2017-01-07 01:22:24+00:00,33,1012
leela-zero/leela-zero,2017-10-24 18:19:43+00:00,3674,3711,C++,782,310,291,2,GPL-3.0,2017-11-02 04:09:07+00:00,70,
swri-robotics/mapviz,2014-12-04 17:29:22+00:00,1617,122,C++,72,30,20,8,BSD-3-Clause,2017-04-11 09:04:10+00:00,40,
j0sh/crtmpserver,2012-04-12 20:39:36+00:00,11183,293,C++,151,8,32,2,GPL-3.0,2017-07-08 23:36:50+00:00,10,
openconnect/openconnect-gui,2014-08-14 15:05:27+00:00,102341,393,C++,75,35,61,3,GPL-2.0,2017-11-24 18:41:55+00:00,16,
openigtlink/OpenIGTLink,2011-07-28 21:55:27+00:00,3325,33,C++,87,37,12,10,BSD-3-Clause,2017-11-24 19:31:54+00:00,41,
microsoft/DirectX-Graphics-Samples,2015-06-03 21:34:47+00:00,214130,2787,C++,1052,75,426,10,MIT,2018-01-17 10:50:02+00:00,67,
tessel/node-usb,2012-04-29 17:23:53+00:00,692,878,C++,199,47,40,26,MIT,2019-11-28 01:53:51+00:00,52,
arrayfire/forge,2015-05-19 17:50:08+00:00,2919,55,C++,28,17,17,14,BSD-3-Clause,2017-08-07 20:45:01+00:00,17,
abbeycode/UnrarKit,2014-03-05 01:24:53+00:00,82923,189,C++,51,1,9,6,BSD-2-Clause,2019-11-26 14:09:09+00:00,12,
ros2/demos,2015-07-17 17:24:00+00:00,1498,17,C++,24,7,20,5,Apache-2.0,2017-11-24 21:40:53+00:00,86,730
parro-it/libui-node,2016-05-21 15:38:05+00:00,1476,1490,C++,65,31,69,9,MIT,2018-09-05 18:59:23+00:00,14,
sskodje/ScreenRecorderLib,2018-01-01 12:58:14+00:00,325,51,C++,6,0,10,3,MIT,2019-11-07 19:18:42+00:00,12,740
jrl-umi3218/RBDyn,2012-03-16 15:22:12+00:00,2075,23,C++,10,6,13,6,LGPL-3.0,2016-05-18 17:14:29+00:00,22,655
quangounet/TOPP,2013-07-25 03:10:20+00:00,5998,31,C++,26,12,12,6,LGPL-3.0,2017-11-24 19:52:03+00:00,16,
webchain-network/webchain-miner,2018-04-30 12:11:45+00:00,1783,15,C++,16,6,7,11,GPL-3.0,2019-03-26 22:39:23+00:00,22,
esphome/esphome-core,2018-01-21 17:43:42+00:00,7116,560,C++,99,14,54,33,GPL-3.0,2019-04-02 02:00:47+00:00,33,604
fathomssen/redtimer,2016-03-09 16:41:19+00:00,22706,35,C++,8,38,12,1,LGPL-3.0,2017-11-24 20:16:42+00:00,4,
apple/apple-llvm-infrastructure-tools,2019-07-11 05:48:56+00:00,673,3,C++,6,4,6,4,Apache-2.0,2019-10-29 00:00:52+00:00,8,
Samsung/vasum,2015-05-22 06:37:20+00:00,14620,21,C++,6,0,14,11,Apache-2.0,2017-11-24 19:15:39+00:00,16,584
kingsamchen/Eureka,2015-09-22 01:27:05+00:00,16042,6,C++,5,0,1,1,MIT,2018-08-21 19:45:19+00:00,4,589
shadowsocks/libQtShadowsocks,2014-11-11 22:29:32+00:00,4936,1287,C++,601,29,113,1,LGPL-3.0,2017-11-24 18:49:48+00:00,6,572
DragonBones/DragonBonesCPP,2014-04-18 04:28:28+00:00,16712,287,C++,183,33,90,15,MIT,2017-06-29 06:36:37+00:00,27,
aevum/libgdx-cpp,2011-08-17 17:29:55+00:00,5561,136,C++,29,5,28,6,Apache-2.0,2017-11-24 18:40:56+00:00,9,554
matrix-io/matrix-creator-malos,2016-08-12 13:50:33+00:00,760,21,C++,13,17,25,2,GPL-3.0,2016-08-13 16:58:39+00:00,17,
tiborgo/AlloStreamer,2015-05-17 04:53:11+00:00,754959,3,C++,8,2,2,5,BSD-3-Clause,2017-07-02 13:36:42+00:00,6,544
NVIDIA/TensorRT,2019-05-02 22:02:08+00:00,1033,1751,C++,335,74,88,5,Apache-2.0,2019-10-24 12:11:00+00:00,91,563
bitshares/bitshares1-qtwallet,2014-05-21 02:55:59+00:00,3215,10,C++,31,14,32,18,Unlicense,2017-03-01 11:21:54+00:00,23,541
DualSPHysics/DualSPHysics,2017-11-22 10:00:57+00:00,176078,11,C++,12,1,6,1,LGPL-2.1,2017-12-11 02:37:32+00:00,14,
ddmarshall/Code-Eli,2013-01-16 01:24:34+00:00,1679,1,C++,6,27,2,2,EPL-1.0,2016-05-27 15:42:39+00:00,3,
floe/tisch-core,2013-04-24 10:54:39+00:00,7726,7,C++,5,1,2,2,LGPL-3.0,2018-01-22 20:37:43+00:00,4,
asmjit/asmjit,2014-01-28 21:47:50+00:00,4763,1426,C++,202,33,125,10,Zlib,2017-11-24 18:47:43+00:00,50,537
yandex/libmastermind,2014-08-28 16:53:29+00:00,691,5,C++,7,0,13,8,GPL-2.0,2019-10-20 10:37:37+00:00,11,
naihe2010/apvlv,2011-06-07 08:55:09+00:00,9766,140,C++,28,15,13,12,GPL-2.0,2017-08-28 02:44:41+00:00,25,
vgmoose/hb-appstore,2018-03-03 13:45:56+00:00,2119,282,C++,32,21,46,1,GPL-3.0,2018-03-06 01:54:11+00:00,19,
vogel/injeqt,2014-06-05 08:27:06+00:00,757,66,C++,9,3,10,3,LGPL-2.1,2016-05-27 17:15:36+00:00,7,493
boostorg/uuid,2013-01-13 15:59:20+00:00,450,36,C++,40,8,16,20,BSL-1.0,2017-11-25 10:32:19+00:00,28,
RGF-team/rgf,2016-06-08 15:48:42+00:00,5284,263,C++,44,9,12,8,GPL-3.0,2018-06-16 14:51:19+00:00,11,
vslavik/xmlwrapp,2011-07-11 11:52:53+00:00,2000,15,C++,8,3,5,5,BSD-3-Clause,2017-11-24 23:55:16+00:00,14,
TU-Berlin-DIMA/myriad-toolkit,2011-09-22 19:15:06+00:00,10595,19,C++,6,2,15,2,Apache-2.0,2017-10-25 05:28:21+00:00,2,
demianmnave/CML,2017-08-21 20:33:13+00:00,1559,13,C++,5,5,4,3,BSL-1.0,2017-09-06 01:43:22+00:00,6,
lirios/text,2016-02-03 20:12:22+00:00,749,28,C++,8,14,11,3,GPL-3.0,2017-08-20 02:50:45+00:00,5,468
Wunderfitz/harbour-piepmatz,2017-02-07 21:34:40+00:00,4321,27,C++,5,6,9,0,GPL-3.0,2017-02-07 21:43:36+00:00,15,
lltcggie/waifu2x-caffe,2015-05-28 16:35:59+00:00,318737,3165,C++,408,44,252,3,MIT,2017-11-24 18:52:16+00:00,22,
eliboa/NxNandManager,2019-02-05 22:32:47+00:00,23435,66,C++,9,2,5,2,GPL-2.0,2019-10-28 17:43:47+00:00,7,467
larroy/clearskies_core,2014-01-24 00:32:02+00:00,6416,132,C++,16,11,35,7,LGPL-3.0,2017-11-24 18:40:20+00:00,8,
maddinat0r/samp-discord-connector,2016-11-03 14:21:52+00:00,355,30,C++,12,12,14,1,MIT,2016-11-10 10:55:46+00:00,11,448
torrent-file-editor/torrent-file-editor,2014-11-19 12:05:18+00:00,1580,235,C++,26,19,23,1,GPL-3.0,2017-11-24 18:54:26+00:00,11,
irobot-ros/ros2-performance,2019-04-10 22:54:19+00:00,1433,21,C++,9,0,14,5,BSD-3-Clause,2019-11-01 05:44:13+00:00,19,
panzi/Yakuake,2009-11-14 22:58:34+00:00,693,13,C++,5,0,8,24,GPL-2.0,2017-08-18 14:56:21+00:00,30,
Netis/packet-agent,2018-06-22 10:08:33+00:00,2508,33,C++,6,0,5,7,BSD-3-Clause,2018-10-10 00:04:30+00:00,20,
ucsb-cs16-wi17/ucsb-cs16-wi17.github.io,2016-12-17 00:56:33+00:00,91236,0,C++,10,0,0,0,MIT,2016-12-17 00:56:42+00:00,7,
fpoussin/QtUsb,2014-04-15 08:59:58+00:00,1110,131,C++,58,1,17,2,LGPL-3.0,2017-11-24 20:10:40+00:00,13,
classner/fertilized-forests,2014-11-21 14:38:07+00:00,23107,32,C++,10,1,2,1,BSD-2-Clause,2017-11-24 19:55:37+00:00,3,
roymacdonald/ofxSoundObjects,2015-08-27 21:26:14+00:00,3856,25,C++,10,4,6,1,MIT,2017-11-24 19:58:37+00:00,9,
apolukhin/Boost-Cookbook,2014-03-01 07:29:26+00:00,4489,225,C++,71,0,23,2,BSL-1.0,2017-07-15 10:36:38+00:00,4,414
Team612/612-2017,2017-01-04 20:43:27+00:00,4442,5,C++,5,9,12,0,GPL-3.0,2017-01-04 22:02:24+00:00,22,
ksundberg/CourseMaterials,2016-08-17 07:57:02+00:00,2109,2,C++,41,7,1,3,MIT,2017-03-29 22:29:08+00:00,40,388
BITERP/PinkRabbitMQ,2019-07-24 20:21:58+00:00,38436,79,C++,43,6,13,3,MIT,2019-10-24 18:48:20+00:00,14,454
videolan/libvlcpp,2018-06-06 09:33:10+00:00,434,13,C++,10,0,7,8,LGPL-2.1,2019-06-22 15:30:44+00:00,17,384
euroelessar/jreen,2011-05-19 05:31:45+00:00,1846,30,C++,18,10,7,11,GPL-3.0,2016-05-27 18:16:16+00:00,16,
ethz-asl/traversability_estimation,2015-03-03 14:16:40+00:00,325,14,C++,9,1,22,6,BSD-3-Clause,2016-08-01 00:20:30+00:00,21,
minimoog/QTweetLib,2010-06-09 09:22:21+00:00,1772,89,C++,24,8,14,6,Apache-2.0,2016-05-27 14:58:47+00:00,9,
mathLab/pi-BEM,2016-07-15 13:47:05+00:00,654,4,C++,6,4,5,3,GPL-2.0,2016-07-15 15:03:24+00:00,6,
Superjomn/SwiftSnails,2014-11-05 09:21:10+00:00,29549,58,C++,29,2,7,2,Apache-2.0,2017-10-29 18:32:59+00:00,2,
mupuf/arduide,2015-05-31 13:54:28+00:00,4180,11,C++,10,3,5,11,GPL-2.0,2017-11-24 23:45:47+00:00,17,
libretro/dosbox-libretro,2012-10-24 21:30:24+00:00,2047,45,C++,35,44,17,8,GPL-2.0,2017-11-24 19:20:05+00:00,37,
LiangliangNan/PolyFit,2017-07-27 23:20:01+00:00,11186,128,C++,37,0,12,1,GPL-3.0,2017-07-27 23:08:26+00:00,6,
RSATom/WebChimera.js,2015-05-14 19:06:26+00:00,274,526,C++,69,26,52,4,LGPL-2.1,2017-11-24 18:27:16+00:00,12,
vasild/cpp-ipfs-http-client,2016-10-30 10:11:35+00:00,607,76,C++,33,7,11,0,MIT,2016-10-30 10:13:22+00:00,8,
aldebaran/libalmath,2011-12-13 14:07:54+00:00,1125,4,C++,6,0,28,12,BSD-3-Clause,2020-01-05 00:38:36+00:00,30,
Greedysky/TTKOCR,2017-10-12 15:14:49+00:00,688,35,C++,20,1,4,1,GPL-3.0,2017-10-12 15:23:12+00:00,5,
msoeken/cirkit,2014-05-08 12:39:14+00:00,16585,43,C++,23,16,13,6,MIT,2019-02-08 14:18:49+00:00,3,
zach-hartwig/ADAQAcquisition,2014-12-06 23:04:43+00:00,4211,4,C++,6,8,3,2,GPL-3.0,2019-09-25 01:54:14+00:00,4,
sandstorm-io/ekam,2015-01-20 05:04:16+00:00,1823,157,C++,15,6,14,3,Apache-2.0,2017-11-24 18:34:07+00:00,17,304
the-darkvoid/BrcmPatchRAM,2014-12-02 17:39:20+00:00,15013,77,C++,68,8,18,4,GPL-2.0,2017-08-29 04:47:37+00:00,7,
luispedro/imread,2012-02-01 19:23:51+00:00,588,37,C++,13,2,6,6,MIT,2018-05-09 16:33:04+00:00,13,
miguelmartin75/anax,2013-04-06 05:22:52+00:00,6914,340,C++,33,29,28,8,MIT,2017-05-06 21:06:28+00:00,17,305
sgajaejung/3D-Lecture,2014-04-29 22:25:54+00:00,56455,2,C++,6,0,2,2,MIT,2018-02-19 23:29:06+00:00,4,
WebAssembly/wasmint,2015-06-19 13:54:10+00:00,694,55,C++,8,4,16,2,Apache-2.0,2017-11-24 19:37:46+00:00,4,
dwavesystems/dwave-tabu,2018-08-28 02:14:30+00:00,137,5,C++,9,5,4,3,Apache-2.0,2019-12-13 02:43:03+00:00,6,
svkaiser/Doom64EX,2014-03-24 02:11:51+00:00,12190,70,C++,10,11,13,3,GPL-2.0,2017-01-27 02:21:22+00:00,19,
hongliuliao/ehttp,2014-10-26 13:38:39+00:00,2025,139,C++,71,0,14,2,Apache-2.0,2017-06-25 22:36:43+00:00,8,
martinmoene/string-view-lite,2017-12-13 20:01:02+00:00,181,152,C++,12,6,9,4,BSL-1.0,2020-01-11 19:37:57+00:00,12,
mpoeter/xenium,2018-08-29 16:07:43+00:00,743,56,C++,6,2,7,1,MIT,2019-02-14 07:47:23+00:00,7,
tomaka/luawrapper,2013-08-30 07:49:03+00:00,389,69,C++,33,16,13,3,BSD-3-Clause,2017-08-01 23:39:25+00:00,4,
ChrisVeigl/BrainBay,2010-07-10 15:59:22+00:00,90614,68,C++,29,7,22,2,GPL-2.0,2017-11-24 19:02:39+00:00,6,
InsightSoftwareConsortium/ITKTextureFeatures,2017-03-21 18:05:41+00:00,962,5,C++,5,1,16,1,Apache-2.0,2017-03-30 02:59:58+00:00,13,
forefireAPI/firefront,2014-02-27 13:34:40+00:00,370,1,C++,5,0,3,0,GPL-2.0,2017-01-11 12:58:01+00:00,20,
abadams/ImageStack,2015-03-04 16:39:45+00:00,10379,44,C++,18,4,8,1,BSD-3-Clause,2017-11-24 19:56:07+00:00,9,
nholthaus/gtest-runner,2016-02-28 19:31:04+00:00,2537,87,C++,24,3,7,1,MIT,2017-09-04 06:36:37+00:00,10,259
ArsenArsen/KShare,2017-04-23 13:08:03+00:00,961,113,C++,15,9,13,1,MIT,2017-04-23 13:11:04+00:00,5,254
mattn/tinytinyhttpd,2009-06-05 03:36:28+00:00,1807,65,C++,14,1,15,4,BSD-2-Clause,2017-11-24 18:56:47+00:00,4,
Dynatrace/ufo-esp32,2017-04-05 11:58:30+00:00,9483,7,C++,11,7,10,3,MIT,2017-06-09 08:39:23+00:00,10,
RoutingKit/RoutingKit,2016-04-27 13:03:36+00:00,347,108,C++,27,26,22,6,BSD-2-Clause,2018-12-18 03:36:54+00:00,15,
SuperV1234/ecst,2016-05-03 12:57:30+00:00,824,312,C++,32,14,28,4,AFL-3.0,2018-10-20 21:47:53+00:00,5,248
g4klx/ircDDBGateway,2018-05-09 18:24:17+00:00,892,14,C++,15,5,5,5,GPL-2.0,2019-04-21 15:19:28+00:00,19,
AvtechScientific/ASL,2015-05-09 18:39:02+00:00,25309,52,C++,19,6,12,5,AGPL-3.0,2017-04-04 07:51:29+00:00,10,
atom/node-spellchecker,2013-03-23 12:01:50+00:00,6748,228,C++,88,61,21,23,MIT,2020-01-09 08:18:57+00:00,30,
OpenGarage/OpenGarage-Firmware,2016-03-12 03:19:05+00:00,7814,67,C++,38,1,32,0,GPL-3.0,2017-11-24 20:15:04+00:00,10,
Open-Transactions/opentxs-cli,2016-09-07 22:31:36+00:00,749,2,C++,8,0,5,2,AGPL-3.0,2016-11-26 18:23:20+00:00,10,
sidsukana/QSpellWork,2014-02-07 14:30:18+00:00,21344,15,C++,13,5,14,1,MIT,2016-05-27 17:27:13+00:00,8,
