Name with Owner,Created Timestamp,Size,Stars Count,Language,Forks Count,Open Issues Count,Watchers Count,Contributors Count,License,Last Synced Timestamp,developers,commits
Flaxbeard/Cyberware,2016-07-14 04:44:46+00:00,1111,24,Java,10,73,28,1,MIT,2016-07-14 04:44:52+00:00,6,176
vert-x3/vertx-bridge-common,2015-11-27 12:59:31+00:00,61,2,Java,5,0,18,4,Apache-2.0,2018-01-17 15:31:57+00:00,8,173
Ashok-Varma/BottomNavigation,2016-03-19 19:19:30+00:00,3928,4009,Java,685,29,118,7,Apache-2.0,2018-09-27 17:16:35+00:00,10,173
AAkira/ExpandableLayout,2015-09-05 16:18:24+00:00,20581,1314,Java,266,56,47,1,Apache-2.0,2017-11-24 18:43:18+00:00,5,170
AnJiaoDe/RecyclerViewAdapter,2018-04-13 06:25:54+00:00,26065,19,Java,5,0,1,1,Apache-2.0,2018-04-28 02:13:15+00:00,6,169
CoEValencia/codingDojo,2017-09-13 08:56:05+00:00,24317,4,Java,7,0,5,0,MIT,2017-09-13 08:56:16+00:00,11,168
wso2-extensions/identity-inbound-auth-cas,2016-10-18 15:49:50+00:00,365,0,Java,9,0,56,1,Apache-2.0,2016-10-19 05:46:45+00:00,35,164
lucidworks/solr-scale-tk,2014-04-08 15:01:56+00:00,4948,83,Java,28,9,111,4,Apache-2.0,2017-11-24 18:58:33+00:00,15,153
EricssonResearch/openwebrtc-android-sdk,2015-03-21 15:59:12+00:00,351,41,Java,32,15,26,4,BSD-2-Clause,2018-01-18 11:04:18+00:00,4,152
datso/react-native-pjsip,2016-03-21 14:30:38+00:00,93919,129,Java,70,59,18,8,GPL-3.0,2019-01-05 07:35:21+00:00,15,152
pac4j/undertow-pac4j-demo,2014-05-27 13:43:40+00:00,61,7,Java,5,0,4,3,Apache-2.0,2017-11-25 08:25:46+00:00,9,150
winterbe/java8-tutorial,2014-03-16 17:25:43+00:00,157,12396,Java,2967,15,915,9,MIT,2017-11-24 18:52:32+00:00,12,150
nvcuong/HOSemiCRF,2012-08-24 07:22:18+00:00,1456,26,Java,10,1,5,1,GPL-3.0,2017-03-04 06:21:25+00:00,2,150
wildfly-extras/wildfly-microprofile-config,2017-05-10 09:51:40+00:00,366,15,Java,13,3,5,3,Apache-2.0,2018-01-18 05:43:59+00:00,7,145
ibm-messaging/kafka-connect-mq-source,2017-08-09 10:48:49+00:00,84,27,Java,20,1,8,1,Apache-2.0,2017-08-11 20:46:20+00:00,21,144
siddhi-io/siddhi-map-csv,2017-05-17 07:59:06+00:00,1242,0,Java,17,0,28,1,Apache-2.0,2017-05-17 07:59:25+00:00,33,142
throwrocks/android-udacity-reviews,2016-07-06 05:50:05+00:00,21923,18,Java,6,9,5,1,MIT,2016-07-05 21:40:04+00:00,5,142
javadev/calc,2013-01-20 18:17:00+00:00,853,6,Java,6,0,2,2,Apache-2.0,2018-08-15 08:45:04+00:00,5,140
PrivacyApps/offline-calendar,2013-02-26 12:00:42+00:00,4416,50,Java,22,22,10,5,GPL-3.0,2018-01-18 05:52:29+00:00,6,140
SiGuiyang/spring-cloud-shop,2018-10-14 11:01:21+00:00,137074,96,Java,45,2,5,1,MIT,2019-11-16 07:48:44+00:00,2,139
elastic/elasticsearch-river-rabbitmq,2011-12-05 14:10:21+00:00,988,170,Java,83,0,220,14,Apache-2.0,2018-01-17 14:33:10+00:00,17,138
JakeWharton/DiskLruCache,2012-01-05 00:36:34+00:00,416,5213,Java,1124,21,266,10,Apache-2.0,2016-11-24 15:02:01+00:00,14,136
cvtienhoven/graylog-plugin-aggregates,2016-07-04 14:34:05+00:00,1463,34,Java,8,6,12,0,GPL-3.0,2016-07-07 13:42:02+00:00,3,135
felipecsl/AsymmetricGridView,2014-04-08 19:25:37+00:00,4935,1529,Java,410,23,84,3,MIT,2018-01-19 12:20:55+00:00,5,134
klieber/phantomjs-maven-plugin,2013-09-26 16:30:08+00:00,1861,58,Java,33,5,5,4,MIT,2016-05-27 13:42:43+00:00,6,132
rubenlagus/TelegramBotsExample,2015-06-24 21:44:55+00:00,513,199,Java,119,2,22,4,GPL-3.0,2017-10-13 08:36:40+00:00,9,131
hansenji/pocketknife,2014-09-14 03:42:25+00:00,857,410,Java,16,0,12,2,Apache-2.0,2016-11-24 15:01:52+00:00,3,129
blackfizz/EazeGraph,2014-06-19 08:44:04+00:00,1663,1345,Java,255,42,68,8,Apache-2.0,2016-11-24 16:22:41+00:00,8,129
deano2390/MaterialShowcaseView,2015-08-05 14:47:59+00:00,295,2297,Java,463,121,66,3,Apache-2.0,2017-11-24 18:52:13+00:00,22,127
brarcher/protect-baby-monitor,2015-12-26 18:23:26+00:00,357,25,Java,11,4,8,3,GPL-3.0,2017-11-24 23:12:45+00:00,5,127
sopeco/LPE-Common,2014-07-07 06:07:13+00:00,1739,0,Java,7,0,11,3,Apache-2.0,2019-08-12 18:42:12+00:00,8,124
alexzaitsev/apk-dependency-graph,2016-09-08 10:01:35+00:00,23756,570,Java,49,6,20,1,Apache-2.0,2016-10-26 10:49:20+00:00,6,122
jenkinsci/stepcounter-plugin,2011-12-24 02:19:54+00:00,4809,9,Java,7,0,132,4,MIT,2018-06-27 05:14:41+00:00,5,122
webdetails/cte,2015-02-23 13:25:41+00:00,3813,2,Java,12,0,33,6,MPL-2.0,2017-07-22 08:36:38+00:00,8,121
chetan/UASparser,2011-05-19 17:00:19+00:00,920,50,Java,24,0,8,4,GPL-3.0,2016-05-27 15:20:28+00:00,5,121
apache/incubator-samoa,2015-01-27 08:00:05+00:00,5748,188,Java,91,16,30,7,Apache-2.0,2017-11-24 18:29:43+00:00,22,118
PSD-Company/duo-navigation-drawer,2017-04-24 07:35:19+00:00,22113,675,Java,93,5,17,2,Apache-2.0,2018-01-18 03:06:21+00:00,4,117
tcking/GiraffePlayer2,2017-09-12 12:08:41+00:00,14257,281,Java,86,76,13,0,Apache-2.0,2017-09-12 12:09:11+00:00,6,113
afpdev/alpheusafpparser,2015-11-12 01:34:09+00:00,3895,10,Java,8,6,4,4,GPL-3.0,2017-06-28 19:36:44+00:00,7,113
LMAX-Exchange/disruptor-proxy,2013-01-12 07:18:34+00:00,1386,59,Java,22,1,28,8,Apache-2.0,2017-03-19 22:40:31+00:00,15,112
mdewilde/chart,2015-06-18 19:59:40+00:00,424,24,Java,5,6,10,2,Apache-2.0,2017-11-25 00:03:23+00:00,5,112
andyczy/czy-nexus-commons-utils,2018-11-15 03:54:41+00:00,12957,18,Java,14,1,3,2,Apache-2.0,2019-03-12 22:32:42+00:00,3,112
imotov/elasticsearch-analysis-morphology,2012-03-14 01:39:44+00:00,297,318,Java,61,1,36,4,Apache-2.0,2018-01-19 12:25:15+00:00,4,110
CoreyD97/Stepper,2019-03-03 17:47:09+00:00,1488,38,Java,7,4,2,1,AGPL-3.0,2019-10-25 10:48:39+00:00,8,109
antlr/jetbrains-plugin-st4,2015-11-09 17:27:04+00:00,2147,10,Java,5,1,4,1,BSD-2-Clause,2017-11-24 22:11:43+00:00,6,107
feedm3/spring-boot-gwt,2015-12-11 17:19:01+00:00,184,18,Java,11,0,5,2,MIT,2018-01-19 12:36:25+00:00,2,106
Qatja/qatja-android,2014-03-02 19:20:04+00:00,2455,48,Java,19,5,16,0,Apache-2.0,2017-03-31 02:02:41+00:00,3,105
CardinalDevelopment/Cardinal,2016-03-25 15:19:56+00:00,644,15,Java,7,4,8,4,BSD-2-Clause,2018-01-19 12:39:41+00:00,5,104
HotelsDotCom/corc,2015-05-15 14:59:07+00:00,164,12,Java,6,2,11,5,Apache-2.0,2017-04-18 11:16:24+00:00,13,103
newbee-ltd/newbee-mall,2019-09-21 03:56:04+00:00,34599,897,Java,241,2,32,1,MIT,2019-10-27 13:50:47+00:00,3,102
giorgiofellipe/cordova-plugin-datecs-printer,2015-08-20 04:00:51+00:00,321,55,Java,48,39,14,6,MIT,2019-03-06 21:33:08+00:00,5,100
Raphfrk/CraftProxyLiter,2011-05-14 12:51:40+00:00,2073,15,Java,8,2,1,1,MIT,2017-04-04 15:25:33+00:00,2,100
sensorsdata/react-native-sensors-analytics,2018-11-24 08:38:29+00:00,71,9,Java,8,0,9,3,Apache-2.0,2019-10-29 09:23:13+00:00,9,99
Cj-Malone/Screens,2016-11-24 09:11:09+00:00,8369,11,Java,6,2,5,1,BSD-2-Clause,2016-11-24 10:10:15+00:00,2,99
peter-lawrey/SAXophone,2014-04-19 18:41:32+00:00,1521,24,Java,12,3,16,6,LGPL-3.0,2016-05-27 14:31:19+00:00,6,97
cescoffier/vertx-completable-future,2016-08-09 15:08:17+00:00,79,26,Java,6,2,7,1,Apache-2.0,2016-08-17 09:44:52+00:00,9,97
palantir/gradle-miniconda-plugin,2015-05-12 20:54:12+00:00,191,12,Java,10,9,11,9,Apache-2.0,2018-01-18 13:55:12+00:00,12,96
DmitryMalkovich/material-design-dimens,2016-05-08 18:56:18+00:00,137,1332,Java,105,2,36,3,Apache-2.0,2016-11-24 17:19:28+00:00,4,95
tjerkw/Android-SlideExpandableListView,2012-06-22 20:28:16+00:00,6416,1982,Java,811,46,174,10,Apache-2.0,2017-11-24 18:52:51+00:00,14,95
onelogin/atlassian,2012-03-23 00:55:35+00:00,893,4,Java,8,3,72,6,MIT,2016-12-30 05:21:32+00:00,9,94
roscopeco/ormdroid,2012-12-18 17:23:23+00:00,535,87,Java,30,9,15,5,Apache-2.0,2017-08-25 18:48:34+00:00,6,94
Airsaid/AccountBook,2017-02-22 15:53:30+00:00,6269,262,Java,66,5,13,1,GPL-3.0,2018-01-18 04:08:12+00:00,3,93
jillesvangurp/osm2geojson,2013-02-27 16:21:52+00:00,434,17,Java,6,0,7,2,MIT,2017-01-19 07:21:15+00:00,3,92
engagingspaces/vertx-graphql-service-discovery,2016-07-14 23:57:37+00:00,279,28,Java,7,5,9,1,Apache-2.0,2016-07-14 23:57:42+00:00,2,92
demianborba/phonegapbootcampsite,2014-03-25 14:42:13+00:00,150817,26,Java,10,0,14,2,MIT,2017-11-24 19:30:45+00:00,2,91
MarounMaroun/SO-Eclipse-Plugin,2015-10-12 16:27:22+00:00,4769,76,Java,19,3,4,4,MIT,2017-11-24 18:54:48+00:00,6,91
Triple-T/simpleprovider,2013-11-15 14:46:18+00:00,1024,55,Java,12,7,6,5,MIT,2016-05-27 14:57:39+00:00,8,89
android-awesome/Awesome-Material,2015-03-21 15:40:48+00:00,1768,221,Java,25,5,14,2,MIT,2017-11-24 18:41:08+00:00,4,88
makotogo/developerWorks,2017-09-26 12:45:47+00:00,566,28,Java,27,1,8,4,Apache-2.0,2019-02-04 23:36:59+00:00,4,88
criteo/mewpoke,2017-11-22 12:44:54+00:00,6940,5,Java,7,2,8,4,Apache-2.0,2018-01-19 12:25:50+00:00,12,88
McJtyMods/ModTutorials,2016-01-07 07:26:58+00:00,371,108,Java,26,19,22,2,MIT,2017-11-24 19:04:10+00:00,6,87
neoremind/fluent-validator,2015-08-01 14:45:24+00:00,250,675,Java,154,16,75,2,Apache-2.0,2018-07-07 08:02:52+00:00,7,86
brendanberg/interfascia,2012-04-07 16:44:21+00:00,966,17,Java,7,3,4,5,LGPL-2.1,2017-11-24 22:06:51+00:00,6,86
interledger/java-ilp-core,2016-07-28 20:55:44+00:00,547,18,Java,13,3,13,1,Apache-2.0,2016-07-28 20:56:48+00:00,11,86
chthai64/overscroll-bouncy-android,2016-05-04 14:51:46+00:00,24427,194,Java,29,11,14,1,MIT,2016-06-29 20:01:21+00:00,2,85
Lichenwei-Dev/ImagePicker,2018-09-01 14:53:37+00:00,6156,55,Java,15,1,1,2,Apache-2.0,2019-04-09 13:02:37+00:00,2,85
Jamling/Android-ORM,2014-10-24 23:06:29+00:00,578,23,Java,10,0,2,1,Apache-2.0,2016-06-27 03:34:44+00:00,2,83
gildir/CS321-2018F-004,2018-09-11 22:53:12+00:00,11890,1,Java,19,3,1,17,GPL-3.0,2018-11-15 19:19:51+00:00,22,82
sockeqwe/AnnotatedAdapter,2014-10-02 15:28:46+00:00,243,192,Java,24,6,10,3,Apache-2.0,2016-11-24 16:52:17+00:00,3,82
di-unipi-socc/FogTorchPI,2016-12-23 11:04:28+00:00,684,7,Java,8,0,6,0,MIT,2017-01-31 13:12:30+00:00,2,81
mmBs/NavigationDrawerSI,2014-07-19 12:50:14+00:00,712,265,Java,106,0,21,1,Apache-2.0,2017-08-15 05:44:45+00:00,2,80
wuyinlei/MyHearts,2016-10-19 10:27:55+00:00,49541,115,Java,23,0,7,1,Apache-2.0,2016-10-25 00:10:14+00:00,2,80
bikol/MnozenieCF-2017,2017-05-22 10:17:59+00:00,48,0,Java,15,4,1,9,MIT,2018-11-15 18:43:36+00:00,12,80
hsj-xiaokang/springboot-shiro-cas-mybatis,2017-09-10 06:35:28+00:00,35356,5,Java,5,0,1,1,MIT,2017-12-13 04:23:02+00:00,4,79
yangjiantao/AndroidUiKit,2017-06-18 01:48:41+00:00,46014,17,Java,5,0,3,1,Apache-2.0,2018-01-18 17:33:49+00:00,5,78
florent37/RuntimePermission,2018-03-16 15:42:58+00:00,505,723,Java,50,3,22,1,Apache-2.0,2018-03-17 11:17:31+00:00,7,78
blackboard/lambda-selenium,2017-10-12 18:51:23+00:00,112472,153,Java,30,17,19,2,MIT,2018-01-19 05:07:23+00:00,4,77
graphql-java/graphql-java-spring,2018-11-03 07:35:21+00:00,172,69,Java,12,5,4,1,MIT,2019-04-08 09:59:45+00:00,3,77
killbill/killbill-hello-world-java-plugin,2013-07-18 15:48:31+00:00,54,5,Java,5,0,4,2,Apache-2.0,2018-01-17 14:36:00+00:00,8,77
hugeterry/CoordinatorTabLayout,2017-01-27 13:40:28+00:00,11528,3114,Java,439,12,69,0,Apache-2.0,2017-02-02 00:38:56+00:00,2,76
NonVolatileComputing/Mnemonic,2016-02-03 02:24:57+00:00,1887,18,Java,6,1,7,1,Apache-2.0,2017-11-24 20:07:58+00:00,2,76
adriancretu/beacons-android,2016-05-06 21:52:34+00:00,369,87,Java,15,3,11,1,Apache-2.0,2019-04-20 12:37:11+00:00,3,75
meruvian/yama,2010-12-10 12:15:15+00:00,1255,10,Java,10,21,8,3,Apache-2.0,2016-05-27 16:04:01+00:00,5,75
JamaSoftware/RestClient,2016-10-13 21:32:29+00:00,178,7,Java,8,3,6,3,MIT,2017-03-08 12:16:35+00:00,10,75
CPP-SEA/sante,2019-02-09 19:20:49+00:00,7,0,Java,36,16,1,22,MIT,2019-02-14 04:05:20+00:00,33,74
Arquisoft/participants1a,2017-01-29 05:44:44+00:00,105,0,Java,5,0,8,0,Unlicense,2017-01-29 05:44:49+00:00,10,73
ucsb-cs56-webapps/ucsb-cs56-go,2018-08-09 17:06:00+00:00,24707,2,Java,6,4,0,6,MIT,2018-11-29 07:36:38+00:00,8,73
tweakers-dev/MockMock,2012-09-12 08:07:02+00:00,19884,40,Java,27,6,10,4,Apache-2.0,2017-09-24 17:37:08+00:00,6,71
MartinWeindel/presto-kudu,2017-11-11 22:08:02+00:00,90,22,Java,5,1,8,1,Apache-2.0,2017-12-24 10:48:03+00:00,4,71
playsms/playsms-android,2015-02-03 04:50:57+00:00,1388,22,Java,26,1,17,2,GPL-3.0,2017-11-24 19:30:10+00:00,2,70
fpetitjean/Chordalysis,2015-01-29 01:31:34+00:00,15819,20,Java,6,0,9,3,GPL-3.0,2017-11-02 09:58:06+00:00,6,70
terma/github-pr-coverage-status,2016-04-11 00:37:42+00:00,102,4,Java,13,9,1,3,Apache-2.0,2017-01-01 07:21:37+00:00,4,70
joanpuigsanz/servdroid,2013-07-23 15:13:08+00:00,2804,70,Java,51,4,16,1,Apache-2.0,2017-11-24 18:55:20+00:00,2,70
Free-Software-for-Android/RootCommands,2012-06-15 12:58:29+00:00,486,142,Java,67,12,21,2,Apache-2.0,2017-11-24 18:39:11+00:00,3,69
orhanobut/bee,2014-09-10 21:03:24+00:00,1729,271,Java,26,6,19,2,Apache-2.0,2017-11-24 18:48:51+00:00,3,69
ge0rg/gamemasterdice,2011-09-17 17:48:59+00:00,521,12,Java,5,2,2,2,GPL-2.0,2017-05-12 06:54:06+00:00,2,68
EMCECS/nfs-client-java,2016-07-14 18:31:56+00:00,1910,13,Java,8,7,14,1,Apache-2.0,2016-09-02 12:24:36+00:00,7,67
WASdev/sample.microservicebuilder.schedule,2017-03-16 10:31:53+00:00,54,1,Java,44,0,10,1,Apache-2.0,2017-03-16 10:37:59+00:00,15,67
HanSolo/regulators,2016-03-02 11:11:01+00:00,1259,24,Java,8,0,5,1,Apache-2.0,2018-01-19 12:39:17+00:00,2,67
idok/eslint-plugin,2014-06-22 13:39:40+00:00,340,103,Java,12,22,6,3,MIT,2017-11-24 18:55:56+00:00,7,67
chen0040/java-magento-client,2017-06-12 07:55:48+00:00,196,6,Java,6,1,1,1,MIT,2017-06-12 07:55:56+00:00,4,66
camunda/camunda-cockpit-plugins,2014-08-13 19:45:02+00:00,1337,4,Java,9,0,16,3,Apache-2.0,2018-01-17 14:37:34+00:00,6,66
adrianchifor/Swiftnotes,2014-08-23 19:54:23+00:00,3055,104,Java,68,5,14,5,Apache-2.0,2017-02-02 00:22:39+00:00,12,65
jreznot/electron-java-app,2016-12-17 18:21:16+00:00,198,247,Java,55,9,19,0,Apache-2.0,2016-12-17 18:21:22+00:00,5,65
komamitsu/jackson-dataformat-msgpack,2014-06-14 13:49:44+00:00,82,17,Java,5,1,2,3,Apache-2.0,2016-05-27 17:32:07+00:00,4,65
batoulapps/qamardeen-android,2016-12-24 03:18:44+00:00,1832,8,Java,6,0,5,0,MIT,2016-12-24 03:18:50+00:00,4,64
zack6849/SuperLogger,2012-10-03 08:34:50+00:00,137,5,Java,6,0,3,3,Apache-2.0,2017-01-16 20:21:56+00:00,4,64
jiaqi/jcli,2011-06-11 03:24:23+00:00,84,5,Java,6,3,2,1,Apache-2.0,2016-05-27 13:45:34+00:00,4,64
OpenCCG/openccg,2013-03-25 05:17:20+00:00,2101,121,Java,27,2,19,3,LGPL-2.1,2017-11-24 18:31:28+00:00,10,64
analysys/presto-hbase-connector,2019-03-08 02:03:09+00:00,94,18,Java,6,2,2,1,Apache-2.0,2019-03-26 00:49:17+00:00,6,63
opendistro-for-elasticsearch/sql-jdbc,2018-12-19 20:22:04+00:00,173,35,Java,7,2,9,5,Apache-2.0,2019-03-23 00:58:39+00:00,28,62
thiagokimo/KonamiCode,2015-07-26 22:19:22+00:00,309,90,Java,6,1,2,1,Apache-2.0,2017-11-24 19:05:17+00:00,3,60
dspinellis/greek-vat-data,2016-02-21 08:39:07+00:00,73,14,Java,7,0,7,4,Apache-2.0,2017-07-30 10:53:58+00:00,6,60
apache/fineract-cn-notifications,2018-06-20 21:41:58+00:00,176,1,Java,55,1,9,2,Apache-2.0,2018-11-18 12:11:40+00:00,9,60
kevalpatel2106/Prevent-Screen-Off,2016-10-27 07:56:56+00:00,4026,153,Java,31,0,5,1,Apache-2.0,2016-11-02 08:56:07+00:00,3,60
ghelmling/beeno,2009-09-08 22:34:05+00:00,26302,24,Java,8,4,4,1,Apache-2.0,2017-11-24 20:14:27+00:00,3,59
onlineconvert/onlineconvert-api-example-codes,2014-11-17 13:39:19+00:00,1166,5,Java,7,0,3,1,MIT,2016-12-30 21:20:59+00:00,6,58
aws-samples/amazon-ecs-java-microservices,2017-06-08 20:08:29+00:00,31918,177,Java,137,7,90,5,Apache-2.0,2017-06-09 17:54:14+00:00,6,58
dacer/SimplePomodoro-android,2013-04-25 13:35:03+00:00,14158,136,Java,88,5,24,1,MIT,2016-11-24 16:53:22+00:00,2,58
suguru/cassandra-webconsole,2010-05-06 02:38:46+00:00,8525,103,Java,16,2,4,2,Apache-2.0,2017-11-24 18:34:22+00:00,5,56
seguri/Lock,2017-04-27 16:08:41+00:00,173,17,Java,11,1,5,1,Apache-2.0,2017-04-29 00:20:04+00:00,6,56
RapidsBlink/OpenMessageShaping,2017-05-31 06:15:52+00:00,697,12,Java,14,0,4,2,MIT,2017-07-16 11:50:18+00:00,3,55
smartrics/RestClient,2010-07-31 14:04:07+00:00,1175,8,Java,8,1,2,1,GPL-3.0,2017-05-03 04:07:51+00:00,4,55
jboss/jboss-jsp-api_spec,2011-08-17 18:25:12+00:00,138,2,Java,6,0,13,7,GPL-2.0,2019-08-29 00:46:25+00:00,9,55
dpa99c/cordova-plugin-request-location-accuracy,2015-10-11 21:41:17+00:00,51,58,Java,38,0,9,1,MIT,2017-08-29 15:27:40+00:00,2,53
code-not-found/cxf-jaxws,2017-07-21 10:14:37+00:00,93,8,Java,16,0,1,0,MIT,2017-07-21 10:15:05+00:00,2,53
googlecodelabs/android-perf-testing,2015-10-22 07:30:22+00:00,564,68,Java,27,25,7,3,Apache-2.0,2017-11-24 18:56:58+00:00,7,53
jianesrq0724/PermissionDemo,2017-06-19 16:16:52+00:00,3121,12,Java,6,0,1,1,Apache-2.0,2018-01-18 11:04:27+00:00,5,53
Nova41/SnowLeopard,2018-01-30 12:26:38+00:00,109,17,Java,7,0,8,1,GPL-3.0,2018-02-10 12:45:58+00:00,5,52
dimorinny/show-case-card-view,2017-06-11 18:37:16+00:00,2717,108,Java,7,0,3,1,Apache-2.0,2017-06-24 17:03:21+00:00,4,52
ucsb-cs56-webapps/ucsb-cs56-gauchoalarm,2018-08-09 17:15:14+00:00,259,0,Java,7,5,0,6,MIT,2018-11-29 07:36:38+00:00,8,52
EngineHub/Intake,2014-08-15 01:50:57+00:00,230,99,Java,19,15,23,2,LGPL-3.0,2017-11-24 19:06:38+00:00,6,51
fython/MaterialStepperView,2017-08-08 03:53:59+00:00,515,1754,Java,191,3,36,3,MIT,2018-01-18 18:29:11+00:00,9,51
stalary/microservice-recruit,2018-12-31 16:55:49+00:00,293,46,Java,17,1,4,1,Apache-2.0,2019-11-02 03:27:46+00:00,2,51
mohitsoni/marathon-client,2014-02-18 22:02:51+00:00,442,53,Java,85,18,11,6,Apache-2.0,2016-05-27 15:31:27+00:00,7,51
RioBus/android-app,2014-09-02 13:17:58+00:00,2795,18,Java,22,21,7,4,GPL-2.0,2017-11-24 19:53:42+00:00,7,49
kiegroup/droolscourse,2016-06-03 09:46:31+00:00,238,63,Java,40,0,15,1,Apache-2.0,2019-07-21 12:42:41+00:00,2,49
BennyWang/AutoAdapter,2016-02-26 16:26:35+00:00,147,26,Java,12,0,2,1,Apache-2.0,2018-01-18 12:25:44+00:00,2,49
ankushs92/Java-DB-IP,2016-05-09 22:33:31+00:00,63765,22,Java,12,2,4,1,MIT,2016-05-12 14:34:51+00:00,4,49
idic779/monthweekmaterialcalendarview,2018-01-20 16:22:25+00:00,4223,407,Java,44,1,10,1,Apache-2.0,2018-01-19 22:01:22+00:00,2,49
cnzx219/android-uninstall-feedback,2015-05-23 14:38:32+00:00,119,35,Java,18,2,5,2,MIT,2018-01-17 23:35:23+00:00,2,48
NessComputing/components-ness-jdbi,2012-05-09 00:12:31+00:00,201,2,Java,5,1,14,6,Apache-2.0,2018-01-17 14:32:42+00:00,6,48
lsjwzh/MaskEverywhere,2014-08-09 16:32:57+00:00,160,87,Java,18,0,4,1,Apache-2.0,2016-05-27 17:20:05+00:00,2,46
mediavrog/integrated-rating-request,2016-01-26 07:40:39+00:00,793,72,Java,10,1,8,1,MIT,2017-11-24 19:00:32+00:00,5,46
akaita/easylauncher-gradle-plugin,2018-02-11 19:26:34+00:00,406,724,Java,32,13,19,3,Apache-2.0,2018-12-29 14:36:09+00:00,4,46
helicalinsight/helicalinsight,2016-09-12 10:31:22+00:00,129168,52,Java,25,1,11,0,Apache-2.0,2016-09-12 10:34:13+00:00,2,46
DJI-Mobile-SDK-Tutorials/Android-UILibraryDemo,2017-06-14 08:09:00+00:00,80062,1,Java,8,2,5,1,MIT,2018-01-19 02:43:53+00:00,8,44
Qkyrie/Markdown2Pdf,2014-03-28 12:05:18+00:00,550,24,Java,6,2,6,1,LGPL-3.0,2016-05-27 13:38:52+00:00,2,44
elves-project/supervisor,2017-06-26 10:05:38+00:00,2872,3,Java,6,0,2,0,Apache-2.0,2017-06-26 10:08:00+00:00,4,44
Nalen98/eBPF-for-Ghidra,2019-08-14 14:58:43+00:00,2769,45,Java,5,0,3,1,MIT,2019-12-25 11:20:03+00:00,4,43
REBOOTERS/UltimateRefreshView,2017-04-28 03:28:15+00:00,6644,48,Java,8,1,1,2,Apache-2.0,2018-01-18 04:49:00+00:00,4,43
gmirr/finalspeed-91yun,2016-07-13 22:52:05+00:00,21018,11,Java,14,0,3,4,GPL-2.0,2016-07-13 22:52:32+00:00,6,43
edgexfoundry/device-sdk,2017-05-24 21:50:08+00:00,102,3,Java,11,3,4,5,Apache-2.0,2018-01-18 11:19:06+00:00,8,42
jiangzehui/xmpp,2016-10-07 13:00:34+00:00,38438,865,Java,250,1,52,1,Apache-2.0,2016-11-24 17:28:55+00:00,2,41
warpi/BitPay,2011-06-18 10:54:32+00:00,758,22,Java,6,11,4,3,Apache-2.0,2017-11-24 19:25:55+00:00,4,40
bkiers/tiny-language-antlr4,2013-10-22 12:48:15+00:00,36,119,Java,34,0,12,3,Unlicense,2017-05-31 20:36:33+00:00,5,40
AxonFramework/AxonBank,2016-08-25 07:53:04+00:00,86,98,Java,74,10,22,2,Apache-2.0,2016-09-20 07:54:44+00:00,6,40
Schinizer/RxUnfurl,2016-08-29 16:56:45+00:00,167,420,Java,40,0,13,1,Apache-2.0,2016-11-24 17:29:05+00:00,2,40
unipiazza/unipiazza-android-twostepslogin,2015-07-08 12:12:19+00:00,7503,238,Java,44,1,9,1,Apache-2.0,2017-11-24 18:41:27+00:00,3,40
codlab/amiibo,2015-10-30 23:10:47+00:00,3007,32,Java,13,2,8,1,GPL-2.0,2017-11-24 19:35:26+00:00,2,40
swiftype/swiftype-java,2013-02-05 23:56:13+00:00,120,1,Java,5,6,10,5,MIT,2019-04-15 16:09:12+00:00,7,39
sharpstill/CronHub,2012-07-12 06:27:50+00:00,416124,282,Java,132,0,75,1,Apache-2.0,2017-03-12 13:21:22+00:00,4,39
jpkrause/AndroidProxySetter,2015-02-20 19:20:07+00:00,200,314,Java,67,8,28,3,GPL-3.0,2017-11-24 18:44:29+00:00,7,39
VolodymyrLykhonis/flutter_billing,2018-01-15 16:34:56+00:00,191,84,Java,15,5,14,3,Apache-2.0,2019-06-02 16:05:08+00:00,4,38
SweetInk/jrebel-mybatisplus,2019-05-10 05:01:38+00:00,43,46,Java,11,1,4,1,MIT,2019-11-08 07:00:48+00:00,3,37
sdmg15/Java-design-patterns,2017-03-17 19:15:03+00:00,21,21,Java,16,0,4,1,MIT,2017-05-01 18:54:45+00:00,3,37
yhaolpz/FloatWindow,2017-11-14 14:33:55+00:00,1002,3100,Java,448,69,58,1,Apache-2.0,2017-11-24 15:37:41+00:00,6,37
openzipkin/b3-propagation,2016-09-08 12:50:53+00:00,79,29,Java,8,6,16,1,Apache-2.0,2016-10-26 14:35:15+00:00,13,36
t3hnar/CmdSupport,2010-10-12 21:45:06+00:00,393,25,Java,6,22,7,2,Apache-2.0,2016-05-27 15:47:39+00:00,3,36
szvone/vmqApk,2019-02-10 03:12:11+00:00,21954,259,Java,163,2,12,2,MIT,2019-02-12 06:09:15+00:00,3,36
rahulrathore44/SeleniumCucumber,2016-08-14 11:36:46+00:00,23770,5,Java,9,0,1,1,GPL-3.0,2016-08-14 11:37:39+00:00,3,34
smoope/j2objc-maven-plugin,2015-12-22 14:46:52+00:00,31,5,Java,7,1,4,4,Apache-2.0,2018-03-01 17:41:26+00:00,5,34
mick88/notepad,2014-12-10 13:18:17+00:00,1148,6,Java,7,3,2,1,MIT,2017-02-01 05:22:11+00:00,3,34
jpotts18/android-mvp,2015-05-12 02:47:39+00:00,824,202,Java,94,2,10,2,MIT,2017-11-24 18:26:16+00:00,3,33
